RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName
61617,55,10003,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County
69823,56,28277,Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County
84627,57,60625,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
70828,58,30043,Zip,GA,GA,Lawrenceville,Atlanta-Sandy Springs-Roswell,Gwinnett County
62040,59,11230,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
62023,60,11212,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
91685,61,77036,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
61803,62,10463,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County
84630,63,60629,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
62020,64,11209,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
70874,65,30096,Zip,GA,GA,Duluth,Atlanta-Sandy Springs-Roswell,Gwinnett County
62032,66,11221,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
60545,67,7030,Zip,NJ,NJ,Hoboken,New York-Newark-Jersey City,Hudson County
99534,68,98052,Zip,WA,WA,Redmond,Seattle-Tacoma-Bellevue,King County
70810,69,30024,Zip,GA,GA,Suwanee,Atlanta-Sandy Springs-Roswell,Gwinnett County
84612,70,60610,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
92617,71,78704,Zip,TX,TX,Austin,Austin-Round Rock,Travis County
91726,72,77077,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
94748,73,85032,Zip,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County
91889,74,77379,Zip,TX,TX,Spring,Houston-The Woodlands-Sugar Land,Harris County
90823,75,75287,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County
61638,76,10024,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County
92598,77,78666,Zip,TX,TX,San Marcos,Austin-Round Rock,Hays County
66843,78,21234,Zip,MD,MD,Parkville,Baltimore-Columbia-Towson,Baltimore County
72463,79,33160,Zip,FL,FL,Sunny Isles Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
67732,80,23464,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City
73221,81,34787,Zip,FL,FL,Winter Garden,Orlando-Kissimmee-Sanford,Orange County
92481,82,78521,Zip,TX,TX,Brownsville,Brownsville-Harlingen,Cameron County
61148,83,8701,Zip,NJ,NJ,Lakewood Township,New York-Newark-Jersey City,Ocean County
90795,84,75243,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County
62025,85,11214,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
69672,86,28027,Zip,NC,NC,Concord,Charlotte-Concord-Gastonia,Cabarrus County
62018,87,11207,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
97711,88,94501,Zip,CA,CA,Alameda,San Francisco-Oakland-Hayward,Alameda County
58669,89,2169,Zip,MA,MA,Quincy,Boston-Cambridge-Newton,Norfolk County
72578,90,33411,Zip,FL,FL,Royal Palm Beach,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County
62039,91,11229,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
84621,92,60619,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
92654,93,78745,Zip,TX,TX,Austin,Austin-Round Rock,Travis County
97565,94,94110,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County
67730,95,23462,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City
72363,96,33025,Zip,FL,FL,Miramar,Miami-Fort Lauderdale-West Palm Beach,Broward County
61798,97,10458,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County
90665,98,75067,Zip,TX,TX,Lewisville,Dallas-Fort Worth-Arlington,Denton County
96015,99,90034,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
93263,100,80134,Zip,CO,CO,Parker,Denver-Aurora-Lakewood,Douglas County
72442,101,33139,Zip,FL,FL,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
84613,102,60611,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
98325,103,95630,Zip,CA,CA,Folsom,Sacramento--Roseville--Arden-Arcade,Sacramento County
79054,104,48197,Zip,MI,MI,Ypsilanti,Ann Arbor,Washtenaw County
77007,105,44107,Zip,OH,OH,Lakewood,Cleveland-Elyria,Cuyahoga County
87074,106,66062,Zip,KS,KS,Olathe,Kansas City,Johnson County
62022,107,11211,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
76953,108,44035,Zip,OH,OH,Elyria,Cleveland-Elyria,Lorain County
94870,109,85281,Zip,AZ,AZ,Tempe,Phoenix-Mesa-Scottsdale,Maricopa County
62088,110,11377,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County
61793,111,10453,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County
96239,112,90805,Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County
60639,113,7302,Zip,NJ,NJ,Jersey City,New York-Newark-Jersey City,Hudson County
96193,114,90650,Zip,CA,CA,Norwalk,Los Angeles-Long Beach-Anaheim,Los Angeles County
96025,115,90044,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
95048,116,85710,Zip,AZ,AZ,Tucson,Tucson,Pima County
96990,117,92683,Zip,CA,CA,Westminster,Los Angeles-Long Beach-Anaheim,Orange County
94820,118,85225,Zip,AZ,AZ,Chandler,Phoenix-Mesa-Scottsdale,Maricopa County
62044,119,11234,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
71005,120,30281,Zip,GA,GA,Stockbridge,Atlanta-Sandy Springs-Roswell,Henry County
74156,121,37075,Zip,TN,TN,Hendersonville,Nashville-Davidson--Murfreesboro--Franklin,Sumner County
62067,122,11355,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County
62048,123,11238,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
92576,124,78641,Zip,TX,TX,Leander,Austin-Round Rock,Williamson County
61790,125,10314,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County
65810,126,19143,Zip,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County
93146,127,79938,Zip,TX,TX,El Paso,El Paso,El Paso County
96467,128,91709,Zip,CA,CA,Chino Hills,Riverside-San Bernardino-Ontario,San Bernardino County
62026,129,11215,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
61792,130,10452,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County
84619,131,60617,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
95309,132,87114,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County
71864,133,32210,Zip,FL,FL,Jacksonville,Jacksonville,Duval County
76511,134,43081,Zip,OH,OH,Westerville,Columbus,Franklin County
97764,135,94558,Zip,CA,CA,Napa,Napa,Napa County
96007,136,90026,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
91221,137,76063,Zip,TX,TX,Mansfield,Dallas-Fort Worth-Arlington,Tarrant County
91950,138,77459,Zip,TX,TX,Missouri City,Houston-The Woodlands-Sugar Land,Fort Bend County
96545,139,91910,Zip,CA,CA,Chula Vista,San Diego-Carlsbad,San Diego County
69431,140,27587,Zip,NC,NC,Wake Forest,Raleigh,Wake County
70825,141,30040,Zip,GA,GA,Cumming,Atlanta-Sandy Springs-Roswell,Forsyth County
97431,142,93722,Zip,CA,CA,Fresno,Fresno,Fresno County
99142,142,97229,Zip,OR,OR,Portland,Portland-Vancouver-Hillsboro,Multnomah County
60081,144,6010,Zip,CT,CT,Bristol,Hartford-West Hartford-East Hartford,Hartford County
65133,145,17603,Zip,PA,PA,Lancaster Township,Lancaster,Lancaster County
91198,146,76028,Zip,TX,TX,Burleson,Dallas-Fort Worth-Arlington,Johnson County
72901,147,33908,Zip,FL,FL,Fort Myers,Cape Coral-Fort Myers,Lee County
76534,148,43123,Zip,OH,OH,Grove City,Columbus,Franklin County
90657,149,75056,Zip,TX,TX,The Colony,Dallas-Fort Worth-Arlington,Denton County
95804,150,89108,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
94890,151,85308,Zip,AZ,AZ,Glendale,Phoenix-Mesa-Scottsdale,Maricopa County
92520,152,78577,Zip,TX,TX,Pharr,McAllen-Edinburg-Mission,Hidalgo County
92336,153,78240,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County
97740,154,94533,Zip,CA,CA,Fairfield,Vallejo-Fairfield,Solano County
95306,155,87111,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County
63776,156,14850,Zip,NY,NY,Town Of Ithaca,Ithaca,Tompkins County
72362,158,33024,Zip,FL,FL,Pembroke Pines,Miami-Fort Lauderdale-West Palm Beach,Broward County
99500,159,98012,Zip,WA,WA,Bothell,Seattle-Tacoma-Bellevue,Snohomish County
79040,160,48180,Zip,MI,MI,Taylor,Detroit-Warren-Dearborn,Wayne County
92125,161,77845,Zip,TX,TX,College Station,College Station-Bryan,Brazos County
71038,162,30318,Zip,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County
76971,163,44060,Zip,OH,OH,Mentor,Cleveland-Elyria,Lake County
94940,164,85364,Zip,AZ,AZ,Yuma,Yuma,Yuma County
98304,165,95608,Zip,CA,CA,Carmichael,Sacramento--Roseville--Arden-Arcade,Sacramento County
76491,166,43055,Zip,OH,OH,Newark,Columbus,Licking County
62093,167,11385,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County
72737,168,33647,Zip,FL,FL,Tampa,Tampa-St. Petersburg-Clearwater,Hillsborough County
96987,169,92677,Zip,CA,CA,Laguna Niguel,Los Angeles-Long Beach-Anaheim,Orange County
77094,170,44256,Zip,OH,OH,Medina,Cleveland-Elyria,Medina County
58660,171,2148,Zip,MA,MA,Malden,Boston-Cambridge-Newton,Middlesex County
64180,172,15601,Zip,PA,PA,Greensburg,Pittsburgh,Westmoreland County
93203,173,80013,Zip,CO,CO,Aurora,Denver-Aurora-Lakewood,Arapahoe County
96047,174,90066,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
66705,175,20906,Zip,MD,MD,Silver Spring,Washington-Arlington-Alexandria,Montgomery County
78823,176,47906,Zip,IN,IN,West Lafayette,Lafayette-West Lafayette,Tippecanoe County
87019,177,65807,Zip,MO,MO,Springfield,Springfield,Greene County
60499,178,6902,Zip,CT,CT,Stamford,Bridgeport-Stamford-Norwalk,Fairfield County
77400,179,45011,Zip,OH,OH,Hamilton,Cincinnati,Butler County
70953,180,30188,Zip,GA,GA,Woodstock,Atlanta-Sandy Springs-Roswell,Cherokee County
96817,181,92336,Zip,CA,CA,Fontana,Riverside-San Bernardino-Ontario,San Bernardino County
100179,182,99301,Zip,WA,WA,Pasco,Kennewick-Richland,Franklin County
61808,183,10468,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County
62085,184,11373,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County
86717,185,65203,Zip,MO,MO,Columbia,Columbia,Boone County
69699,186,28078,Zip,NC,NC,Huntersville,Charlotte-Concord-Gastonia,Mecklenburg County
84622,187,60620,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
78085,188,46307,Zip,IN,IN,Crown Point,Chicago-Naperville-Elgin,Lake County
98432,189,95823,Zip,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County
96825,190,92345,Zip,CA,CA,Hesperia,Riverside-San Bernardino-Ontario,San Bernardino County
69450,191,27610,Zip,NC,NC,Raleigh,Raleigh,Wake County
73014,192,34135,Zip,FL,FL,Bonita Springs,Cape Coral-Fort Myers,Lee County
95314,193,87120,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County
69340,194,27410,Zip,NC,NC,Greensboro,Greensboro-High Point,Guilford County
90638,195,75035,Zip,TX,TX,Frisco,Dallas-Fort Worth-Arlington,Collin County
99563,196,98103,Zip,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County
91941,197,77450,Zip,TX,TX,Cinco Ranch,Houston-The Woodlands-Sugar Land,Fort Bend County
98411,198,95747,Zip,CA,CA,Roseville,Sacramento--Roseville--Arden-Arcade,Placer County
95817,199,89121,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
69336,200,27406,Zip,NC,NC,Greensboro,Greensboro-High Point,Guilford County
97023,201,92804,Zip,CA,CA,Anaheim,Los Angeles-Long Beach-Anaheim,Orange County
61169,202,8753,Zip,NJ,NJ,Toms River,New York-Newark-Jersey City,Ocean County
90780,203,75228,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County
96667,204,92126,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
61642,205,10028,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County
84635,206,60634,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
66135,207,20011,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia
76539,208,43130,Zip,OH,OH,Lancaster,Columbus,Fairfield County
91325,209,76244,Zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County
96882,210,92503,Zip,CA,CA,Riverside,Riverside-San Bernardino-Ontario,Riverside County
96546,211,91911,Zip,CA,CA,Chula Vista,San Diego-Carlsbad,San Diego County
70698,212,29732,Zip,SC,SC,Rock Hill,Charlotte-Concord-Gastonia,York County
71871,213,32218,Zip,FL,FL,Jacksonville,Jacksonville,Duval County
67180,214,22191,Zip,VA,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County
69849,215,28314,Zip,NC,NC,Fayetteville,Fayetteville,Cumberland County
71902,216,32256,Zip,FL,FL,Jacksonville,Jacksonville,Duval County
62043,217,11233,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
67655,218,23320,Zip,VA,VA,Chesapeake,Virginia Beach-Norfolk-Newport News,Chesapeake City
75696,219,40475,Zip,KY,KY,Richmond,Richmond-Berea,Madison County
67010,220,21740,Zip,MD,MD,Hagerstown,Hagerstown-Martinsburg,Washington County
96643,221,92101,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
96000,222,90019,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
73183,223,34711,Zip,FL,FL,Clermont,Orlando-Kissimmee-Sanford,Lake County
70835,224,30052,Zip,GA,GA,Loganville,Atlanta-Sandy Springs-Roswell,Gwinnett County
74815,225,38401,Zip,TN,TN,Columbia,Nashville-Davidson--Murfreesboro--Franklin,Maury County
91744,226,77095,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
60518,227,7002,Zip,NJ,NJ,Bayonne,New York-Newark-Jersey City,Hudson County
70826,228,30041,Zip,GA,GA,Cumming,Atlanta-Sandy Springs-Roswell,Forsyth County
84285,229,60016,Zip,IL,IL,Des Plaines,Chicago-Naperville-Elgin,Cook County
72347,230,33009,Zip,FL,FL,Hallandale,Miami-Fort Lauderdale-West Palm Beach,Broward County
97743,231,94536,Zip,CA,CA,Fremont,San Francisco-Oakland-Hayward,Alameda County
95785,232,89052,Zip,NV,NV,Henderson,Las Vegas-Henderson-Paradise,Clark County
90226,233,74012,Zip,OK,OK,Broken Arrow,Tulsa,Tulsa County
61797,234,10457,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County
93490,235,80634,Zip,CO,CO,Greeley,Greeley,Weld County
76471,236,43026,Zip,OH,OH,Hilliard,Columbus,Franklin County
96934,237,92592,Zip,CA,CA,Temecula,Riverside-San Bernardino-Ontario,Riverside County
76597,238,43230,Zip,OH,OH,Gahanna,Columbus,Franklin County
95813,239,89117,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
70859,240,30080,Zip,GA,GA,Smyrna,Atlanta-Sandy Springs-Roswell,Cobb County
66125,241,20001,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia
69533,242,27834,Zip,NC,NC,Greenville,Greenville,Pitt County
96125,243,90280,Zip,CA,CA,South Gate,Los Angeles-Long Beach-Anaheim,Los Angeles County
70294,244,29072,Zip,SC,SC,Lexington,Columbia,Lexington County
78042,245,46227,Zip,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County
71895,246,32244,Zip,FL,FL,Jacksonville,Jacksonville,Duval County
66785,247,21117,Zip,MD,MD,Owings Mills,Baltimore-Columbia-Towson,Baltimore County
61641,248,10027,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County
65779,249,19111,Zip,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County
96083,250,90201,Zip,CA,CA,Bell,Los Angeles-Long Beach-Anaheim,Los Angeles County
96477,251,91730,Zip,CA,CA,Rancho Cucamonga,Riverside-San Bernardino-Ontario,San Bernardino County
78975,252,48103,Zip,MI,MI,Ann Arbor,Ann Arbor,Washtenaw County
62046,253,11236,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
90759,254,75206,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County
95985,255,90004,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
74185,256,37128,Zip,TN,TN,Murfreesboro,Nashville-Davidson--Murfreesboro--Franklin,Rutherford County
96651,257,92109,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
70842,258,30062,Zip,GA,GA,Marietta,Atlanta-Sandy Springs-Roswell,Cobb County
84629,259,60628,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
60599,260,7093,Zip,NJ,NJ,West New York,New York-Newark-Jersey City,Hudson County
72247,261,32822,Zip,FL,FL,Orlando,Orlando-Kissimmee-Sanford,Orange County
71050,262,30331,Zip,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County
90769,263,75217,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County
58743,264,2360,Zip,MA,MA,Plymouth,Boston-Cambridge-Newton,Plymouth County
73233,265,34953,Zip,FL,FL,Port Saint Lucie,Port St. Lucie,Saint Lucie County
74187,266,37130,Zip,TN,TN,Murfreesboro,Nashville-Davidson--Murfreesboro--Franklin,Rutherford County
72488,267,33186,Zip,FL,FL,The Crossings,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
58666,268,2155,Zip,MA,MA,Medford,Boston-Cambridge-Newton,Middlesex County
61895,269,10701,Zip,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County
72350,270,33012,Zip,FL,FL,Hialeah,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
96368,271,91342,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
96208,272,90706,Zip,CA,CA,Bellflower,Los Angeles-Long Beach-Anaheim,Los Angeles County
96816,273,92335,Zip,CA,CA,Fontana,Riverside-San Bernardino-Ontario,San Bernardino County
97991,274,95123,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County
96590,275,92021,Zip,CA,CA,El Cajon,San Diego-Carlsbad,San Diego County
71837,276,32174,Zip,FL,FL,Ormond Beach,Deltona-Daytona Beach-Ormond Beach,Volusia County
67222,277,22304,Zip,VA,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City
95315,278,87121,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County
62084,279,11372,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County
67182,280,22193,Zip,VA,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County
97118,280,93065,Zip,CA,CA,Simi Valley,Oxnard-Thousand Oaks-Ventura,Ventura County
69555,282,27858,Zip,NC,NC,Greenville,Greenville,Pitt County
77850,283,45840,Zip,OH,OH,Findlay,Findlay,Hancock County
84647,284,60649,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
72392,285,33063,Zip,FL,FL,Margate,Miami-Fort Lauderdale-West Palm Beach,Broward County
69487,286,27703,Zip,NC,NC,Durham,Durham-Chapel Hill,Durham County
67722,287,23454,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City
84628,288,60626,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
72393,289,33064,Zip,FL,FL,Pompano Beach,Miami-Fort Lauderdale-West Palm Beach,Broward County
79044,290,48185,Zip,MI,MI,Westland,Detroit-Warren-Dearborn,Wayne County
96959,291,92627,Zip,CA,CA,Costa Mesa,Los Angeles-Long Beach-Anaheim,Orange County
72365,292,33027,Zip,FL,FL,Miramar,Miami-Fort Lauderdale-West Palm Beach,Broward County
95043,293,85705,Zip,AZ,AZ,Tucson,Tucson,Pima County
72530,294,33311,Zip,FL,FL,Fort Lauderdale,Miami-Fort Lauderdale-West Palm Beach,Broward County
61200,295,8831,Zip,NJ,NJ,Monroe Township,New York-Newark-Jersey City,Middlesex County
66242,296,20147,Zip,VA,VA,Ashburn,Washington-Arlington-Alexandria,Loudoun County
77030,297,44130,Zip,OH,OH,Parma Heights,Cleveland-Elyria,Cuyahoga County
96006,298,90025,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
66683,299,20878,Zip,MD,MD,Gaithersburg,Washington-Arlington-Alexandria,Montgomery County
76595,300,43228,Zip,OH,OH,Columbus,Columbus,Franklin County
70808,301,30022,Zip,GA,GA,Johns Creek,Atlanta-Sandy Springs-Roswell,Fulton County
70791,302,30004,Zip,GA,GA,Milton,Atlanta-Sandy Springs-Roswell,Fulton County
67787,303,23666,Zip,VA,VA,Hampton,Virginia Beach-Norfolk-Newport News,Hampton City
417444,304,85142,Zip,AZ,AZ,Queen Creek,Phoenix-Mesa-Scottsdale,Pinal County
99961,305,98682,Zip,WA,WA,Vancouver,Portland-Vancouver-Hillsboro,Clark County
97940,306,95035,Zip,CA,CA,Milpitas,San Jose-Sunnyvale-Santa Clara,Santa Clara County
96468,307,91710,Zip,CA,CA,Chino,Riverside-San Bernardino-Ontario,San Bernardino County
95992,308,90011,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
67598,309,23223,Zip,VA,VA,Richmond,Richmond,Richmond City
62029,310,11218,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
69497,311,27713,Zip,NC,NC,Durham,Durham-Chapel Hill,Durham County
91731,312,77082,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
76983,313,44077,Zip,OH,OH,Painesville,Cleveland-Elyria,Lake County
97751,314,94544,Zip,CA,CA,Hayward,San Francisco-Oakland-Hayward,Alameda County
76796,315,43701,Zip,OH,OH,Zanesville,Zanesville,Muskingum County
70696,316,29730,Zip,SC,SC,Rock Hill,Charlotte-Concord-Gastonia,York County
62034,317,11223,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
84624,318,60622,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
