RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName
75573,1726,40219,Zip,KY,KY,Louisville,Louisville/Jefferson County,Jefferson County
399655,1727,85286,Zip,AZ,AZ,Chandler,Phoenix-Mesa-Scottsdale,Maricopa County
70235,1727,28803,Zip,NC,NC,Asheville,Asheville,Buncombe County
81176,1729,53051,Zip,WI,WI,Menomonee Falls,Milwaukee-Waukesha-West Allis,Waukesha County
96505,1730,91765,Zip,CA,CA,Diamond Bar,Los Angeles-Long Beach-Anaheim,Los Angeles County
65306,1731,18017,Zip,PA,PA,Bethlehem,Allentown-Bethlehem-Easton,Northampton County
69933,1732,28411,Zip,NC,NC,Wilmington,Wilmington,New Hanover County
99540,1733,98058,Zip,WA,WA,Renton,Seattle-Tacoma-Bellevue,King County
94743,1734,85027,Zip,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County
92446,1734,78412,Zip,TX,TX,Corpus Christi,Corpus Christi,Nueces County
73386,1736,35216,Zip,AL,AL,Vestavia Hills,Birmingham-Hoover,Jefferson County
96904,1737,92544,Zip,CA,CA,Hemet,Riverside-San Bernardino-Ontario,Riverside County
70358,1738,29203,Zip,SC,SC,Columbia,Columbia,Richland County
92153,1738,77901,Zip,TX,TX,Victoria,Victoria,Victoria County
67394,1740,22801,Zip,VA,VA,Harrisonburg,Harrisonburg,Harrisonburg City
85172,1741,61820,Zip,IL,IL,Champaign,Champaign-Urbana,Champaign County
73210,1742,34761,Zip,FL,FL,Ocoee,Orlando-Kissimmee-Sanford,Orange County
82111,1743,55110,Zip,MN,MN,White Bear Lake,Minneapolis-St. Paul-Bloomington,Ramsey County
97422,1744,93711,Zip,CA,CA,Fresno,Fresno,Fresno County
99636,1745,98223,Zip,WA,WA,Arlington,Seattle-Tacoma-Bellevue,Snohomish County
65904,1746,19401,Zip,PA,PA,Norristown,Philadelphia-Camden-Wilmington,Montgomery County
78114,1746,46368,Zip,IN,IN,Portage,Chicago-Naperville-Elgin,Porter County
97729,1748,94521,Zip,CA,CA,Concord,San Francisco-Oakland-Hayward,Contra Costa County
72172,1749,32724,Zip,FL,FL,Deland,Deltona-Daytona Beach-Ormond Beach,Volusia County
72163,1750,32714,Zip,FL,FL,Altamonte Springs,Orlando-Kissimmee-Sanford,Seminole County
61957,1751,10977,Zip,NY,NY,Ramapo,New York-Newark-Jersey City,Rockland County
63952,1752,15221,Zip,PA,PA,Wilkinsburg,Pittsburgh,Allegheny County
84433,1753,60188,Zip,IL,IL,Carol Stream,Chicago-Naperville-Elgin,DuPage County
69283,1754,27295,Zip,NC,NC,Lexington,Winston-Salem,Davidson County
99317,1755,97477,Zip,OR,OR,Springfield,Eugene,Lane County
69820,1756,28273,Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County
95054,1757,85716,Zip,AZ,AZ,Tucson,Tucson,Pima County
58254,1757,1085,Zip,MA,MA,Westfield,Springfield,Hampden County
64873,1757,17042,Zip,PA,PA,Lebanon,Lebanon,Lebanon County
72713,1760,33610,Zip,FL,FL,Tampa,Tampa-St. Petersburg-Clearwater,Hillsborough County
99521,1761,98036,Zip,WA,WA,Lynnwood,Seattle-Tacoma-Bellevue,Snohomish County
76498,1762,43065,Zip,OH,OH,Powell,Columbus,Delaware County
80084,1763,50023,Zip,IA,IA,Ankeny,Des Moines-West Des Moines,Polk County
77603,1764,45342,Zip,OH,OH,Miamisburg,Dayton,Montgomery County
72434,1765,33131,Zip,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
84528,1766,60477,Zip,IL,IL,Tinley Park,Chicago-Naperville-Elgin,Cook County
58644,1767,2130,Zip,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County
75113,1768,39047,Zip,MS,MS,Brandon,Jackson,Rankin County
96978,1769,92660,Zip,CA,CA,Newport Beach,Los Angeles-Long Beach-Anaheim,Orange County
79779,1769,49503,Zip,MI,MI,Grand Rapids,Grand Rapids-Wyoming,Kent County
96605,1771,92040,Zip,CA,CA,Lakeside,San Diego-Carlsbad,San Diego County
60551,1772,7036,Zip,NJ,NJ,Linden,New York-Newark-Jersey City,Union County
95042,1773,85704,Zip,AZ,AZ,Tucson,Tucson,Pima County
67425,1774,22901,Zip,VA,VA,Charlottesville,Charlottesville,Albemarle County
95019,1775,85635,Zip,AZ,AZ,Sierra Vista,Sierra Vista-Douglas,Cochise County
88701,1776,70605,Zip,LA,LA,Lake Charles,Lake Charles,Calcasieu Parish
85101,1777,61701,Zip,IL,IL,Bloomington,Bloomington,McLean County
88676,1778,70560,Zip,LA,LA,New Iberia,Lafayette,Iberia Parish
76358,1779,42420,Zip,KY,KY,Henderson,Evansville,Henderson County
85641,1780,62702,Zip,IL,IL,Springfield,Springfield,Sangamon County
84689,1781,60707,Zip,IL,IL,Elmwood Park,Chicago-Naperville-Elgin,Cook County
96122,1782,90275,Zip,CA,CA,Rancho Palos Verdes,Los Angeles-Long Beach-Anaheim,Los Angeles County
70908,1783,30134,Zip,GA,GA,Douglasville,Atlanta-Sandy Springs-Roswell,Douglas County
70823,1784,30038,Zip,GA,GA,Lithonia,Atlanta-Sandy Springs-Roswell,Dekalb County
98067,1785,95240,Zip,CA,CA,Lodi,Stockton-Lodi,San Joaquin County
69589,1786,27893,Zip,NC,NC,Wilson,Wilson,Wilson County
92517,1787,78574,Zip,TX,TX,Mission,McAllen-Edinburg-Mission,Hidalgo County
70906,1788,30132,Zip,GA,GA,Dallas,Atlanta-Sandy Springs-Roswell,Paulding County
66151,1789,20032,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia
58642,1790,2128,Zip,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County
94821,1790,85226,Zip,AZ,AZ,Chandler,Phoenix-Mesa-Scottsdale,Maricopa County
94731,1792,85015,Zip,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County
96450,1793,91605,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
98004,1794,95136,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County
58778,1795,2472,Zip,MA,MA,Watertown,Boston-Cambridge-Newton,Middlesex County
92328,1796,78232,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County
62058,1797,11249,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
60265,1798,6360,Zip,CT,CT,Norwich,Norwich-New London,New London County
62143,1799,11550,Zip,NY,NY,Town of Hempstead,New York-Newark-Jersey City,Nassau County
84373,1800,60120,Zip,IL,IL,Elgin,Chicago-Naperville-Elgin,Kane County
84292,1801,60025,Zip,IL,IL,Glenview,Chicago-Naperville-Elgin,Cook County
72182,1802,32738,Zip,FL,FL,Deltona,Deltona-Daytona Beach-Ormond Beach,Volusia County
99829,1802,98503,Zip,WA,WA,Lacey,Olympia-Tumwater,Thurston County
73967,1804,36608,Zip,AL,AL,Mobile,Mobile,Mobile County
72727,1804,33624,Zip,FL,FL,Greater Carrollwood,Tampa-St. Petersburg-Clearwater,Hillsborough County
74661,1806,38125,Zip,TN,TN,Memphis,Memphis,Shelby County
63645,1807,14624,Zip,NY,NY,Chili,Rochester,Monroe County
61648,1808,10034,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County
93282,1809,80205,Zip,CO,CO,Denver,Denver-Aurora-Lakewood,Denver County
90633,1810,75028,Zip,TX,TX,Flower Mound,Dallas-Fort Worth-Arlington,Denton County
97220,1811,93304,Zip,CA,CA,Bakersfield,Bakersfield,Kern County
95163,1811,86314,Zip,AZ,AZ,Prescott Valley,Prescott,Yavapai County
99131,1813,97217,Zip,OR,OR,Portland,Portland-Vancouver-Hillsboro,Multnomah County
73815,1814,36301,Zip,AL,AL,Dothan,Dothan,Houston County
73023,1815,34145,Zip,FL,FL,Marco Island,Naples-Immokalee-Marco Island,Collier County
61219,1816,8861,Zip,NJ,NJ,Perth Amboy,New York-Newark-Jersey City,Middlesex County
93587,1817,80909,Zip,CO,CO,Colorado Springs,Colorado Springs,El Paso County
74951,1817,38671,Zip,MS,MS,Southaven,Memphis,DeSoto County
79014,1819,48146,Zip,MI,MI,Lincoln Park,Detroit-Warren-Dearborn,Wayne County
94481,1820,84121,Zip,UT,UT,Cottonwood Heights,Salt Lake City,Salt Lake County
95081,1820,85745,Zip,AZ,AZ,Tucson,Tucson,Pima County
100223,1822,99504,Zip,AK,AK,Anchorage,Anchorage,Anchorage Borough
96229,1823,90745,Zip,CA,CA,Carson,Los Angeles-Long Beach-Anaheim,Los Angeles County
95609,1824,88310,Zip,NM,NM,Alamogordo,Alamogordo,Otero County
98435,1824,95826,Zip,CA,CA,Rosemont,Sacramento--Roseville--Arden-Arcade,Sacramento County
72356,1826,33018,Zip,FL,FL,Hialeah,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
95066,1827,85730,Zip,AZ,AZ,Tucson,Tucson,Pima County
93303,1828,80227,Zip,CO,CO,Lakewood,Denver-Aurora-Lakewood,Jefferson County
79474,1828,48910,Zip,MI,MI,Lansing,Lansing-East Lansing,Ingham County
93211,1830,80021,Zip,CO,CO,Westminster,Denver-Aurora-Lakewood,Adams County
78929,1831,48047,Zip,MI,MI,Chesterfield,Detroit-Warren-Dearborn,Macomb County
71036,1832,30316,Zip,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County
72243,1833,32818,Zip,FL,FL,Pine Hills,Orlando-Kissimmee-Sanford,Orange County
74334,1833,37363,Zip,TN,TN,Ooltewah,Chattanooga,Hamilton County
91195,1835,76021,Zip,TX,TX,Bedford,Dallas-Fort Worth-Arlington,Tarrant County
72474,1835,33172,Zip,FL,FL,Fountainbleau,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
96504,1837,91764,Zip,CA,CA,Ontario,Riverside-San Bernardino-Ontario,San Bernardino County
98170,1838,95403,Zip,CA,CA,Santa Rosa,Santa Rosa,Sonoma County
71861,1839,32207,Zip,FL,FL,Jacksonville,Jacksonville,Duval County
65738,1840,19063,Zip,PA,PA,Middletown Township,Philadelphia-Camden-Wilmington,Delaware County
72568,1841,33401,Zip,FL,FL,West Palm Beach,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County
97358,1842,93611,Zip,CA,CA,Clovis,Fresno,Fresno County
94189,1843,83501,Zip,ID,ID,Lewiston,Lewiston,Nez Perce County
98430,1844,95821,Zip,CA,CA,Arden-Arcade,Sacramento--Roseville--Arden-Arcade,Sacramento County
94380,1845,84010,Zip,UT,UT,Bountiful,Ogden-Clearfield,Davis County
66601,1846,20748,Zip,MD,MD,Temple Hills,Washington-Arlington-Alexandria,Prince Georges County
78128,1847,46385,Zip,IN,IN,Valparaiso,Chicago-Naperville-Elgin,Porter County
72811,1848,33771,Zip,FL,FL,Largo,Tampa-St. Petersburg-Clearwater,Pinellas County
70983,1849,30252,Zip,GA,GA,McDonough,Atlanta-Sandy Springs-Roswell,Henry County
93280,1850,80203,Zip,CO,CO,Denver,Denver-Aurora-Lakewood,Denver County
88680,1851,70570,Zip,LA,LA,Opelousas,Opelousas,Saint Landry Parish
90652,1852,75050,Zip,TX,TX,Grand Prairie,Dallas-Fort Worth-Arlington,Dallas County
96927,1852,92584,Zip,CA,CA,Menifee,Riverside-San Bernardino-Ontario,Riverside County
70806,1854,30019,Zip,GA,GA,Dacula,Atlanta-Sandy Springs-Roswell,Gwinnett County
84590,1855,60563,Zip,IL,IL,Naperville,Chicago-Naperville-Elgin,DuPage County
94765,1856,85051,Zip,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County
84569,1857,60540,Zip,IL,IL,Naperville,Chicago-Naperville-Elgin,DuPage County
96238,1857,90804,Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County
99767,1859,98382,Zip,WA,WA,Sequim,Port Angeles,Clallam County
93448,1859,80524,Zip,CO,CO,Fort Collins,Fort Collins,Larimer County
74670,1861,38134,Zip,TN,TN,Memphis,Memphis,Shelby County
82120,1862,55119,Zip,MN,MN,Saint Paul,Minneapolis-St. Paul-Bloomington,Ramsey County
93134,1863,79925,Zip,TX,TX,El Paso,El Paso,El Paso County
98358,1864,95667,Zip,CA,CA,Placerville,Sacramento--Roseville--Arden-Arcade,El Dorado County
89567,1865,72450,Zip,AR,AR,Paragould,Paragould,Greene County
97995,1866,95127,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County
96273,1867,91016,Zip,CA,CA,Monrovia,Los Angeles-Long Beach-Anaheim,Los Angeles County
98233,1868,95476,Zip,CA,CA,Sonoma,Santa Rosa,Sonoma County
97979,1869,95111,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County
88482,1870,70118,Zip,LA,LA,New Orleans,New Orleans-Metairie,Orleans Parish
70935,1872,30165,Zip,GA,GA,Rome,Rome,Floyd County
67123,1873,22033,Zip,VA,VA,Fairfax,Washington-Arlington-Alexandria,Fairfax County
72377,1874,33040,Zip,FL,FL,Key West,Key West,Monroe County
97960,1875,95062,Zip,CA,CA,Santa Cruz,Santa Cruz-Watsonville,Santa Cruz County
69412,1876,27560,Zip,NC,NC,Morrisville,Raleigh,Wake County
66746,1877,21045,Zip,MD,MD,Columbia,Baltimore-Columbia-Towson,Howard County
80286,1877,50315,Zip,IA,IA,Des Moines,Des Moines-West Des Moines,Polk County
70495,1879,29461,Zip,SC,SC,Moncks Corner,Charleston-North Charleston,Berkeley County
62691,1880,12601,Zip,NY,NY,Town of Poughkeepsie,New York-Newark-Jersey City,Dutchess County
74654,1881,38116,Zip,TN,TN,Memphis,Memphis,Shelby County
74663,1882,38127,Zip,TN,TN,Memphis,Memphis,Shelby County
97994,1883,95126,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County
88611,1884,70458,Zip,LA,LA,Slidell,New Orleans-Metairie,Saint Tammany Parish
93584,1885,80906,Zip,CO,CO,Colorado Springs,Colorado Springs,El Paso County
60793,1886,7753,Zip,NJ,NJ,Neptune Township,New York-Newark-Jersey City,Monmouth County
76581,1887,43213,Zip,OH,OH,Whitehall,Columbus,Franklin County
66757,1887,21060,Zip,MD,MD,Glen Burnie,Baltimore-Columbia-Towson,Anne Arundel County
72157,1889,32707,Zip,FL,FL,Casselberry,Orlando-Kissimmee-Sanford,Seminole County
72237,1890,32811,Zip,FL,FL,Orlando,Orlando-Kissimmee-Sanford,Orange County
77630,1891,45373,Zip,OH,OH,Troy,Dayton,Miami County
91626,1892,76904,Zip,TX,TX,San Angelo,San Angelo,Tom Green County
70925,1893,30152,Zip,GA,GA,Kennesaw,Atlanta-Sandy Springs-Roswell,Cobb County
97858,1894,94901,Zip,CA,CA,San Rafael,San Francisco-Oakland-Hayward,Marin County
86152,1895,63701,Zip,MO,MO,Cape Girardeau,Cape Girardeau,Cape Girardeau County
84650,1896,60653,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
97808,1897,94606,Zip,CA,CA,Oakland,San Francisco-Oakland-Hayward,Alameda County
92220,1898,78041,Zip,TX,TX,Laredo,Laredo,Webb County
94538,1899,84321,Zip,UT,UT,Logan,Logan,Cache County
78977,1900,48105,Zip,MI,MI,Ann Arbor,Ann Arbor,Washtenaw County
89989,1901,73170,Zip,OK,OK,Oklahoma City,Oklahoma City,Oklahoma County
96548,1902,91913,Zip,CA,CA,Chula Vista,San Diego-Carlsbad,San Diego County
72594,1903,33428,Zip,FL,FL,Boca Raton,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County
62222,1904,11743,Zip,NY,NY,Huntington,New York-Newark-Jersey City,Suffolk County
96247,1905,90815,Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County
96885,1906,92506,Zip,CA,CA,Riverside,Riverside-San Bernardino-Ontario,Riverside County
82273,1907,55423,Zip,MN,MN,Richfield,Minneapolis-St. Paul-Bloomington,Hennepin County
69389,1908,27530,Zip,NC,NC,Goldsboro,Goldsboro,Wayne County
69361,1909,27502,Zip,NC,NC,Apex,Raleigh,Wake County
79599,1910,49120,Zip,MI,MI,Niles,Niles-Benton Harbor,Berrien County
71499,1911,31313,Zip,GA,GA,Hinesville,Hinesville,Liberty County
70959,1912,30213,Zip,GA,GA,Fairburn,Atlanta-Sandy Springs-Roswell,Fulton County
88949,1913,71203,Zip,LA,LA,Monroe,Monroe,Ouachita Parish
89233,1914,71854,Zip,AR,AR,Texarkana,Texarkana,Miller County
95797,1915,89101,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
97283,1916,93455,Zip,CA,CA,Santa Maria,Santa Maria-Santa Barbara,Santa Barbara County
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County
90731,1918,75154,Zip,TX,TX,Red Oak,Dallas-Fort Worth-Arlington,Ellis County
73051,1919,34232,Zip,FL,FL,Sarasota,North Port-Sarasota-Bradenton,Sarasota County
60983,1920,8094,Zip,NJ,NJ,Monroe Township,Philadelphia-Camden-Wilmington,Gloucester County
69771,1921,28208,Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County
95824,1922,89128,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
79609,1923,49203,Zip,MI,MI,Jackson,Jackson,Jackson County
71520,1923,31405,Zip,GA,GA,Savannah,Savannah,Chatham County
99138,1925,97224,Zip,OR,OR,Tigard,Portland-Vancouver-Hillsboro,Washington County
89937,1926,73112,Zip,OK,OK,Oklahoma City,Oklahoma City,Oklahoma County
85103,1927,61704,Zip,IL,IL,Bloomington,Bloomington,McLean County
94388,1928,84020,Zip,UT,UT,Draper,Salt Lake City,Salt Lake County
71025,1929,30305,Zip,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County
79612,1930,49221,Zip,MI,MI,Adrian,Adrian,Lenawee County
83515,1931,58078,Zip,ND,ND,West Fargo,Fargo,Cass County
76526,1931,43110,Zip,OH,OH,Columbus,Columbus,Franklin County
72883,1933,33880,Zip,FL,FL,Winter Haven,Lakeland-Winter Haven,Polk County
72689,1934,33573,Zip,FL,FL,Sun City Center,Tampa-St. Petersburg-Clearwater,Hillsborough County
72714,1935,33611,Zip,FL,FL,Tampa,Tampa-St. Petersburg-Clearwater,Hillsborough County
90319,1936,74136,Zip,OK,OK,Tulsa,Tulsa,Tulsa County
78034,1937,46219,Zip,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County
79784,1938,49508,Zip,MI,MI,Kentwood,Grand Rapids-Wyoming,Kent County
98480,1938,95926,Zip,CA,CA,Chico,Chico,Butte County
60644,1940,7307,Zip,NJ,NJ,Jersey City,New York-Newark-Jersey City,Hudson County
62533,1941,12401,Zip,NY,NY,Kingston,Kingston,Ulster County
66114,1942,19966,Zip,DE,DE,Millsboro,Salisbury,Sussex County
69208,1943,27105,Zip,NC,NC,Winston-Salem,Winston-Salem,Forsyth County
65753,1944,19082,Zip,PA,PA,Upper Darby Township,Philadelphia-Camden-Wilmington,Delaware County
95754,1945,89015,Zip,NV,NV,Henderson,Las Vegas-Henderson-Paradise,Clark County
69710,1946,28092,Zip,NC,NC,Lincolnton,Charlotte-Concord-Gastonia,Lincoln County
69488,1947,27704,Zip,NC,NC,Durham,Durham-Chapel Hill,Durham County
61246,1948,8902,Zip,NJ,NJ,North Brunswick Township,New York-Newark-Jersey City,Middlesex County
97527,1949,94040,Zip,CA,CA,Mountain View,San Jose-Sunnyvale-Santa Clara,Santa Clara County
91313,1950,76210,Zip,TX,TX,Denton,Dallas-Fort Worth-Arlington,Denton County
74238,1951,37207,Zip,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County
86608,1952,64804,Zip,MO,MO,Joplin,Joplin,Jasper County
94792,1953,85086,Zip,AZ,AZ,Anthem,Phoenix-Mesa-Scottsdale,Maricopa County
69304,1954,27330,Zip,NC,NC,Sanford,Sanford,Lee County
70863,1955,30084,Zip,GA,GA,Tucker,Atlanta-Sandy Springs-Roswell,Dekalb County
93255,1956,80126,Zip,CO,CO,Highlands Ranch,Denver-Aurora-Lakewood,Douglas County
94749,1957,85033,Zip,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County
61640,1957,10026,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County
66108,1959,19958,Zip,DE,DE,Lewes,Salisbury,Sussex County
67540,1959,23111,Zip,VA,VA,Mechanicsville,Richmond,Hanover County
84345,1959,60090,Zip,IL,IL,Wheeling,Chicago-Naperville-Elgin,Cook County
99072,1962,97080,Zip,OR,OR,Gresham,Portland-Vancouver-Hillsboro,Multnomah County
76550,1963,43147,Zip,OH,OH,Pickerington,Columbus,Fairfield County
92313,1964,78217,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County
92447,1965,78413,Zip,TX,TX,Corpus Christi,Corpus Christi,Nueces County
73244,1965,34983,Zip,FL,FL,Port Saint Lucie,Port St. Lucie,Saint Lucie County
71915,1967,32304,Zip,FL,FL,Tallahassee,Tallahassee,Leon County
72354,1968,33016,Zip,FL,FL,Hialeah,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
60609,1969,7105,Zip,NJ,NJ,Newark,New York-Newark-Jersey City,Essex County
99890,1970,98584,Zip,WA,WA,Shelton,Shelton,Mason County
97810,1971,94608,Zip,CA,CA,Oakland,San Francisco-Oakland-Hayward,Alameda County
79082,1972,48227,Zip,MI,MI,Detroit,Detroit-Warren-Dearborn,Wayne County
75574,1973,40220,Zip,KY,KY,Louisville,Louisville/Jefferson County,Jefferson County
58653,1974,2139,Zip,MA,MA,Cambridge,Boston-Cambridge-Newton,Middlesex County
89712,1975,72712,Zip,AR,AR,Bentonville,Fayetteville-Springdale-Rogers,Benton County
88485,1976,70122,Zip,LA,LA,New Orleans,New Orleans-Metairie,Orleans Parish
417436,1977,85120,Zip,AZ,AZ,Apache Junction,Phoenix-Mesa-Scottsdale,Pinal County
84138,1978,59701,Zip,MT,MT,Butte,Butte-Silver Bow,Silver Bow County
78039,1979,46224,Zip,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County
84838,1980,61201,Zip,IL,IL,Rock Island,Davenport-Moline-Rock Island,Rock Island County
77216,1981,44512,Zip,OH,OH,Boardman,Youngstown-Warren-Boardman,Mahoning County
86370,1981,64133,Zip,MO,MO,Raytown,Kansas City,Jackson County
95321,1983,87144,Zip,NM,NM,Rio Rancho,Albuquerque,Sandoval County
73833,1984,36330,Zip,AL,AL,Enterprise,Enterprise,Coffee County
96594,1985,92025,Zip,CA,CA,Escondido,San Diego-Carlsbad,San Diego County
70879,1986,30102,Zip,GA,GA,Acworth,Atlanta-Sandy Springs-Roswell,Cobb County
61071,1987,8360,Zip,NJ,NJ,Vineland,Vineland-Bridgeton,Cumberland County
97317,1988,93534,Zip,CA,CA,Lancaster,Los Angeles-Long Beach-Anaheim,Los Angeles County
91852,1989,77338,Zip,TX,TX,Humble,Houston-The Woodlands-Sugar Land,Harris County
72056,1990,32547,Zip,FL,FL,Fort Walton Beach,Crestview-Fort Walton Beach-Destin,Okaloosa County
95385,1991,87505,Zip,NM,NM,Santa Fe,Santa Fe,Santa Fe County
99136,1991,97222,Zip,OR,OR,Milwaukie,Portland-Vancouver-Hillsboro,Clackamas County
71806,1991,32127,Zip,FL,FL,Port Orange,Deltona-Daytona Beach-Ormond Beach,Volusia County
94884,1994,85302,Zip,AZ,AZ,Glendale,Phoenix-Mesa-Scottsdale,Maricopa County
63633,1994,14612,Zip,NY,NY,Town of Greece,Rochester,Monroe County
60909,1996,8012,Zip,NJ,NJ,Blackwood,Philadelphia-Camden-Wilmington,Camden County
88443,1997,70056,Zip,LA,LA,Gretna,New Orleans-Metairie,Jefferson Parish
94805,1998,85210,Zip,AZ,AZ,Mesa,Phoenix-Mesa-Scottsdale,Maricopa County
96858,1999,92395,Zip,CA,CA,Victorville,Riverside-San Bernardino-Ontario,San Bernardino County
85932,2000,63114,Zip,MO,MO,Overland,St. Louis,Saint Louis County
70498,2000,29466,Zip,SC,SC,Mount Pleasant,Charleston-North Charleston,Charleston County
88481,2000,70117,Zip,LA,LA,New Orleans,New Orleans-Metairie,Orleans Parish
90676,2003,75081,Zip,TX,TX,Richardson,Dallas-Fort Worth-Arlington,Dallas County
79121,2004,48310,Zip,MI,MI,Sterling Heights,Detroit-Warren-Dearborn,Macomb County
96623,2005,92069,Zip,CA,CA,San Marcos,San Diego-Carlsbad,San Diego County
72028,2006,32506,Zip,FL,FL,Pensacola,Pensacola-Ferry Pass-Brent,Escambia County
90671,2007,75075,Zip,TX,TX,Plano,Dallas-Fort Worth-Arlington,Collin County
99760,2008,98374,Zip,WA,WA,South Hill,Seattle-Tacoma-Bellevue,Pierce County
82220,2009,55369,Zip,MN,MN,Maple Grove,Minneapolis-St. Paul-Bloomington,Hennepin County
96351,2010,91320,Zip,CA,CA,Thousand Oaks,Oxnard-Thousand Oaks-Ventura,Ventura County
96010,2011,90029,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
59405,2012,4240,Zip,ME,ME,Lewiston,Lewiston-Auburn,Androscoggin County
58226,2013,1040,Zip,MA,MA,Holyoke,Springfield,Hampden County
71325,2014,30815,Zip,GA,GA,Augusta,Augusta-Richmond County,Richmond County
71141,2015,30458,Zip,GA,GA,Statesboro,Statesboro,Bulloch County
62047,2016,11237,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County
94998,2016,85614,Zip,AZ,AZ,Green Valley,Tucson,Pima County
85535,2018,62521,Zip,IL,IL,Decatur,Decatur,Macon County
99143,2019,97230,Zip,OR,OR,Portland,Portland-Vancouver-Hillsboro,Multnomah County
97704,2020,94404,Zip,CA,CA,Foster City,San Francisco-Oakland-Hayward,San Mateo County
91709,2020,77060,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
91339,2022,76262,Zip,TX,TX,Roanoke,Dallas-Fort Worth-Arlington,Denton County
98482,2023,95928,Zip,CA,CA,Chico,Chico,Butte County
78022,2023,46203,Zip,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County
92288,2025,78154,Zip,TX,TX,Schertz,San Antonio-New Braunfels,Guadalupe County
82182,2026,55330,Zip,MN,MN,Elk River,Minneapolis-St. Paul-Bloomington,Sherburne County
66632,2027,20785,Zip,MD,MD,Greater Landover,Washington-Arlington-Alexandria,Prince Georges County
73004,2028,34110,Zip,FL,FL,Naples,Naples-Immokalee-Marco Island,Collier County
81253,2029,53154,Zip,WI,WI,Oak Creek,Milwaukee-Waukesha-West Allis,Milwaukee County
97228,2030,93313,Zip,CA,CA,Bakersfield,Bakersfield,Kern County
96046,2030,90065,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
96451,2032,91606,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
67606,2033,23231,Zip,VA,VA,Henrico,Richmond,Henrico County
98890,2034,96753,Zip,HI,HI,Kihei,Kahului-Wailuku-Lahaina,Maui County
91292,2035,76180,Zip,TX,TX,North Richland Hills,Dallas-Fort Worth-Arlington,Tarrant County
91264,2036,76119,Zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County
85993,2037,63304,Zip,MO,MO,Weldon Spring,St. Louis,Saint Charles County
72458,2038,33155,Zip,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
63937,2039,15206,Zip,PA,PA,Pittsburgh,Pittsburgh,Allegheny County
58106,2040,791,Zip,NM,NM,Humacao,Las Vegas,San Miguel County
96915,2041,92557,Zip,CA,CA,Moreno Valley,Riverside-San Bernardino-Ontario,Riverside County
