geo_id,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,armed_forces,civilian_labor_force,employed_pop,unemployed_pop,not_in_labor_force,pop_16_over,pop_in_labor_force,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,pop_15_and_over,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,do_date
29043,10127,21882,1994,927,688,739,608,220,657,1447,641,897,317,85432,41237,44195,38.4,,,,,,,,,,32009,59161,28282,34223,2214,,,566,24.3,24868,369,16918,,,,,,,,,,3049,5447,6709,4993,8673,2519,970470,1041,1703,997,1571,1125,1738,1574,1405,1415,3672,3576,4894,2714,2559,908,1117,707,114900,161800,239700,18490,32009,7141,27647,1122,1220,1122,450,445,175,139,1903,978,1126,207,2495,2736,3183,2059,1618,685,209,1151,2422,2738,2147,3156,2791,2543,2889,1246,1320,641,774,2249,751,1016,418,3078,2536,3340,2260,863,1129,316,1003,2936,2846,2453,3021,2817,2651,3133,1350,1164,922,1678,1634,1423,805,837,,,,,2054,2112,1291,449,351,6904,0,41715,40848,867,24878,66593,41715,,,,,,,5181,4933,12279,14871,21687,3184,,,,,,,,677,2715,3308,11386,2226,456,3904,2093,1706,5626,3381,1772,1598,0,3150,0.4025,5484,623,18206,2311,4109,5226,5554,24091,5345,4246,899,2667,983,47,351,3949,1893,10789,104,15454,398,535,976,15454,3928,4443,10926,6097,8000,15147,5177,43623,84557,,82091,9070,10926,16556,,,,5275,12279,15734,3507,3868,7774,56771,,,,,,,,,,,,,,,,2017
47187,15422,62090,1997,1447,2723,638,1126,1559,2470,1025,2745,438,490,226257,109726,116531,38.6,,,,,,,,,,77512,105622,49429,81767,4255,,,1311,28.9,62851,1976,46277,18191,16117,9137,6548,432,0,2074,921,921,15271,12429,11187,8200,16025,11303,2701955,865,1425,1691,1686,1485,1569,2186,2769,1913,3756,6517,9812,9249,6941,10732,14916,1438,328900,451400,644600,53754,77512,14661,65246,4374,813,1072,2887,2870,1878,1608,1019,9448,6222,860,7206,9162,8786,5588,3453,1436,757,3138,4762,5704,8297,7423,8602,8210,8168,2268,3425,3158,2666,2829,2008,1785,895,7303,8492,9794,5913,2568,841,1203,3370,4952,6664,7830,9019,9116,8929,7215,2631,4557,2782,3840,3210,2616,2188,1498,201922,9027,277,9301,8753,4348,5321,6405,985,13038,213,118762,115678,3084,53186,172161,118975,661,237,,,582,381,14868,12588,53174,74694,62244,6389,,,,,,26531,8488,380,13858,5883,26683,9153,2088,7480,5895,3697,15827,17696,3087,3951,111,6559,0.4301,35251,412,19962,1997,13132,13663,15749,63297,8796,6842,1660,10390,7799,807,741,3743,5533,30673,21,59359,1377,1627,9312,59359,5716,6245,28103,16255,13910,39933,15483,117772,225593,223906,217373,7302,28103,32018,,,,8270,53174,16821,5594,24742,18154,147247,,,,,,,,,,,,,,,,2017
17037,14615,23709,1976,1508,3898,1279,1124,1635,1639,1914,1641,2145,580,104733,50737,53996,31.2,,,,,,,,,,38324,59942,27973,41205,2881,549,593,747,30,,,13846,7229,5109,2669,2321,119,0,2120,440,419,8279,5363,4156,2001,3445,5322,1219340,3126,1796,1400,1749,1464,1522,1462,1425,1717,3514,3751,5367,3510,2715,2182,1624,846,129900,169800,237100,17807,38324,17363,23742,4337,1071,2690,2707,2354,1662,2027,615,492,414,1538,2701,3079,3020,2163,2583,1836,1172,3592,4284,3870,3560,2399,2783,2747,2896,663,1769,908,1329,1346,1087,398,552,3398,3324,3230,1763,2610,1174,1804,4361,4256,3164,3091,2912,2814,2847,3201,1403,1612,1609,652,1748,1321,722,980,87726,8835,93,1708,8180,1716,2068,4134,892,6754,0,55371,52061,3310,29416,84787,55371,,,163,64,428,186,4907,5061,11464,14309,22678,4840,,,,,,10104,6818,1311,5838,2846,12165,2267,1176,4911,2236,2334,7406,4410,3225,1936,57,2703,0.4325,6847,4090,17465,4756,4986,4339,5459,34148,13975,5536,653,1633,1430,510,987,3483,2162,10858,0,15059,1122,2211,5607,15059,4339,6895,14387,11381,12454,14582,6374,50271,100692,103592,101418,14914,14387,21611,,,,6558,11464,14606,6063,5500,8990,62923,,,,,,,,,,,,,,,,2017
05125,13169,31251,1995,878,1389,458,800,801,576,1515,1115,971,962,119323,59762,59561,38.9,,,,,,,,,,44420,59633,30378,48885,4465,,,644,24.1,34955,0,21769,8592,5252,3663,1274,197,118,3340,946,946,6552,5683,8212,5980,10450,4682,1472480,1568,1696,1664,1385,1935,3363,1406,2448,1874,4928,5398,5774,4357,2935,2050,1639,835,110900,154100,231600,24419,44420,9465,36765,78,444,468,564,2166,262,126,8005,2623,2888,1282,3519,4084,4742,2791,1588,570,798,1563,3467,4441,4622,2915,3587,4133,3843,1524,1803,1691,1440,3040,1579,1341,681,3508,3946,3399,1975,922,511,789,2132,4100,3700,4087,4510,3492,3863,3710,1904,2328,1251,1564,3436,1993,1171,1270,104856,8837,148,1505,4718,2008,3371,2712,429,10326,140,59759,57067,2692,35149,95048,59899,,,456,404,,,6776,6583,13658,16824,27964,5292,,,,,,17454,2644,437,4594,3542,15191,4180,1882,3258,3416,3275,7351,4965,3060,1916,0,4007,0.4119,7526,1287,24894,2442,6319,6554,5761,30337,6341,6720,1585,2440,903,178,953,5059,3772,14890,0,20503,562,1663,1733,20503,5380,6221,15650,9313,11099,20350,7301,62029,118174,118368,116126,7831,15650,29688,,,,8874,13658,21645,5652,4958,15162,82486,,,,,,,,,,,,,,,,2017
18163,32100,45074,1966,1362,7410,2497,1632,1644,1863,3346,2177,2872,1062,181616,87892,93724,37.5,,,,,,,,,1181,77174,46681,28697,84328,7154,,,595,32.8,51309,75,33554,12207,6672,4320,2061,77,214,5535,1770,1770,16094,19197,13724,3658,8080,2331,1556680,5564,5145,5638,5459,4335,4087,3939,3132,3228,5731,7873,8518,4766,4068,2264,3427,732,79200,131700,194400,33013,77174,25865,59615,1909,2703,4803,4050,5064,2107,2188,1889,847,1871,7921,5882,6087,5014,2689,2434,1016,1220,3971,6558,6918,5642,4997,4831,5503,5863,3118,3418,2025,2777,3244,1674,1850,1161,5127,5319,5647,3210,3080,1509,1415,3674,6792,6499,5525,4667,5336,5828,7282,3215,2695,2485,2988,3550,3122,1751,3008,154153,16746,372,2963,10576,1241,1260,1751,1000,14304,0,88851,85157,3694,57937,146788,88851,,,630,863,,,9215,11098,23880,29269,38975,10142,1032,76876,6361,0,70515,18870,15474,511,10916,4843,18926,4508,1408,12121,3826,2141,9389,8696,5928,1944,75,5292,0.4877,12535,6663,33421,8469,9589,8022,8101,43022,10778,12553,1698,4495,2143,857,1502,7134,4904,22733,0,30407,1972,5808,4479,30407,6569,12967,18182,17032,27205,27610,11259,94687,174176,179370,174424,32122,18182,41933,1572,2169,83524,13554,23880,29411,8653,8124,19726,124322,,,,,,,,,,,,,,,,2017
55063,19579,28125,1975,782,3326,1607,625,1479,2514,2857,3339,1587,937,118274,57608,60666,36.6,,,,,,,,,,47704,57033,30886,50259,2555,734,251,701,25.8,28651,128,17684,6452,4698,3371,1165,162,0,1754,652,514,11961,11927,9987,3313,5705,2162,1097020,2122,2203,2269,2107,1513,2546,1935,3343,2258,4987,4922,7381,4166,1695,2050,2207,813,128300,172600,249800,21487,47704,19053,30568,3855,3140,1898,2474,2171,1937,2477,1716,1262,1431,2018,2945,3278,3772,2123,2074,1672,2073,3020,3806,3954,3919,2857,3260,3368,3429,1289,2561,1464,1697,1837,1200,1046,964,2795,2579,4115,1956,3008,2051,2008,2961,3801,3132,4177,2758,3281,3485,4058,1555,2522,1358,1925,2245,2183,606,2107,107761,2148,210,5338,10932,919,1095,1045,203,11003,135,64800,63440,1360,32467,97402,64935,,,,,,,6363,6914,16682,19402,23563,4776,415,56745,4281,0,52464,13420,7752,1167,4920,3234,17135,4151,1103,8107,2128,2523,9713,4675,2385,2199,75,3537,0.437,7423,5146,20730,4428,5729,6398,4983,34392,13515,5194,1599,3145,939,168,341,4422,3293,13907,57,22668,1868,3546,1146,22668,4496,8868,16014,11394,14041,19224,7356,57212,113369,117083,114522,13961,16014,25815,2296,2210,63030,10312,16682,18911,5219,5386,10284,75844,,,,,,,,,,,,,,,,2017
36063,32543,56116,1954,1633,4459,2908,1169,2273,2815,2171,3694,2915,1258,211328,103341,107987,43,,,,,,,,,,88659,54743,30026,100444,11785,3824,4553,554,28.2,63364,32,38357,12192,7510,5578,1762,170,0,4682,978,803,16150,13792,13633,10436,14702,6251,2307720,5131,3948,4772,5156,4627,3813,5119,4013,3267,8206,9101,10969,8352,4849,4744,2592,690,83500,124900,197200,40931,88659,25295,72816,2000,8194,5344,3388,2321,1148,1809,3424,314,1586,7700,5625,5373,6954,3969,2412,1163,1120,4560,6576,6154,6371,5236,6885,7338,8279,4357,4004,2312,3028,5150,2851,1914,1710,4972,6542,5441,3561,2577,1429,1300,3326,6818,6651,5983,5784,6487,8164,8401,4238,4281,1991,3813,5757,4110,2112,4249,185351,16271,2697,1850,9172,3928,3744,2805,983,25074,120,107804,102506,5298,66131,174055,107924,,,695,956,448,283,12596,14821,20065,30184,42437,12348,356,94208,6020,0,88188,15879,4537,1013,10799,5511,26684,6986,699,13826,3457,4206,13403,7874,5090,2958,266,5026,0.4332,16834,3891,50467,11685,9036,9751,11470,46339,8759,13170,4071,3968,2107,606,1903,11833,6375,30863,146,36361,3174,8257,3651,36361,7714,13738,27355,17338,30525,34497,10354,112007,207464,209601,205140,25144,27355,50468,1943,3116,101197,19624,20065,41657,11332,13198,19512,151004,,,,,,,,,,,,,,,,2017
33009,12992,20680,1978,997,1398,1362,623,1349,1021,1321,733,1028,462,89386,44080,45306,43.4,,,,,,,,,,33672,64420,35287,52881,19209,984,764,824,30.3,23378,443,14402,3900,3019,1856,1104,59,0,881,497,497,6386,6622,5686,2421,4004,2182,924740,1315,1587,1386,1948,1533,1523,2239,1150,695,2622,3187,4796,3436,1923,2032,2300,899,153900,217300,332300,17824,33672,10294,33618,6267,1748,3286,2782,759,781,719,2862,827,1265,1917,1673,2243,2108,1326,2249,596,722,2642,2612,2954,2300,1834,2771,3118,3810,1441,1379,1635,1432,1980,1149,1454,652,1897,1498,2581,1566,1756,369,1218,2043,2658,2622,1829,2789,2924,3027,3325,1750,1888,1113,1711,2606,1237,1313,1586,82723,1114,169,3614,5568,1178,1006,992,1330,6621,15,47301,45011,2290,29181,76497,47316,,,,,,,5065,6465,14492,20399,14892,1876,583,35279,3840,23,31439,10379,2652,1685,4598,3055,15316,2275,705,3619,2468,1610,4774,3497,886,523,0,1858,0.4727,11910,6881,16774,2458,3147,3927,3357,21625,7656,3786,775,2749,2262,391,408,3915,2019,12519,116,18311,739,2035,4029,18311,5300,3504,9259,8637,11451,13180,5148,45031,82719,88958,87318,7736,9259,15937,2731,2785,43894,5339,14492,13584,4112,7412,6486,62899,,,,,,,,,,,,,,,,2017
17113,25595,39551,1979,3400,4752,2227,895,667,1366,2766,2523,2070,1914,172290,83176,89114,33.4,,,,,,,,,,65146,68274,33429,72378,7232,2999,835,691,26.2,42566,64,27432,11644,8529,5108,2806,357,258,3115,427,427,18779,20262,9093,2881,4881,3802,1481665,6926,3710,2889,2119,1348,2544,2148,1974,1740,4628,5138,9200,6138,4923,5464,4257,802,122000,167200,237800,31600,65146,22580,46301,2925,2136,4267,4073,5408,3115,2280,1873,842,2364,3434,4592,5025,5643,3269,3910,2265,3878,4053,5583,5261,5452,5159,5146,4775,5051,1628,2635,2139,2038,2223,1185,1308,958,5281,5300,5247,3143,4341,2902,3353,5461,5741,5441,5581,4318,5137,5255,4795,2292,3195,2208,1846,2671,1817,1221,2568,145215,14081,481,9441,14020,1295,1518,1614,826,11079,0,90973,88398,2575,47782,138755,90973,474,189,880,473,,,8107,8400,33412,39421,37500,8661,925,78194,5882,82,72312,14963,7417,1055,7876,4062,21561,17675,1441,5505,3559,2586,9678,7630,4003,1767,0,2651,0.486,14027,7029,25490,6115,7869,8715,8612,55263,22266,3769,1268,5869,2597,22,531,4829,4119,19235,17,39698,1268,4342,7809,39698,4923,8527,21721,13529,22137,28093,7923,82445,164387,170669,166566,29137,21721,27929,2865,4207,87100,7172,33412,21364,6261,10533,14496,104627,,,,,,,,,,,,,,,,2017
34015,30105,75131,1979,1187,5045,2152,1614,2541,1680,2286,2482,799,261,292206,142384,149822,40.6,,,,,,,,,3326,105236,86496,37735,113404,8168,,,977,33.8,85189,0,59619,17006,12533,8283,3716,534,0,4473,1138,1138,13838,16306,16816,9035,19044,17449,4466840,3357,2139,3602,3110,4434,2508,4240,4086,2823,6286,8950,15571,14911,7762,11680,9777,1147,163600,222100,297000,56878,105236,20047,83479,9103,3294,2231,4760,4031,1493,3000,1959,1944,2416,4691,7061,9715,10563,6011,3985,2514,2004,4702,9748,7974,8718,9339,9374,11364,10404,4685,4778,3393,4754,3933,3889,1793,1683,7048,7748,10172,6342,3641,1238,1549,6904,8353,8719,9005,10065,11169,11047,10575,4777,6197,3043,5240,5660,5014,3020,3296,238405,30397,125,9036,10664,6625,9303,13325,5140,24751,69,158543,149220,9323,77882,236494,158612,447,509,1969,1914,1207,497,16932,16947,44594,58666,64660,13228,1310,133545,8976,1322,124569,27394,2146,835,10682,9689,41305,10509,3097,11779,6601,7245,16469,17143,7585,6281,213,8241,0.4081,24632,4146,62840,8638,14779,15497,16550,76474,17890,11668,2977,8947,4175,709,1761,14544,7492,40605,88,66548,2630,5604,4048,66548,13271,13905,35834,19662,29133,45749,16509,156291,287809,289211,284102,17864,35834,57275,1264,5912,145944,18348,44594,54366,14732,17946,24195,201009,,,,,,,,,,,,,,,,2017
