,RegionName,MsaName,year,rent_price,median_income,income_per_capita,income_200000_or_more,owner_occupied_housing_units_median_value,median_rent,million_dollar_housing_units
923,89014,"Las Vegas, NV",2014,910.3333333333334,52045.0,27282.0,367.0,164900.0,839.0,14
924,60089,"Chicago, IL",2014,1625.4166666666667,96804.0,46538.0,2265.0,295600.0,1211.0,10
925,75013,"Dallas-Fort Worth, TX",2014,1254.6666666666667,129805.0,52740.0,2937.0,311200.0,1192.0,94
926,38128,"Memphis, TN",2014,854.1666666666666,33121.0,15897.0,85.0,83100.0,590.0,29
927,75044,"Dallas-Fort Worth, TX",2014,1083.1666666666667,61428.0,29950.0,930.0,138200.0,897.0,23
928,85295,"Phoenix, AZ",2014,1130.4166666666667,87267.0,32827.0,744.0,211500.0,1126.0,13
929,77090,"Houston, TX",2014,852.2,37727.0,21624.0,263.0,137800.0,723.0,0
930,23224,"Richmond, VA",2014,874.0,32725.0,15693.0,82.0,116600.0,674.0,0
931,92027,"San Diego, CA",2014,1260.5,53473.0,20757.0,494.0,320200.0,1125.0,126
932,30228,"Atlanta, GA",2014,1043.9166666666667,54875.0,21056.0,187.0,127300.0,822.0,25
933,94566,"San Francisco, CA",2014,2428.1,120401.0,52095.0,3562.0,808300.0,1533.0,2585
934,75019,"Dallas-Fort Worth, TX",2014,1667.0833333333333,111325.0,49098.0,2732.0,291700.0,1055.0,174
935,91344,"Los Angeles-Long Beach-Anaheim, CA",2014,2186.9,77247.0,31616.0,1367.0,463900.0,1389.0,263
936,90278,"Los Angeles-Long Beach-Anaheim, CA",2014,1955.0833333333333,104934.0,48337.0,2426.0,682700.0,1573.0,460
937,70433,"New Orleans, LA",2014,1062.3333333333333,65630.0,34104.0,879.0,228800.0,788.0,149
938,96734,"Urban Honolulu, HI",2014,2321.1666666666665,93892.0,38998.0,2216.0,820500.0,2001.0,2378
939,46254,"Indianapolis, IN",2014,1051.4166666666667,41467.0,21051.0,224.0,114300.0,619.0,23
940,92691,"Los Angeles-Long Beach-Anaheim, CA",2014,2010.0,93713.0,37972.0,1876.0,545800.0,1806.0,115
941,60609,"Chicago, IL",2014,1207.5,32379.0,14630.0,139.0,163700.0,620.0,1
942,32907,"Melbourne, FL",2014,932.1666666666666,47962.0,22075.0,194.0,104600.0,853.0,23
943,06484,"Stamford, CT",2014,1407.909090909091,88369.0,41189.0,1392.0,348200.0,942.0,87
944,21702,"Washington, DC",2014,1260.2727272727273,72579.0,35057.0,886.0,264300.0,1131.0,40
945,11205,"New York, NY",2014,2409.5833333333335,47050.0,26331.0,977.0,621400.0,1088.0,873
946,60062,"Chicago, IL",2014,1813.111111111111,102594.0,54738.0,3154.0,497000.0,1545.0,643
947,98102,"Seattle, WA",2014,1517.0,68109.0,60306.0,1214.0,417800.0,1142.0,580
948,06606,"Stamford, CT",2014,1515.111111111111,51823.0,23742.0,493.0,186500.0,942.0,44
949,92116,"San Diego, CA",2014,1300.8181818181818,54966.0,37428.0,769.0,471100.0,1054.0,216
950,53211,"Milwaukee, WI",2014,1070.0,53482.0,36492.0,1197.0,293900.0,836.0,163
951,44134,"Cleveland, OH",2014,840.75,50215.0,25302.0,115.0,112400.0,659.0,24
952,30813,"Augusta, GA",2014,1094.1666666666667,61267.0,22818.0,210.0,155200.0,863.0,0
953,44120,"Cleveland, OH",2014,694.0909090909091,29648.0,27127.0,779.0,98300.0,570.0,43
954,92504,"Riverside, CA",2014,1381.9166666666667,57052.0,22437.0,619.0,226900.0,993.0,79
955,85208,"Phoenix, AZ",2014,1071.5,44455.0,22537.0,103.0,106400.0,862.0,57
956,93010,"Ventura, CA",2014,1766.1,86505.0,39054.0,1527.0,474400.0,1417.0,650
957,32073,"Jacksonville, FL",2014,998.25,55642.0,27393.0,537.0,146100.0,776.0,0
958,01801,"Boston, MA",2014,1611.111111111111,79034.0,36021.0,761.0,365500.0,1189.0,21
959,95037,"San Jose, CA",2014,2174.125,95435.0,42416.0,2625.0,614600.0,1493.0,1078
960,85021,"Phoenix, AZ",2014,774.0,37445.0,25563.0,779.0,183400.0,630.0,127
961,08817,"New York, NY",2014,1442.888888888889,84510.0,33962.0,984.0,305300.0,1308.0,18
962,90703,"Los Angeles-Long Beach-Anaheim, CA",2014,2248.4545454545455,90613.0,35174.0,1710.0,595400.0,1858.0,228
963,23228,"Richmond, VA",2014,1038.0,44628.0,24675.0,170.0,166700.0,843.0,6
964,49504,"Grand Rapids, MI",2014,771.3333333333334,40769.0,22397.0,248.0,107700.0,591.0,37
965,75165,"Dallas-Fort Worth, TX",2014,1061.5555555555557,57775.0,25371.0,518.0,137800.0,750.0,24
966,19121,"Philadelphia, PA",2014,1371.0833333333333,16500.0,11586.0,23.0,87000.0,523.0,12
967,97030,"Portland, OR",2014,915.1666666666666,42404.0,21889.0,158.0,198700.0,784.0,17
968,10040,"New York, NY",2014,1699.3333333333333,46944.0,24468.0,578.0,357200.0,1045.0,50
969,02127,"Boston, MA",2014,2328.4166666666665,72472.0,46824.0,1595.0,415600.0,1117.0,93
970,32712,"Orlando, FL",2014,1312.1666666666667,60139.0,27108.0,658.0,172800.0,865.0,112
971,30120,"Atlanta, GA",2014,992.9090909090909,45619.0,21961.0,253.0,135700.0,582.0,25
972,97219,"Portland, OR",2014,1095.2727272727273,77598.0,43795.0,1527.0,344100.0,875.0,339
973,33417,"Miami-Fort Lauderdale, FL",2014,1141.9166666666667,30330.0,19144.0,76.0,64600.0,800.0,2
974,10001,"New York, NY",2014,3820.0833333333335,81445.0,77512.0,2290.0,597600.0,1786.0,1067
975,77004,"Houston, TX",2014,1627.9,46059.0,31586.0,1149.0,207800.0,692.0,45
976,34231,"North Port-Sarasota-Bradenton, FL",2014,1254.2727272727273,46481.0,33738.0,575.0,160800.0,894.0,223
977,33134,"Miami-Fort Lauderdale, FL",2014,1833.4166666666667,53841.0,38062.0,1795.0,363300.0,1031.0,731
978,80022,"Denver, CO",2014,1367.3333333333333,57451.0,21169.0,381.0,164900.0,771.0,31
979,40291,"Louisville-Jefferson County, KY",2014,735.5714285714286,62928.0,29329.0,331.0,164400.0,706.0,52
980,77064,"Houston, TX",2014,1098.5555555555557,64234.0,27984.0,649.0,132200.0,902.0,23
981,92009,"San Diego, CA",2014,2306.5833333333335,102212.0,47487.0,3161.0,664300.0,1735.0,1028
982,48188,"Detroit, MI",2014,1495.111111111111,90099.0,35361.0,1183.0,197400.0,951.0,69
983,95376,"Stockton, CA",2014,1391.4166666666667,62262.0,23806.0,392.0,231000.0,1146.0,38
984,78227,"San Antonio, TX",2014,953.0833333333334,37763.0,14130.0,41.0,78300.0,645.0,0
985,85202,"Phoenix, AZ",2014,746.1666666666666,41513.0,22892.0,122.0,152600.0,693.0,21
986,92672,"Los Angeles-Long Beach-Anaheim, CA",2014,1974.5,75411.0,43925.0,1654.0,721800.0,1574.0,1594
987,78744,"Austin, TX",2014,1022.75,41331.0,16617.0,124.0,107200.0,780.0,0
988,85712,"Tucson, AZ",2014,660.5,32109.0,22564.0,227.0,141700.0,640.0,24
989,55117,"Minneapolis-St Paul, MN",2014,1110.3636363636363,45660.0,23421.0,361.0,170200.0,741.0,11
990,91745,"Los Angeles-Long Beach-Anaheim, CA",2014,1590.9166666666667,76447.0,28596.0,1152.0,467800.0,1509.0,248
991,21701,"Washington, DC",2014,1229.0,74239.0,37483.0,967.0,276700.0,1032.0,68
992,30039,"Atlanta, GA",2014,1106.9166666666667,56791.0,23581.0,277.0,136000.0,1005.0,0
993,85296,"Phoenix, AZ",2014,1233.3333333333333,84714.0,30647.0,825.0,223500.0,1155.0,17
994,94601,"San Francisco, CA",2014,1174.75,39601.0,16405.0,151.0,262300.0,915.0,17
995,60645,"Chicago, IL",2014,1050.0833333333333,48877.0,25728.0,547.0,235700.0,901.0,81
996,92054,"San Diego, CA",2014,1548.5,50568.0,25453.0,529.0,406400.0,1178.0,225
997,60654,"Chicago, IL",2014,2479.9166666666665,92106.0,94773.0,2219.0,389300.0,1850.0,230
998,30680,"Atlanta, GA",2014,987.1111111111111,51559.0,20915.0,102.0,125400.0,685.0,38
999,33196,"Miami-Fort Lauderdale, FL",2014,1445.5833333333333,65727.0,24049.0,523.0,231100.0,1225.0,11
1000,20747,"Washington, DC",2014,1171.1666666666667,60389.0,28679.0,184.0,202500.0,1061.0,16
1001,33461,"Miami-Fort Lauderdale, FL",2014,1107.5833333333333,33305.0,15908.0,78.0,87700.0,834.0,44
1002,94610,"San Francisco, CA",2014,1868.111111111111,73850.0,58836.0,2149.0,690300.0,1216.0,1271
1003,01902,"Boston, MA",2014,1148.4285714285713,37786.0,20207.0,347.0,233600.0,842.0,18
1004,60067,"Chicago, IL",2014,1334.6666666666667,88349.0,48199.0,2189.0,342500.0,1087.0,36
1005,19130,"Philadelphia, PA",2014,1595.4166666666667,66994.0,46820.0,1055.0,344300.0,1077.0,54
1006,50266,"Des Moines, IA",2014,1208.125,72272.0,43766.0,956.0,207300.0,848.0,0
1007,19808,"Philadelphia, PA",2014,1270.4444444444443,70580.0,35114.0,903.0,246400.0,849.0,55
1008,94025,"San Francisco, CA",2014,3264.3636363636365,119095.0,69787.0,4590.0,1000001.0,1770.0,5669
1009,76107,"Dallas-Fort Worth, TX",2014,1154.4545454545455,55490.0,44240.0,1017.0,220300.0,722.0,338
1010,92688,"Los Angeles-Long Beach-Anaheim, CA",2014,1812.9166666666667,100694.0,40445.0,1738.0,491400.0,1576.0,118
1011,18042,"Allentown, PA",2014,947.9090909090909,47891.0,23957.0,394.0,149900.0,779.0,85
1012,28054,"Charlotte, NC",2014,1005.4545454545455,38139.0,21347.0,141.0,124800.0,573.0,9
1013,27127,"Winston-Salem, NC",2014,1001.0833333333334,46496.0,23326.0,163.0,129700.0,628.0,86
1014,53214,"Milwaukee, WI",2014,955.6,42209.0,23031.0,53.0,135800.0,679.0,8
1015,85249,"Phoenix, AZ",2014,1383.5,99910.0,36962.0,1300.0,300100.0,1316.0,42
1016,55379,"Minneapolis-St Paul, MN",2014,1286.8333333333333,79174.0,32096.0,846.0,215900.0,960.0,49
1017,28212,"Charlotte, NC",2014,909.4166666666666,33790.0,16955.0,104.0,113900.0,644.0,0
1018,30115,"Atlanta, GA",2014,1213.1666666666667,70383.0,28950.0,685.0,213900.0,857.0,35
1019,32955,"Melbourne, FL",2014,1126.1666666666667,62112.0,31484.0,693.0,160700.0,846.0,65
1020,63368,"St. Louis, MO",2014,1233.5833333333333,85722.0,35454.0,1203.0,214300.0,1022.0,16
1021,60651,"Chicago, IL",2014,1065.1,32494.0,15273.0,194.0,165900.0,737.0,0
1022,44122,"Cleveland, OH",2014,1778.9,74681.0,48767.0,2158.0,224900.0,966.0,72
1023,60193,"Chicago, IL",2014,1305.6,75893.0,35196.0,867.0,253500.0,1096.0,85
1024,33410,"Miami-Fort Lauderdale, FL",2014,1455.1666666666667,60805.0,43465.0,1344.0,255200.0,1197.0,686
1025,46037,"Indianapolis, IN",2014,1297.75,98109.0,39053.0,1411.0,254600.0,1014.0,104
1026,21236,"Baltimore, MD",2014,1379.75,69631.0,34253.0,634.0,235800.0,995.0,43
1027,34207,"North Port-Sarasota-Bradenton, FL",2014,764.25,35050.0,19821.0,86.0,61400.0,690.0,95
1028,92833,"Los Angeles-Long Beach-Anaheim, CA",2014,1983.8181818181818,67019.0,26892.0,1060.0,467100.0,1324.0,283
1029,92064,"San Diego, CA",2014,2008.6,96297.0,40680.0,2141.0,502200.0,1402.0,1404
1030,43017,"Columbus, OH",2014,1093.4,96795.0,48969.0,2521.0,302500.0,855.0,95
1031,78006,"San Antonio, TX",2014,1037.6666666666667,72603.0,39703.0,1222.0,279200.0,880.0,570
1032,28115,"Charlotte, NC",2014,1149.25,54890.0,25802.0,315.0,170700.0,628.0,52
1033,92127,"San Diego, CA",2014,2089.0,123459.0,50305.0,3267.0,637300.0,1707.0,1183
1034,95825,"Sacramento, CA",2014,936.1666666666666,37382.0,25370.0,259.0,209900.0,782.0,22
1035,33445,"Miami-Fort Lauderdale, FL",2014,1459.25,51835.0,32861.0,530.0,134300.0,1193.0,67
1036,55406,"Minneapolis-St Paul, MN",2014,1046.7777777777778,59464.0,33195.0,405.0,190300.0,776.0,52
1037,11435,"New York, NY",2014,1523.5,52939.0,23353.0,363.0,335600.0,1224.0,50
1038,19805,"Philadelphia, PA",2014,861.0833333333334,42578.0,21929.0,224.0,175800.0,770.0,29
1039,64055,"Kansas City, MO",2014,902.4285714285714,51056.0,27033.0,176.0,111600.0,638.0,16
1040,21093,"Baltimore, MD",2014,1735.7777777777778,86726.0,49297.0,1902.0,344900.0,1130.0,264
1041,33881,"Lakeland, FL",2014,819.7777777777778,35927.0,20078.0,181.0,81000.0,584.0,77
1042,30126,"Atlanta, GA",2014,1247.0,66525.0,33503.0,1384.0,175500.0,733.0,14
1043,85286,"Phoenix, AZ",2014,1274.3333333333333,90451.0,35554.0,1190.0,281000.0,1123.0,103
1044,91765,"Los Angeles-Long Beach-Anaheim, CA",2014,1901.6666666666667,90966.0,34904.0,1578.0,539000.0,1730.0,742
1045,98058,"Seattle, WA",2014,1665.909090909091,81221.0,34874.0,1070.0,295500.0,1089.0,75
1046,85027,"Phoenix, AZ",2014,828.0,52137.0,26350.0,255.0,127700.0,817.0,31
1047,35216,"Birmingham, AL",2014,1149.857142857143,52695.0,36138.0,1125.0,269900.0,744.0,80
1048,29203,"Columbia, SC",2014,740.8,30333.0,17775.0,91.0,88700.0,543.0,7
1049,34761,"Orlando, FL",2014,1398.0,57459.0,24675.0,433.0,170100.0,876.0,52
1050,98223,"Seattle, WA",2014,1258.909090909091,66092.0,28522.0,382.0,255400.0,946.0,65
1051,19401,"Philadelphia, PA",2014,1027.5,46681.0,24216.0,347.0,172400.0,909.0,28
1052,32714,"Orlando, FL",2014,963.3333333333334,48026.0,25758.0,391.0,143100.0,850.0,33
1053,15221,"Pittsburgh, PA",2014,811.0,38110.0,26366.0,240.0,91600.0,576.0,0
1054,60188,"Chicago, IL",2014,1365.2222222222222,76089.0,31869.0,704.0,234200.0,909.0,13
1055,28273,"Charlotte, NC",2014,1152.8333333333333,56126.0,26005.0,186.0,147900.0,842.0,0
1056,85716,"Tucson, AZ",2014,799.9166666666666,33313.0,26303.0,334.0,171900.0,633.0,69
1057,33610,"Tampa, FL",2014,999.0,30036.0,14433.0,32.0,83000.0,736.0,0
1058,98036,"Seattle, WA",2014,1219.8,63118.0,30005.0,543.0,310900.0,887.0,15
1059,45342,"Dayton, OH",2014,935.25,52094.0,27927.0,381.0,140000.0,667.0,24
1060,33131,"Miami-Fort Lauderdale, FL",2014,2230.9166666666665,80055.0,57964.0,990.0,375900.0,1850.0,335
1061,02130,"Boston, MA",2014,2043.0,78204.0,42617.0,1382.0,409900.0,1292.0,192
1062,92660,"Los Angeles-Long Beach-Anaheim, CA",2014,3042.3333333333335,112008.0,74398.0,4108.0,1000001.0,2001.0,5620
1063,92040,"San Diego, CA",2014,1693.6,64787.0,27750.0,645.0,340100.0,1070.0,48
1064,85704,"Tucson, AZ",2014,912.0,52214.0,33557.0,582.0,234400.0,748.0,19
1065,60707,"Chicago, IL",2014,1103.0,53394.0,25896.0,527.0,218300.0,811.0,20
1066,90275,"Los Angeles-Long Beach-Anaheim, CA",2014,3252.25,120742.0,57144.0,3811.0,952900.0,2001.0,5655
1067,30134,"Atlanta, GA",2014,979.9166666666666,46357.0,21486.0,347.0,111200.0,712.0,84
1068,30038,"Atlanta, GA",2014,888.75,47025.0,23898.0,420.0,119000.0,792.0,40
1069,02128,"Boston, MA",2014,1657.0833333333333,50336.0,24159.0,365.0,294700.0,1002.0,23
1070,85226,"Phoenix, AZ",2014,1025.5,76253.0,35041.0,679.0,226700.0,959.0,69
1071,85015,"Phoenix, AZ",2014,687.75,29838.0,16092.0,93.0,108900.0,588.0,29
1072,91605,"Los Angeles-Long Beach-Anaheim, CA",2014,1485.0,43707.0,17180.0,301.0,345200.0,980.0,60
1073,02472,"Boston, MA",2014,1849.25,86522.0,45780.0,1421.0,439300.0,1382.0,67
1074,11550,"New York, NY",2014,2302.3333333333335,53935.0,22216.0,607.0,325900.0,1161.0,44
1075,60120,"Chicago, IL",2014,1253.909090909091,53031.0,20728.0,291.0,160800.0,834.0,9
1076,60025,"Chicago, IL",2014,1619.1,86417.0,46662.0,2492.0,400500.0,1083.0,660
1077,32738,"Daytona Beach, FL",2014,1010.1666666666666,47436.0,19821.0,149.0,110000.0,918.0,11
1078,33624,"Tampa, FL",2014,1149.25,62141.0,30687.0,596.0,164800.0,935.0,98
1079,38125,"Memphis, TN",2014,1103.0,65676.0,28111.0,266.0,143600.0,878.0,51
1080,10034,"New York, NY",2014,1729.1666666666667,42522.0,22776.0,258.0,358500.0,1006.0,61
1081,80205,"Denver, CO",2014,1311.7777777777778,49754.0,28476.0,436.0,248800.0,803.0,30
1082,75028,"Dallas-Fort Worth, TX",2014,1563.8333333333333,109781.0,41754.0,1921.0,239300.0,1329.0,38
1083,97217,"Portland, OR",2014,1230.75,53704.0,30247.0,409.0,269800.0,826.0,37
1084,38671,"Memphis, TN",2014,1076.4545454545455,50975.0,22403.0,253.0,114800.0,748.0,16
1085,80909,"Colorado Springs, CO",2014,684.0833333333334,38487.0,21557.0,175.0,165800.0,617.0,17
1086,84121,"Salt Lake City, UT",2014,1140.8,75361.0,37762.0,1456.0,292000.0,883.0,293
1087,85745,"Tucson, AZ",2014,954.0,47432.0,26121.0,448.0,191000.0,694.0,62
1088,95826,"Sacramento, CA",2014,1153.0,53648.0,25573.0,255.0,203500.0,848.0,16
1089,80227,"Denver, CO",2014,1090.8,57403.0,33216.0,608.0,234500.0,898.0,32
1090,80021,"Denver, CO",2014,1188.7142857142858,74039.0,35100.0,551.0,234700.0,1108.0,12
1091,48047,"Detroit, MI",2014,962.1666666666666,69706.0,31016.0,454.0,160000.0,724.0,36
1092,30316,"Atlanta, GA",2014,1102.6666666666667,46977.0,27090.0,420.0,163600.0,750.0,45
1093,32818,"Orlando, FL",2014,1099.9166666666667,39425.0,17878.0,97.0,117000.0,817.0,20
1094,33172,"Miami-Fort Lauderdale, FL",2014,1396.0,42126.0,18896.0,230.0,108100.0,1129.0,22
1095,76021,"Dallas-Fort Worth, TX",2014,1436.375,63143.0,36849.0,675.0,172800.0,727.0,35
1096,91764,"Riverside, CA",2014,1456.75,51060.0,17137.0,183.0,232500.0,1172.0,18
1097,32207,"Jacksonville, FL",2014,1031.0,38379.0,29681.0,599.0,136700.0,657.0,219
1098,33401,"Miami-Fort Lauderdale, FL",2014,1561.75,41535.0,31690.0,600.0,156800.0,921.0,158
1099,93611,"Fresno, CA",2014,1418.111111111111,77930.0,30847.0,993.0,255300.0,1165.0,36
1100,95821,"Sacramento, CA",2014,980.5454545454545,38777.0,24133.0,398.0,245300.0,732.0,43
1101,20748,"Washington, DC",2014,1296.5714285714287,63163.0,31388.0,547.0,225200.0,1103.0,16
1102,33771,"Tampa, FL",2014,856.1111111111111,36432.0,22942.0,97.0,69700.0,775.0,101
1103,80203,"Denver, CO",2014,1128.2727272727273,44393.0,42812.0,364.0,251300.0,795.0,57
1104,92584,"Riverside, CA",2014,1676.25,75928.0,25496.0,529.0,257500.0,1517.0,96
1105,30019,"Atlanta, GA",2014,1288.1666666666667,82132.0,28673.0,665.0,188500.0,1174.0,12
1106,85051,"Phoenix, AZ",2014,797.9166666666666,38389.0,18199.0,186.0,103000.0,655.0,59
1107,60540,"Chicago, IL",2014,1514.3636363636363,102623.0,46201.0,2624.0,378500.0,1165.0,436
1108,90804,"Los Angeles-Long Beach-Anaheim, CA",2014,1176.6666666666667,44629.0,21393.0,222.0,369500.0,1047.0,52
1109,38134,"Memphis, TN",2014,879.8181818181819,46061.0,21609.0,271.0,121200.0,703.0,15
1110,55119,"Minneapolis-St Paul, MN",2014,1045.0,57349.0,26342.0,329.0,156700.0,778.0,31
1111,95127,"San Jose, CA",2014,2209.625,70692.0,24848.0,1209.0,434400.0,1435.0,341
1112,91016,"Los Angeles-Long Beach-Anaheim, CA",2014,1844.3333333333333,72168.0,33588.0,1089.0,513000.0,1243.0,368
1113,95111,"San Jose, CA",2014,2121.0,57047.0,19045.0,555.0,341400.0,1202.0,31
1114,27560,"Raleigh, NC",2014,1400.9166666666667,80324.0,38830.0,691.0,256100.0,901.0,147
1115,21045,"Baltimore, MD",2014,1755.4166666666667,96075.0,40161.0,1332.0,340800.0,1288.0,14
1116,50315,"Des Moines, IA",2014,890.2857142857143,43288.0,21316.0,67.0,109900.0,664.0,0
1117,29461,"Charleston, SC",2014,1283.2857142857142,48243.0,23175.0,167.0,154000.0,595.0,46
1118,12601,"New York, NY",2014,841.75,41331.0,23316.0,505.0,224000.0,905.0,24
1119,38116,"Memphis, TN",2014,750.0,37131.0,17345.0,126.0,100600.0,565.0,6
1120,38127,"Memphis, TN",2014,634.0833333333334,25836.0,12339.0,59.0,61000.0,586.0,0
1121,80906,"Colorado Springs, CO",2014,1128.5833333333333,61406.0,37552.0,1247.0,326300.0,887.0,336
1122,21060,"Baltimore, MD",2014,1416.25,66574.0,30890.0,476.0,240100.0,970.0,93
1123,32707,"Orlando, FL",2014,1139.3,48192.0,26260.0,218.0,126800.0,805.0,59
1124,32811,"Orlando, FL",2014,909.4166666666666,33425.0,16176.0,14.0,73400.0,789.0,7
1125,30152,"Atlanta, GA",2014,1338.5833333333333,75257.0,33702.0,1238.0,208900.0,943.0,60
1126,94901,"San Francisco, CA",2014,2340.0,76909.0,44376.0,2263.0,777100.0,1318.0,1822
1127,60653,"Chicago, IL",2014,1175.8,25343.0,22162.0,433.0,227400.0,621.0,12
1128,94606,"San Francisco, CA",2014,1504.0,37288.0,21275.0,268.0,337200.0,948.0,106
1129,91913,"San Diego, CA",2014,1942.25,84741.0,28383.0,630.0,400300.0,1727.0,102
1130,33428,"Miami-Fort Lauderdale, FL",2014,1725.1666666666667,60929.0,29128.0,713.0,183200.0,1204.0,24
1131,90815,"Los Angeles-Long Beach-Anaheim, CA",2014,1452.4,79525.0,36321.0,1193.0,511700.0,1467.0,379
1132,55423,"Minneapolis-St Paul, MN",2014,1169.5454545454545,52569.0,28015.0,403.0,184700.0,774.0,31
1133,27502,"Raleigh, NC",2014,1424.8333333333333,95857.0,36763.0,1048.0,267800.0,931.0,23
1134,30213,"Atlanta, GA",2014,1214.5,51602.0,22602.0,151.0,137900.0,726.0,7
1135,89101,"Las Vegas, NV",2014,850.2,22309.0,12370.0,29.0,71500.0,573.0,0
1136,83706,"Boise City, ID",2014,867.5833333333334,45243.0,29545.0,536.0,191600.0,688.0,53
1137,34232,"North Port-Sarasota-Bradenton, FL",2014,1376.6666666666667,51763.0,27506.0,364.0,154700.0,967.0,31
1138,28208,"Charlotte, NC",2014,799.25,29183.0,14976.0,111.0,86900.0,579.0,8
1139,89128,"Las Vegas, NV",2014,888.4166666666666,52761.0,27055.0,503.0,160000.0,879.0,0
1140,97224,"Portland, OR",2014,1581.888888888889,54161.0,33269.0,724.0,291700.0,833.0,76
1141,73112,"Oklahoma City, OK",2014,843.0,39894.0,28547.0,352.0,113500.0,589.0,9
1142,33880,"Lakeland, FL",2014,841.25,40008.0,18717.0,179.0,88100.0,625.0,109
1143,33611,"Tampa, FL",2014,1208.25,54327.0,42661.0,1218.0,174200.0,880.0,182
1144,46219,"Indianapolis, IN",2014,631.5454545454545,40775.0,22090.0,175.0,96600.0,630.0,23
1145,07307,"New York, NY",2014,1427.9166666666667,53551.0,26296.0,793.0,287300.0,1015.0,5
1146,27105,"Winston-Salem, NC",2014,734.3333333333334,29938.0,15513.0,120.0,96300.0,490.0,16
1147,19082,"Philadelphia, PA",2014,1152.6666666666667,39075.0,18487.0,163.0,118100.0,769.0,0
1148,89015,"Las Vegas, NV",2014,1086.3333333333333,49570.0,23958.0,360.0,141100.0,765.0,9
1149,27704,"Durham, NC",2014,1055.3333333333333,41298.0,20834.0,124.0,142100.0,662.0,30
1150,08902,"New York, NY",2014,1646.3636363636363,80549.0,34482.0,1216.0,296500.0,1301.0,17
1151,94040,"San Jose, CA",2014,2587.6666666666665,101912.0,56284.0,3178.0,1000001.0,1630.0,2967
1152,76210,"Dallas-Fort Worth, TX",2014,1379.1666666666667,79472.0,31981.0,929.0,167400.0,952.0,59
1153,37207,"Nashville, TN",2014,888.5,31826.0,16895.0,130.0,119300.0,583.0,24
1154,85086,"Phoenix, AZ",2014,1067.5,80477.0,33448.0,1254.0,251200.0,1200.0,49
1155,30084,"Atlanta, GA",2014,1189.1666666666667,54486.0,27365.0,550.0,181500.0,761.0,69
1156,80126,"Denver, CO",2014,1994.2,114094.0,48088.0,2493.0,357300.0,1288.0,157
1157,10026,"New York, NY",2014,2634.4166666666665,47318.0,30904.0,1015.0,613000.0,817.0,716
1158,85033,"Phoenix, AZ",2014,669.4166666666666,32935.0,11106.0,49.0,71600.0,695.0,11
1159,23111,"Richmond, VA",2014,1240.4444444444443,70393.0,31177.0,437.0,230100.0,913.0,114
1160,60090,"Chicago, IL",2014,1509.0,57543.0,28219.0,552.0,178000.0,972.0,0
1161,97080,"Portland, OR",2014,1167.625,63032.0,26217.0,282.0,237300.0,832.0,43
1162,78217,"San Antonio, TX",2014,858.5833333333334,44221.0,25163.0,192.0,116100.0,683.0,15
1163,33016,"Miami-Fort Lauderdale, FL",2014,1377.6363636363637,40843.0,17398.0,394.0,128800.0,1033.0,32
1164,94608,"San Francisco, CA",2014,1916.5714285714287,55959.0,39577.0,850.0,361300.0,1279.0,75
1165,48227,"Detroit, MI",2014,694.1666666666666,29027.0,14878.0,67.0,47900.0,591.0,12
1166,40220,"Louisville-Jefferson County, KY",2014,828.0,51559.0,29923.0,439.0,160100.0,696.0,13
1167,02139,"Boston, MA",2014,2449.3333333333335,73819.0,43666.0,1704.0,506600.0,1605.0,375
1168,46224,"Indianapolis, IN",2014,696.0909090909091,30050.0,17645.0,116.0,96500.0,576.0,5
1169,64133,"Kansas City, MO",2014,874.3636363636364,47433.0,24188.0,166.0,105100.0,658.0,7
1170,87144,"Albuquerque, NM",2014,1156.4166666666667,62648.0,27421.0,461.0,182400.0,1002.0,10
1171,92025,"San Diego, CA",2014,1362.6363636363637,45433.0,22268.0,824.0,407100.0,1072.0,199
1172,30102,"Atlanta, GA",2014,1150.8333333333333,60625.0,27357.0,514.0,145700.0,742.0,0
1173,93534,"Los Angeles-Long Beach-Anaheim, CA",2014,1150.0,35600.0,17731.0,130.0,128000.0,832.0,54
1174,97222,"Portland, OR",2014,1005.6666666666666,49558.0,25857.0,191.0,226300.0,817.0,62
1175,85302,"Phoenix, AZ",2014,998.5,41574.0,20317.0,107.0,120900.0,664.0,26
1176,08012,"Philadelphia, PA",2014,1259.5,70551.0,29777.0,557.0,212800.0,944.0,63
1177,85210,"Phoenix, AZ",2014,762.0,37322.0,17395.0,90.0,120800.0,655.0,51
1178,92395,"Riverside, CA",2014,991.8333333333334,38709.0,16740.0,149.0,136800.0,830.0,81
1179,29466,"Charleston, SC",2014,1392.25,85745.0,38226.0,1034.0,339000.0,1201.0,282
1180,75081,"Dallas-Fort Worth, TX",2014,1241.1666666666667,65111.0,32788.0,474.0,164200.0,918.0,0
1181,92069,"San Diego, CA",2014,1935.7272727272727,52457.0,22035.0,449.0,376800.0,1167.0,89
1182,75075,"Dallas-Fort Worth, TX",2014,1023.1818181818181,72576.0,35830.0,823.0,184400.0,831.0,0
1183,98374,"Seattle, WA",2014,1346.5833333333333,76880.0,30650.0,424.0,239200.0,1115.0,53
1184,55369,"Minneapolis-St Paul, MN",2014,1330.9,77106.0,36607.0,564.0,211400.0,1066.0,14
1185,91320,"Ventura, CA",2014,2553.1,106365.0,46005.0,2987.0,586500.0,1828.0,938
