,RegionName,MsaName,year,rent_price,median_income,income_per_capita,income_200000_or_more,owner_occupied_housing_units_median_value,median_rent,million_dollar_housing_units
12048,94608,"San Francisco, CA",2018,2631.9166666666665,82753.0,50280.0,1869.0,555000.0,1736.0,193
12049,48227,"Detroit, MI",2018,775.4166666666666,29250.0,15106.0,88.0,45400.0,608.0,18
12050,40220,"Louisville-Jefferson County, KY",2018,933.4166666666666,62366.0,34642.0,558.0,173300.0,825.0,0
12051,02139,"Boston, MA",2018,2764.0,96771.0,50114.0,2694.0,674600.0,1912.0,770
12052,46224,"Indianapolis, IN",2018,750.0833333333334,36063.0,17860.0,111.0,105700.0,631.0,0
12053,64133,"Kansas City, MO",2018,1001.25,50681.0,26720.0,173.0,106600.0,674.0,0
12054,87144,"Albuquerque, NM",2018,1276.9166666666667,69016.0,27742.0,582.0,192200.0,1029.0,0
12055,92025,"San Diego, CA",2018,1699.0,60042.0,26004.0,1059.0,484900.0,1212.0,160
12056,30102,"Atlanta, GA",2018,1427.5,64585.0,28829.0,513.0,172100.0,865.0,29
12057,93534,"Los Angeles-Long Beach-Anaheim, CA",2018,1499.1666666666667,39906.0,18492.0,63.0,204200.0,953.0,7
12058,97222,"Portland, OR",2018,1267.1666666666667,58998.0,30396.0,463.0,281900.0,1017.0,20
12059,85302,"Phoenix, AZ",2018,1264.3333333333333,45556.0,23024.0,188.0,174400.0,781.0,13
12060,08012,"Philadelphia, PA",2018,1359.6666666666667,72597.0,33317.0,736.0,204300.0,999.0,30
12061,85210,"Phoenix, AZ",2018,968.75,40811.0,20268.0,222.0,171300.0,762.0,0
12062,92395,"Riverside, CA",2018,1249.4166666666667,47921.0,21894.0,439.0,202800.0,955.0,67
12063,29466,"Charleston, SC",2018,1636.25,103538.0,49468.0,2893.0,426500.0,1464.0,382
12064,75081,"Dallas-Fort Worth, TX",2018,1503.1666666666667,74125.0,35254.0,797.0,208600.0,1133.0,43
12065,92069,"San Diego, CA",2018,2268.25,69625.0,28023.0,1018.0,484600.0,1386.0,45
12066,75075,"Dallas-Fort Worth, TX",2018,1254.0,76610.0,39155.0,1276.0,246900.0,1101.0,15
12067,98374,"Seattle, WA",2018,1770.0833333333333,81053.0,35101.0,963.0,283800.0,1278.0,54
12068,55369,"Minneapolis-St Paul, MN",2018,1537.7272727272727,83952.0,42014.0,1051.0,239300.0,1277.0,0
12069,91320,"Ventura, CA",2018,2886.5,115102.0,50055.0,3700.0,670000.0,2104.0,1150
12070,90029,"Los Angeles-Long Beach-Anaheim, CA",2018,1864.8333333333333,39562.0,22947.0,362.0,671800.0,1081.0,179
12071,11237,"New York, NY",2018,2492.0833333333335,51413.0,24493.0,626.0,651800.0,1379.0,226
12072,94404,"San Francisco, CA",2018,3868.75,143109.0,68486.0,4666.0,1102800.0,2855.0,2589
12073,76262,"Dallas-Fort Worth, TX",2018,1534.0,114633.0,50662.0,2649.0,355400.0,1098.0,96
12074,46203,"Indianapolis, IN",2018,881.1666666666666,37598.0,20268.0,317.0,82700.0,625.0,33
12075,78154,"San Antonio, TX",2018,1395.4166666666667,77985.0,34117.0,1055.0,192700.0,1109.0,0
12076,55330,"Minneapolis-St Paul, MN",2018,1297.2727272727273,91811.0,35359.0,674.0,228600.0,892.0,0
12077,20785,"Washington, DC",2018,1699.75,69623.0,32254.0,646.0,235900.0,1281.0,16
12078,90065,"Los Angeles-Long Beach-Anaheim, CA",2018,2416.0,63147.0,31523.0,1499.0,651300.0,1133.0,438
12079,91606,"Los Angeles-Long Beach-Anaheim, CA",2018,2215.0,46397.0,24006.0,634.0,532400.0,1146.0,71
12080,76119,"Dallas-Fort Worth, TX",2018,1221.5,34985.0,14498.0,64.0,70700.0,667.0,0
12081,33155,"Miami-Fort Lauderdale, FL",2018,1966.9166666666667,63653.0,31661.0,1101.0,335900.0,1315.0,80
12082,15206,"Pittsburgh, PA",2018,1240.25,46250.0,37010.0,998.0,167300.0,796.0,40
12083,92557,"Riverside, CA",2018,1910.4166666666667,70234.0,23899.0,536.0,305200.0,1293.0,11
12084,90291,"Los Angeles-Long Beach-Anaheim, CA",2018,3388.3333333333335,91779.0,74585.0,2922.0,1521800.0,1917.0,1244
12085,80228,"Denver, CO",2018,1770.8333333333333,79203.0,42530.0,1322.0,371400.0,1199.0,82
12086,96826,"Urban Honolulu, HI",2018,1629.8333333333333,50400.0,32023.0,415.0,409200.0,1189.0,140
12087,91423,"Los Angeles-Long Beach-Anaheim, CA",2018,2404.1666666666665,83732.0,62619.0,2640.0,890300.0,1663.0,1011
12088,33133,"Miami-Fort Lauderdale, FL",2018,1975.6666666666667,63992.0,52702.0,2334.0,628600.0,1307.0,907
12089,02138,"Boston, MA",2018,2500.1666666666665,95368.0,55695.0,2799.0,823400.0,2072.0,1015
12090,90501,"Los Angeles-Long Beach-Anaheim, CA",2018,2209.25,70671.0,30183.0,1021.0,622300.0,1241.0,160
12091,99206,"Spokane, WA",2018,1138.5,56540.0,27365.0,386.0,207000.0,746.0,38
12092,89012,"Las Vegas, NV",2018,1398.9166666666667,74170.0,41998.0,1386.0,308000.0,1175.0,198
12093,20743,"Washington, DC",2018,1365.8333333333333,63550.0,30066.0,538.0,211800.0,1127.0,5
12094,85138,"Phoenix, AZ",2018,1143.9166666666667,71176.0,27641.0,344.0,190200.0,990.0,0
12095,94116,"San Francisco, CA",2018,3531.0,107619.0,55140.0,4002.0,1010000.0,1843.0,3797
12096,78723,"Austin, TX",2018,1408.25,54707.0,31940.0,835.0,300600.0,893.0,27
12097,94804,"San Francisco, CA",2018,2193.4166666666665,55903.0,27156.0,699.0,398700.0,1169.0,63
12098,77006,"Houston, TX",2018,1514.5,85000.0,72074.0,2289.0,457800.0,1289.0,108
12099,33702,"Tampa, FL",2018,1371.9166666666667,50214.0,33280.0,613.0,157600.0,841.0,49
12100,08901,"New York, NY",2018,1927.9166666666667,42185.0,14928.0,334.0,257400.0,1305.0,6
12101,28214,"Charlotte, NC",2018,1321.4166666666667,60837.0,25963.0,489.0,142100.0,868.0,17
12102,33193,"Miami-Fort Lauderdale, FL",2018,1654.6666666666667,58004.0,22525.0,401.0,260100.0,1335.0,0
12103,93619,"Fresno, CA",2018,1743.0,118010.0,46383.0,2125.0,402900.0,1686.0,347
12104,06040,"Hartford, CT",2018,1195.8333333333333,63891.0,34753.0,871.0,196400.0,967.0,10
12105,77009,"Houston, TX",2018,1671.3333333333333,53116.0,36349.0,1426.0,269400.0,736.0,227
12106,95050,"San Jose, CA",2018,2428.75,88872.0,40803.0,2104.0,881100.0,1830.0,1359
12107,21014,"Baltimore, MD",2018,1432.5,88394.0,41695.0,1419.0,312700.0,1087.0,8
12108,30338,"Atlanta, GA",2018,1473.25,101982.0,54955.0,2991.0,444900.0,1322.0,99
12109,60031,"Chicago, IL",2018,1431.3333333333333,93028.0,43384.0,1690.0,248400.0,1085.0,16
12110,34653,"Tampa, FL",2018,1064.8,40321.0,23217.0,126.0,94300.0,827.0,0
12111,20707,"Washington, DC",2018,1573.4166666666667,79754.0,39354.0,1325.0,300300.0,1379.0,0
12112,33014,"Miami-Fort Lauderdale, FL",2018,1598.9166666666667,38846.0,21530.0,459.0,243400.0,1130.0,24
12113,80204,"Denver, CO",2018,1887.6666666666667,41473.0,27253.0,601.0,300500.0,880.0,14
12114,30294,"Atlanta, GA",2018,1233.3333333333333,65446.0,27837.0,392.0,137300.0,877.0,20
12115,80247,"Denver, CO",2018,1535.6666666666667,45785.0,30438.0,287.0,181100.0,1152.0,32
12116,90292,"Los Angeles-Long Beach-Anaheim, CA",2018,3483.5,109268.0,87124.0,2764.0,944800.0,2717.0,589
12117,98087,"Seattle, WA",2018,1625.0,74236.0,32654.0,739.0,362400.0,1418.0,48
12118,33604,"Tampa, FL",2018,1050.1666666666667,40621.0,22583.0,272.0,140100.0,780.0,0
12119,98107,"Seattle, WA",2018,1880.6666666666667,93943.0,66964.0,2166.0,650900.0,1547.0,316
12120,90069,"Los Angeles-Long Beach-Anaheim, CA",2018,3063.25,92952.0,89862.0,2301.0,843500.0,1700.0,654
12121,94551,"San Francisco, CA",2018,2844.25,113305.0,46851.0,3233.0,656000.0,1801.0,1072
12122,38002,"Memphis, TN",2018,1507.75,95590.0,36411.0,1178.0,232600.0,1104.0,57
12123,40272,"Louisville-Jefferson County, KY",2018,938.6363636363636,55052.0,26415.0,369.0,121700.0,730.0,12
12124,23831,"Richmond, VA",2018,1208.0,75520.0,32977.0,515.0,225000.0,1090.0,0
12125,38018,"Memphis, TN",2018,1325.75,70204.0,33542.0,818.0,165400.0,1022.0,20
12126,60302,"Chicago, IL",2018,1368.25,87904.0,57259.0,2776.0,392800.0,973.0,176
12127,29209,"Columbia, SC",2018,1072.9166666666667,53319.0,33257.0,709.0,142400.0,742.0,48
12128,10013,"New York, NY",2018,4386.416666666667,105442.0,111109.0,4068.0,2000001.0,1486.0,256
12129,60068,"Chicago, IL",2018,1857.75,102494.0,53792.0,3065.0,427000.0,1293.0,333
12130,11231,"New York, NY",2018,2831.0833333333335,100213.0,65277.0,3876.0,1268600.0,1626.0,973
12131,89149,"Las Vegas, NV",2018,1351.25,72318.0,36157.0,1129.0,290600.0,1133.0,94
12132,94582,"San Francisco, CA",2018,3577.6666666666665,156824.0,61219.0,5406.0,1014400.0,2136.0,4118
12133,63146,"St. Louis, MO",2018,1130.5,67591.0,43354.0,1024.0,214500.0,925.0,0
12134,95757,"Sacramento, CA",2018,1959.3333333333333,101823.0,34128.0,1701.0,431000.0,1619.0,10
12135,76227,"Dallas-Fort Worth, TX",2018,1692.25,91293.0,35313.0,570.0,210900.0,1460.0,66
12136,19132,"Philadelphia, PA",2018,1013.1,20955.0,15255.0,96.0,51600.0,631.0,12
12137,08844,"New York, NY",2018,1781.0,125774.0,53530.0,3469.0,423400.0,1505.0,38
12138,11365,"New York, NY",2018,2378.090909090909,66483.0,30662.0,923.0,661800.0,1463.0,682
12139,20814,"Washington, DC",2018,2288.5,126077.0,81967.0,3759.0,759100.0,1897.0,1270
12140,30311,"Atlanta, GA",2018,1116.5,29153.0,20623.0,270.0,114300.0,635.0,0
12141,92019,"San Diego, CA",2018,2093.5,82261.0,35726.0,1517.0,497900.0,1519.0,213
12142,85035,"Phoenix, AZ",2018,764.9166666666666,41396.0,14337.0,108.0,136500.0,797.0,0
12143,33613,"Tampa, FL",2018,1035.1666666666667,32676.0,23105.0,463.0,158200.0,745.0,54
12144,78749,"Austin, TX",2018,1418.8333333333333,98953.0,48575.0,1674.0,322400.0,1266.0,0
12145,02909,"Providence, RI",2018,1358.4166666666667,35486.0,18529.0,129.0,166700.0,728.0,0
12146,90405,"Los Angeles-Long Beach-Anaheim, CA",2018,2759.8333333333335,94446.0,69183.0,2836.0,1304200.0,1643.0,1139
12147,92307,"Riverside, CA",2018,1168.6666666666667,58819.0,27852.0,726.0,244200.0,825.0,11
12148,78610,"Austin, TX",2018,1502.6666666666667,79318.0,33389.0,720.0,241500.0,1034.0,16
12149,74014,"Tulsa, OK",2018,1268.9166666666667,78604.0,31786.0,618.0,171200.0,967.0,54
12150,29063,"Columbia, SC",2018,1149.9166666666667,78983.0,34335.0,1006.0,170400.0,1028.0,60
12151,23060,"Richmond, VA",2018,1572.5,84349.0,40412.0,1377.0,279600.0,1116.0,21
12152,89032,"Las Vegas, NV",2018,1251.0833333333333,59427.0,22865.0,175.0,186700.0,968.0,0
12153,55407,"Minneapolis-St Paul, MN",2018,1384.25,59767.0,27049.0,471.0,201900.0,887.0,0
12154,29650,"Greenville, SC",2018,1327.5833333333333,74597.0,37179.0,1208.0,220800.0,916.0,21
12155,85379,"Phoenix, AZ",2018,1334.0,77495.0,26810.0,599.0,231400.0,1115.0,0
12156,63119,"St. Louis, MO",2018,1245.2727272727273,82462.0,45064.0,1634.0,235900.0,856.0,32
12157,77065,"Houston, TX",2018,1316.0,56362.0,30901.0,679.0,160700.0,965.0,0
12158,89030,"Las Vegas, NV",2018,862.5833333333334,35028.0,13874.0,52.0,113200.0,659.0,0
12159,32209,"Jacksonville, FL",2018,720.0833333333334,24664.0,14143.0,77.0,56300.0,565.0,13
12160,80221,"Denver, CO",2018,1913.3333333333333,57826.0,24856.0,331.0,247200.0,1092.0,19
12161,60074,"Chicago, IL",2018,1191.0,67954.0,32836.0,840.0,240700.0,993.0,15
12162,75069,"Dallas-Fort Worth, TX",2018,1604.4166666666667,55435.0,33168.0,1092.0,253500.0,896.0,71
12163,98056,"Seattle, WA",2018,1733.9166666666667,85178.0,45609.0,1714.0,443700.0,1316.0,174
12164,90638,"Los Angeles-Long Beach-Anaheim, CA",2018,2628.75,87429.0,32014.0,1508.0,517500.0,1514.0,122
12165,77079,"Houston, TX",2018,1398.5,100107.0,57016.0,3295.0,485800.0,1174.0,606
12166,48239,"Detroit, MI",2018,970.4166666666666,55078.0,24720.0,206.0,79300.0,847.0,24
12167,37214,"Nashville, TN",2018,1384.3333333333333,56910.0,32290.0,289.0,167600.0,958.0,0
12168,30269,"Atlanta, GA",2018,1580.75,95837.0,48317.0,2298.0,318800.0,1255.0,32
12169,91401,"Los Angeles-Long Beach-Anaheim, CA",2018,1953.4166666666667,54058.0,30819.0,1198.0,645400.0,1227.0,330
12170,92262,"Riverside, CA",2018,1805.0,49229.0,38276.0,1024.0,377300.0,907.0,220
12171,77035,"Houston, TX",2018,1107.25,43503.0,27135.0,856.0,210100.0,734.0,0
12172,92821,"Los Angeles-Long Beach-Anaheim, CA",2018,1927.75,89970.0,41089.0,1638.0,618900.0,1669.0,147
12173,10035,"New York, NY",2018,2239.75,30081.0,22799.0,396.0,592800.0,786.0,192
12174,98121,"Seattle, WA",2018,2410.9166666666665,111606.0,90936.0,2588.0,575800.0,1797.0,315
12175,21042,"Baltimore, MD",2018,1939.4166666666667,152787.0,62290.0,4861.0,585500.0,1602.0,596
12176,06106,"Hartford, CT",2018,1143.8333333333333,33076.0,18272.0,126.0,160700.0,806.0,9
12177,80112,"Denver, CO",2018,1649.1666666666667,91687.0,49905.0,1981.0,415600.0,1423.0,38
12178,89102,"Las Vegas, NV",2018,972.0,35627.0,20517.0,271.0,190000.0,724.0,35
12179,92840,"Los Angeles-Long Beach-Anaheim, CA",2018,2071.25,68233.0,24564.0,769.0,487600.0,1436.0,55
12180,20016,"Washington, DC",2018,1999.3333333333333,150997.0,91274.0,5161.0,923500.0,1889.0,2421
12181,77096,"Houston, TX",2018,1385.4166666666667,64022.0,43646.0,2031.0,345300.0,853.0,140
12182,89139,"Las Vegas, NV",2018,1356.5833333333333,75022.0,29874.0,721.0,274300.0,1222.0,0
12183,94123,"San Francisco, CA",2018,3840.4166666666665,148276.0,113535.0,4912.0,2000001.0,2289.0,635
12184,94523,"San Francisco, CA",2018,2500.8333333333335,109161.0,51967.0,2330.0,681900.0,1820.0,704
12185,55414,"Minneapolis-St Paul, MN",2018,1721.5833333333333,37111.0,21907.0,455.0,295000.0,960.0,11
12186,34205,"North Port-Sarasota-Bradenton, FL",2018,1486.0,40613.0,22725.0,163.0,126100.0,812.0,18
12187,32258,"Jacksonville, FL",2018,1351.3333333333333,80207.0,40308.0,951.0,226300.0,1258.0,0
12188,60607,"Chicago, IL",2018,2286.0833333333335,93508.0,57416.0,2304.0,376800.0,1748.0,177
12189,90266,"Los Angeles-Long Beach-Anaheim, CA",2018,4317.75,150083.0,93616.0,5258.0,1947900.0,2393.0,1774
12190,60564,"Chicago, IL",2018,1724.3333333333333,148855.0,55541.0,4334.0,453400.0,1777.0,82
12191,01760,"Boston, MA",2018,2094.1666666666665,109490.0,57945.0,3153.0,537200.0,1411.0,274
12192,30092,"Atlanta, GA",2018,1301.75,62114.0,39675.0,1475.0,332000.0,947.0,9
12193,92505,"Riverside, CA",2018,1630.5,64505.0,22465.0,533.0,330900.0,1289.0,33
12194,95691,"Sacramento, CA",2018,1633.1666666666667,73086.0,32343.0,979.0,347500.0,994.0,32
12195,91360,"Ventura, CA",2018,2719.0833333333335,95852.0,41846.0,2345.0,642000.0,1741.0,391
12196,91205,"Los Angeles-Long Beach-Anaheim, CA",2018,1772.7272727272727,43769.0,25138.0,578.0,545000.0,1253.0,126
12197,33707,"Tampa, FL",2018,1426.1666666666667,47259.0,37057.0,675.0,185800.0,903.0,186
12198,60030,"Chicago, IL",2018,1355.1666666666667,87449.0,42602.0,1583.0,212000.0,1117.0,40
12199,30180,"Atlanta, GA",2018,1307.1666666666667,61702.0,27295.0,530.0,154600.0,819.0,0
12200,92705,"Los Angeles-Long Beach-Anaheim, CA",2018,2404.0,101711.0,47269.0,3035.0,839200.0,1541.0,1782
12201,85042,"Phoenix, AZ",2018,1203.25,53824.0,23442.0,482.0,172800.0,830.0,97
12202,91604,"Los Angeles-Long Beach-Anaheim, CA",2018,2693.3333333333335,103470.0,74954.0,3739.0,1088000.0,1733.0,2043
12203,78628,"Austin, TX",2018,1388.4166666666667,88564.0,43077.0,1666.0,287500.0,961.0,54
12204,33309,"Miami-Fort Lauderdale, FL",2018,1516.5,54639.0,23300.0,353.0,170500.0,1137.0,10
12205,33135,"Miami-Fort Lauderdale, FL",2018,1559.9166666666667,27172.0,17228.0,234.0,262300.0,901.0,24
12206,92649,"Los Angeles-Long Beach-Anaheim, CA",2018,2172.8333333333335,97459.0,54453.0,2373.0,735300.0,1726.0,1181
12207,22015,"Washington, DC",2018,2347.25,133286.0,50325.0,3267.0,493500.0,1969.0,78
12208,92373,"Riverside, CA",2018,1641.6666666666667,69818.0,40954.0,1639.0,437200.0,1193.0,174
12209,97209,"Portland, OR",2018,1755.3333333333333,61070.0,60527.0,858.0,472600.0,1087.0,115
12210,01604,"Worcester, MA",2018,1250.5833333333333,53270.0,28104.0,533.0,219100.0,945.0,9
12211,30033,"Atlanta, GA",2018,1707.0833333333333,78053.0,44432.0,1729.0,288300.0,1036.0,61
12212,76131,"Dallas-Fort Worth, TX",2018,1570.3333333333333,83708.0,29433.0,643.0,173000.0,1232.0,17
12213,98198,"Seattle, WA",2018,1506.8333333333333,63284.0,32378.0,681.0,320600.0,1191.0,97
12214,40207,"Louisville-Jefferson County, KY",2018,1371.1666666666667,78750.0,54444.0,2166.0,292000.0,884.0,258
12215,21113,"Baltimore, MD",2018,1799.0833333333333,98338.0,46149.0,1432.0,317100.0,1695.0,0
12216,94303,"San Jose, CA",2018,4351.166666666667,103680.0,49065.0,3652.0,1356700.0,1778.0,988
12217,08096,"Philadelphia, PA",2018,1413.090909090909,70151.0,35280.0,946.0,191500.0,997.0,0
12218,23235,"Richmond, VA",2018,1485.0833333333333,77249.0,38851.0,902.0,225700.0,1146.0,71
12219,95843,"Sacramento, CA",2018,1587.9166666666667,78102.0,27488.0,537.0,299900.0,1304.0,0
12220,85233,"Phoenix, AZ",2018,1230.5833333333333,85419.0,37970.0,996.0,289800.0,1107.0,22
12221,85213,"Phoenix, AZ",2018,1002.5833333333334,65278.0,32755.0,1021.0,261400.0,902.0,38
12222,33710,"Tampa, FL",2018,1401.6666666666667,57815.0,30877.0,458.0,177500.0,858.0,78
12223,30344,"Atlanta, GA",2018,1017.0,40750.0,23546.0,135.0,116500.0,770.0,0
12224,90808,"Los Angeles-Long Beach-Anaheim, CA",2018,2234.8333333333335,109918.0,48646.0,2545.0,634300.0,1615.0,180
12225,78218,"San Antonio, TX",2018,1191.8333333333333,40921.0,20741.0,247.0,105100.0,753.0,0
12226,43221,"Columbus, OH",2018,1475.5,93878.0,55516.0,1875.0,275100.0,1028.0,140
12227,90403,"Los Angeles-Long Beach-Anaheim, CA",2018,3404.9166666666665,107335.0,78563.0,2692.0,1104100.0,1833.0,631
12228,18018,"Allentown, PA",2018,1293.9166666666667,55996.0,30918.0,457.0,165500.0,872.0,18
12229,92058,"San Diego, CA",2018,1961.6666666666667,46010.0,21442.0,326.0,387900.0,1818.0,44
12230,95833,"Sacramento, CA",2018,1669.8333333333333,60455.0,28981.0,815.0,261200.0,1135.0,48
12231,22031,"Washington, DC",2018,1923.3333333333333,108632.0,52874.0,2573.0,531800.0,1855.0,126
12232,77054,"Houston, TX",2018,1146.0,50665.0,33618.0,316.0,137000.0,1036.0,0
12233,23323,"Virginia Beach, VA",2018,1633.4166666666667,79270.0,32219.0,630.0,251400.0,980.0,17
12234,77304,"Houston, TX",2018,1115.0833333333333,63489.0,41485.0,1057.0,219300.0,909.0,38
12235,80209,"Denver, CO",2018,1782.75,87333.0,70844.0,2453.0,610300.0,1390.0,596
12236,34759,"Lakeland, FL",2018,1255.75,50952.0,18459.0,54.0,173100.0,1008.0,19
12237,91387,"Los Angeles-Long Beach-Anaheim, CA",2018,2314.8333333333335,90433.0,34263.0,1699.0,487800.0,1736.0,391
12238,29605,"Greenville, SC",2018,1070.9166666666667,48235.0,32550.0,1136.0,152000.0,625.0,247
12239,60103,"Chicago, IL",2018,1664.5,105862.0,39667.0,1834.0,276000.0,1488.0,25
12240,48224,"Detroit, MI",2018,767.0833333333334,32817.0,15808.0,103.0,44300.0,669.0,0
12241,98117,"Seattle, WA",2018,1977.0833333333333,111220.0,58916.0,2927.0,652500.0,1537.0,879
12242,02184,"Boston, MA",2018,2323.5,94945.0,44077.0,2060.0,436800.0,1349.0,98
12243,96707,"Urban Honolulu, HI",2018,2477.3333333333335,100739.0,33559.0,1525.0,558500.0,1835.0,232
12244,01852,"Boston, MA",2018,1567.8333333333333,54377.0,29089.0,526.0,263700.0,936.0,7
12245,46074,"Indianapolis, IN",2018,1422.75,98643.0,40872.0,1599.0,263300.0,993.0,29
12246,80128,"Denver, CO",2018,1712.6666666666667,88511.0,42543.0,1299.0,346400.0,1347.0,46
12247,03820,"Boston, MA",2018,1391.5833333333333,70691.0,38678.0,822.0,249900.0,991.0,6
12248,95129,"San Jose, CA",2018,3175.5833333333335,144333.0,60422.0,4426.0,1265100.0,2075.0,2917
12249,20109,"Washington, DC",2018,1560.75,70629.0,29548.0,800.0,266600.0,1411.0,33
12250,29708,"Charlotte, NC",2018,1658.5,110297.0,47397.0,2159.0,314600.0,1120.0,65
12251,75220,"Dallas-Fort Worth, TX",2018,1343.5,46417.0,30275.0,979.0,256400.0,745.0,135
12252,21703,"Washington, DC",2018,1684.75,83142.0,34604.0,859.0,265800.0,1345.0,24
12253,20120,"Washington, DC",2018,2006.3333333333333,122165.0,50160.0,3147.0,476800.0,1709.0,220
12254,80206,"Denver, CO",2018,1559.3333333333333,73076.0,67551.0,2062.0,600900.0,1143.0,698
12255,97214,"Portland, OR",2018,1423.0,65183.0,43395.0,1076.0,511200.0,1176.0,111
12256,98032,"Seattle, WA",2018,1564.4166666666667,59717.0,28382.0,606.0,276900.0,1090.0,39
12257,85037,"Phoenix, AZ",2018,1168.3333333333333,56370.0,18297.0,139.0,153200.0,925.0,0
12258,30189,"Atlanta, GA",2018,1554.0833333333333,87366.0,38647.0,1109.0,230700.0,1200.0,0
12259,98059,"Seattle, WA",2018,2409.1666666666665,102775.0,47067.0,2367.0,483100.0,1474.0,402
12260,92102,"San Diego, CA",2018,1695.4166666666667,47467.0,22676.0,585.0,395300.0,1162.0,180
12261,78729,"Austin, TX",2018,1242.3333333333333,76832.0,40494.0,640.0,261800.0,1086.0,0
12262,98155,"Seattle, WA",2018,1978.3333333333333,86525.0,41730.0,1412.0,463000.0,1268.0,110
12263,77056,"Houston, TX",2018,1720.5,109515.0,95339.0,2874.0,630500.0,1448.0,481
12264,75087,"Dallas-Fort Worth, TX",2018,1810.6666666666667,96789.0,39436.0,1246.0,255900.0,1257.0,0
12265,98006,"Seattle, WA",2018,2741.3333333333335,135836.0,64946.0,3881.0,812200.0,1896.0,2355
12266,01702,"Boston, MA",2018,1841.8333333333333,57186.0,30787.0,744.0,334100.0,1203.0,24
12267,60504,"Chicago, IL",2018,1525.3333333333333,81068.0,35018.0,1199.0,204300.0,1327.0,21
12268,80920,"Colorado Springs, CO",2018,1519.25,92983.0,39386.0,1532.0,309800.0,1287.0,53
12269,50265,"Des Moines, IA",2018,1378.6666666666667,70558.0,41336.0,1219.0,189400.0,800.0,24
12270,80916,"Colorado Springs, CO",2018,1283.0,47475.0,19772.0,98.0,157200.0,918.0,0
12271,89178,"Las Vegas, NV",2018,1325.0833333333333,82554.0,33219.0,727.0,277000.0,1220.0,0
12272,85718,"Tucson, AZ",2018,1203.6666666666667,85508.0,66391.0,2604.0,472700.0,826.0,514
12273,33060,"Miami-Fort Lauderdale, FL",2018,1375.4166666666667,43924.0,23660.0,483.0,238000.0,978.0,82
12274,92612,"Los Angeles-Long Beach-Anaheim, CA",2018,2514.4166666666665,79366.0,45861.0,1690.0,697700.0,2172.0,380
12275,02446,"Boston, MA",2018,2648.0833333333335,98614.0,62525.0,2576.0,843400.0,2114.0,1148
12276,93612,"Fresno, CA",2018,1200.3333333333333,42664.0,21778.0,121.0,191000.0,858.0,24
12277,85257,"Phoenix, AZ",2018,1386.9166666666667,63037.0,37297.0,643.0,249100.0,1025.0,0
12278,33756,"Tampa, FL",2018,1196.5833333333333,42241.0,30129.0,464.0,182600.0,777.0,94
12279,94583,"San Francisco, CA",2018,3143.1666666666665,146696.0,59416.0,3574.0,856300.0,2100.0,1645
12280,32812,"Orlando, FL",2018,1475.0833333333333,49611.0,31300.0,687.0,213600.0,931.0,87
12281,37203,"Nashville, TN",2018,1715.3333333333333,53214.0,43286.0,516.0,342300.0,1301.0,27
12282,34208,"North Port-Sarasota-Bradenton, FL",2018,1502.6666666666667,47139.0,22141.0,505.0,161800.0,859.0,14
12283,78108,"San Antonio, TX",2018,1547.4166666666667,94670.0,33839.0,863.0,213100.0,1442.0,55
12284,08807,"New York, NY",2018,2095.0,125700.0,53694.0,3338.0,472900.0,1535.0,112
12285,30087,"Atlanta, GA",2018,1327.5,72805.0,35192.0,1265.0,180000.0,990.0,15
12286,10075,"New York, NY",2018,2580.1666666666665,137146.0,120658.0,3339.0,1050600.0,2172.0,809
12287,27540,"Raleigh, NC",2018,1482.5833333333333,102268.0,38099.0,1618.0,278800.0,1214.0,44
12288,32250,"Jacksonville, FL",2018,1571.5833333333333,79125.0,53182.0,1650.0,343500.0,1104.0,233
12289,11590,"New York, NY",2018,2089.4,102789.0,39166.0,2540.0,442600.0,1740.0,168
12290,80226,"Denver, CO",2018,1483.5,61014.0,32995.0,442.0,309700.0,1191.0,0
12291,80031,"Denver, CO",2018,1833.0,77826.0,38473.0,997.0,315000.0,1310.0,35
12292,75038,"Dallas-Fort Worth, TX",2018,1527.9166666666667,56636.0,32009.0,516.0,248300.0,886.0,52
12293,76065,"Dallas-Fort Worth, TX",2018,1552.8333333333333,93071.0,38251.0,1183.0,222600.0,899.0,11
12294,30342,"Atlanta, GA",2018,1587.3333333333333,84458.0,73035.0,3208.0,584100.0,1148.0,643
12295,63011,"St. Louis, MO",2018,1425.4166666666667,99025.0,48286.0,2270.0,270300.0,1101.0,26
12296,60202,"Chicago, IL",2018,1503.3333333333333,77931.0,47922.0,1864.0,311100.0,1209.0,241
12297,53719,"Madison, WI",2018,1268.1818181818182,80805.0,43066.0,744.0,243900.0,1027.0,0
12298,30238,"Atlanta, GA",2018,1038.5,48880.0,20018.0,211.0,97100.0,760.0,23
12299,33905,"Fort Myers, FL",2018,1379.9166666666667,47430.0,22861.0,300.0,146000.0,795.0,15
12300,89183,"Las Vegas, NV",2018,1252.25,65491.0,30168.0,716.0,241000.0,1098.0,0
12301,85023,"Phoenix, AZ",2018,1043.6666666666667,55644.0,29416.0,839.0,212400.0,816.0,0
12302,23059,"Richmond, VA",2018,1772.0,109288.0,53727.0,3014.0,418600.0,1336.0,136
12303,30329,"Atlanta, GA",2018,1640.9166666666667,54274.0,34710.0,836.0,312700.0,1135.0,37
12304,32904,"Melbourne, FL",2018,1612.75,65074.0,32453.0,473.0,199500.0,1104.0,70
