geo_id,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,armed_forces,civilian_labor_force,employed_pop,unemployed_pop,not_in_labor_force,pop_16_over,pop_in_labor_force,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,pop_15_and_over,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,do_date
21037,12675,22272,1967,386,2577,806,605,605,1026,1294,1713,1591,409,90988,44719,46269,37.4,,,,,,,,,,34947,53323,27690,39655,4708,454,620,616,26.5,23935,90,17391,6903,3901,2500,1366,35,0,3002,883,760,4714,7351,8740,2933,5514,2998,1041990,2574,2230,1702,1655,1038,1933,1621,1589,1715,3144,2917,5546,2585,1513,1796,1389,740,104900,149600,217200,15740,34947,11012,25504,1115,2381,2474,2713,2574,973,1055,866,512,4228,12578,3305,3013,2925,1766,1287,416,456,2304,3121,3040,2410,3305,3087,3386,3118,1176,1415,1070,1149,917,1093,643,317,2734,3017,2643,1531,1365,821,839,1559,3414,3384,3193,2211,2982,3628,3411,834,1792,812,1236,1583,1368,768,1144,85423,2985,0,770,4936,1580,1447,1023,1002,6062,0,49729,45620,4109,22318,72047,49729,,,,,,,6159,5577,11086,14739,20934,5924,,,,,,,,181,4846,2785,10054,3348,1013,5990,1758,1534,5545,5068,2548,950,0,1691,0.4386,6392,3168,21236,4398,4708,4781,4188,22948,4753,5813,268,2099,1288,462,1122,4485,2458,12182,126,15787,1417,3064,1331,15787,3599,5689,13415,7130,11162,14860,4170,48907,87859,,87403,13655,13415,16480,,,,4115,11086,17550,3744,4695,8621,61007,,,,,,,,,,73351,24282,33748,807,4665,9474,2013
42111,8595,21471,1963,987,1115,482,314,633,506,848,780,558,627,76520,39347,37173,45.5,,,,,,,,,30,30066,43429,22361,37803,7737,197,274,442,26.2,23216,30,11758,3974,2697,1777,875,45,0,1277,503,503,4229,4855,4671,1767,4146,1524,741605,1628,2231,1422,2317,2149,1856,2191,1714,1268,2298,3595,3605,2030,702,733,327,652,64400,103900,163900,17221,30066,6850,26831,2939,1534,695,615,711,334,123,4021,348,2981,11094,1643,1971,2133,1366,748,459,108,1535,2242,2793,2570,2581,2815,3185,3917,794,1609,1193,1332,1326,1393,1077,557,1829,2042,2024,1248,674,99,334,1373,1886,1859,2134,2118,2473,2832,2562,1261,1884,965,1005,2090,1445,1353,1683,73228,2105,38,161,4303,639,1057,1628,824,6978,0,36487,33677,2810,27592,64079,36487,,,,,,,5683,5890,6216,7637,14256,1801,,,,,,6685,793,1626,3072,2238,8077,1412,682,3435,1963,1636,3838,2402,2066,1230,0,2249,0.4118,3522,4967,28022,3455,3366,3002,3468,13423,1837,6434,780,1232,450,254,1021,6519,2064,12320,55,9904,514,1570,323,9904,3728,5574,7689,6782,8927,11977,5343,41515,71619,75754,74359,8347,7689,12740,,,,4641,6216,25115,2805,2649,5294,56934,,,,,,,,,,64878,16246,35861,1581,5036,6026,2013
22109,10636,28313,1980,674,1053,264,184,416,1243,1126,1330,1290,318,112749,55518,57231,35.1,,,,,,,,,,38949,55148,25136,44179,5230,,,703,23,31051,167,15615,8799,5255,2351,2776,0,128,3544,908,829,9093,9368,5576,2537,6170,2756,1141035,2540,1379,2036,2460,2021,840,2461,2744,1950,2966,4756,5044,3458,1418,1069,1807,864,76800,136400,192900,20262,38949,7898,29803,625,922,1507,909,1232,567,408,8206,1047,9170,1395,3854,4014,3868,2392,1463,730,558,3135,3859,4192,3734,2247,3815,4238,2993,1796,1835,1509,1266,1786,769,843,622,3666,5418,3424,1958,994,327,619,3221,4338,4208,3268,3371,4317,3723,3939,1622,1835,1007,1409,1692,1344,747,784,81323,21676,5810,1260,5243,1188,976,1145,1991,5061,196,51533,49189,2344,35774,87503,51729,,,1330,744,,,5860,4967,7028,7432,28594,8210,,,,,,,,6189,4902,2819,8584,2625,402,4461,2793,1944,5849,3295,3218,2108,50,1570,0.4277,2266,1299,30463,4996,8048,5353,4888,25682,3385,16536,430,533,473,1827,2461,5339,3614,14677,0,11096,777,1975,2436,11096,7332,9710,12241,8810,11002,18711,5691,59330,111303,,107870,12136,12241,16815,,,,2489,7028,26888,3527,1705,10799,73108,,,,,,,,,,88505,27990,43071,1765,5306,10203,2013
42025,7733,17925,1964,799,1928,989,415,20,530,281,1029,718,54,64786,31659,33127,45,,,,,,,,,,25658,44017,23084,34275,8617,,,600,39.2,18895,305,10736,3727,2017,714,955,232,116,1710,505,505,2970,3734,3232,1590,2545,4655,729975,1548,1490,1873,1886,885,2223,1390,1968,869,2510,2448,3498,1379,573,805,313,786,87700,139000,204400,12806,25658,6763,24795,5213,1059,727,615,283,299,46,1238,74,2486,11680,1347,2262,1316,1507,561,268,308,1103,1650,1648,1744,2128,2423,2658,2482,1182,1188,465,1405,1555,1106,510,843,1605,1827,2029,1109,673,475,229,1271,1844,1648,1734,2141,2441,2498,3338,772,784,635,1206,1580,1006,783,1499,62093,1149,0,190,3331,1028,1367,1481,413,6117,0,32456,28846,3610,20962,53418,32456,,,,,,,4792,4745,,5303,13002,3947,,,,,,,,530,2179,2681,5806,1070,672,4470,1618,1507,3295,1818,1893,1307,96,1987,0.4186,,920,,2698,3496,2282,3158,12972,2434,,1160,1157,332,321,955,4463,1545,9933,0,5952,638,2145,488,5952,4014,6002,7041,5837,7891,9334,4301,34303,63656,,62704,10015,7041,,,,,4436,4396,19515,2964,1372,4367,46896,,,,,,,,,,54400,15644,26728,1251,4007,6584,2013
39025,20499,52739,1983,1142,3158,1689,1347,1255,1590,1986,3273,2365,956,200218,99170,101048,40.5,,,,,,,,,,73238,61702,28766,81394,8156,,,603,25.7,54477,232,36435,14009,9674,6954,2349,371,0,4335,839,839,9630,10599,14556,6195,17484,9972,2610490,3937,2345,3604,3243,3178,4065,3201,2881,2603,5718,9439,9900,8702,3049,4446,2927,736,106600,154700,222400,41694,73238,18761,56913,5184,529,1813,4708,6233,1147,795,4072,1738,14354,7601,5806,5802,9162,4756,2576,1167,1296,3462,5562,5896,4838,8225,7498,7673,8219,1422,3542,2455,2192,3374,1529,1451,1267,5921,6884,6821,4055,2087,1095,1175,3727,5820,5909,4725,8402,7571,8058,7658,2559,3822,2135,2822,3574,2481,2089,1658,191809,2499,254,1884,6956,6180,4902,5180,1020,13566,54,105256,100806,4450,51867,157177,105310,,,,,,,14293,12915,24554,30865,49207,9468,,,,,,20011,797,512,9497,5951,19323,9128,2074,14852,4457,3786,12809,10509,4231,3677,276,5919,0.4217,12746,1827,45030,6739,10141,11281,12500,48460,6984,12722,2138,5314,1998,1177,1863,9683,6181,28354,0,36870,1232,3227,1388,36870,7930,13594,26056,16356,19182,29356,15554,107399,197877,198380,194881,17390,26056,39374,,,,12991,24554,39108,10343,9778,16040,134426,,,,,,,,,,159822,45155,85835,2293,8484,17299,2013
17167,30779,51982,1971,2454,5590,2218,1320,1590,3147,2535,2229,2659,1297,199145,95027,104118,40,,,,,,,,,1029,82761,55317,30970,90164,7403,925,689,594,29.1,57722,117,36063,14206,8781,6177,2533,71,0,5425,661,617,16822,21224,14800,6191,7588,2519,1702155,6801,3756,4101,4044,3609,4352,4104,3691,3639,5696,8779,11175,7170,4682,3711,3451,747,82000,130900,196900,37869,82761,25039,64436,5390,1926,3415,3639,3285,1040,2627,4376,787,10085,14706,6491,6591,6276,3662,1984,2042,752,3563,6186,6324,5566,6561,6285,7154,6668,2269,4055,2038,2117,3336,2001,1526,1580,5896,6771,6317,4025,2495,1467,724,3782,6341,7241,4978,7086,6825,8181,6989,3242,4568,2789,3165,2969,2760,2859,2648,165228,24125,37,3962,13134,666,1948,2056,673,20732,71,104894,95957,8937,52942,157907,104965,,,1351,919,,,11970,11726,28502,38149,46029,14020,1029,87307,6737,0,80570,17843,9048,1154,7713,4247,26332,8278,1216,4841,4451,12847,10743,7650,3536,2949,163,4294,0.4607,18555,4112,37764,12075,10853,10323,9395,49597,9247,10399,1727,6439,3370,392,1724,6872,5907,26431,133,37388,2137,4862,3626,37388,7244,8045,24996,18284,29503,34163,9939,106519,195119,197624,191719,30535,24996,41087,1855,3405,94715,9978,28502,31731,12704,11943,18405,136307,,,,,,,,,,160803,48591,79008,1931,9671,20794,2013
42027,22518,34211,1975,1371,7238,1207,1357,1975,2780,2173,1600,1166,744,155403,80265,75138,30.2,,,,,,,,,2232,56729,53207,25875,64286,7557,320,267,800,34.2,35118,419,21743,6475,5125,3351,1601,96,77,1350,365,365,14500,13354,11258,3525,6873,2904,1424395,5099,2587,2007,3369,3611,2337,2620,3434,2158,3982,6547,6463,4311,2764,3046,2394,869,138600,198700,287500,27457,56729,21611,39111,4048,2420,1944,2530,3167,3422,4060,3584,900,7317,10461,2782,3523,3313,2113,6781,3908,4765,7472,6223,4414,3059,5707,4481,4724,4274,1832,1933,1797,1188,2298,2160,616,902,2733,3692,3105,2571,6804,3056,4119,6142,4324,3518,3439,4108,4441,4474,4185,1965,2024,1864,1404,2141,2439,1107,1483,138848,4841,392,8068,8008,1311,1630,1151,1390,10192,246,77770,73669,4101,56959,134975,78016,,,,,,,8321,7831,18590,30638,23832,3989,2232,57550,5765,0,51785,35037,6730,1083,7848,3707,27059,4134,1261,5497,2996,2863,7187,6660,2684,690,133,3618,0.4532,18318,16264,28177,4546,5568,5276,5786,60178,35523,7606,964,3187,3666,551,660,7070,1146,17244,28,30849,4870,5479,6253,30849,5491,6765,16971,13593,18881,21594,7157,69125,139046,154209,151986,27490,16971,15833,7159,3712,72670,6638,18590,25322,3108,11740,6087,88524,,,,,,,,,,136255,61620,58213,1830,6363,7974,2013
13063,30348,58758,1984,2270,13138,3746,3051,4257,4894,4009,4244,3194,998,264220,125722,138498,32.9,,,,,,,,,1473,89106,40754,17744,104345,15239,,,671,34,45305,0,34800,24028,10746,6753,3816,140,37,13282,2654,1754,11820,16119,19398,7112,16777,10267,2897455,8876,6255,5980,5934,5268,5828,5528,5378,4567,8291,9799,8975,4762,2091,1119,455,841,50800,78200,113800,32187,89106,43801,68260,3766,1686,2820,10875,7891,5182,1648,2217,281,24696,244,10486,11631,10168,6064,3753,2247,1366,6893,9217,8458,8383,10213,8215,7625,6805,2344,3427,1736,1753,2282,1692,701,263,10465,10602,10143,5360,4013,1880,1892,6625,10060,10463,10657,10434,9740,9042,8225,3324,3980,1964,2103,2889,2538,579,1520,62521,174804,653,13752,4309,4059,3611,6197,2281,12562,409,131800,111869,19931,65744,197953,132209,978,896,11106,7706,1019,1063,2566,2986,22046,29599,74919,31765,887,98651,15371,402,83280,55354,2651,312,12646,8351,20237,6752,2332,8489,6219,8279,11391,9600,14005,3256,238,4920,0.4184,10566,4047,53155,23495,17710,16101,17922,80976,16721,26517,2294,3189,1114,1520,2589,11857,5853,28416,0,26042,3371,6428,25195,26042,11040,21712,27995,25080,36842,30304,10612,140612,259023,260299,252311,65614,27995,48348,1572,2572,107172,11648,22046,45579,8909,7435,27791,160632,,,,,,,,,,200725,84683,74345,7701,7144,22092,2013
26037,7647,20717,1980,230,1406,399,172,654,1017,420,691,846,195,76739,37735,39004,40.4,,,,,,,,,,28364,59569,28947,30655,2291,,,674,28.7,22334,22,14468,4920,3575,2184,1183,145,63,1345,674,674,5496,6282,5536,2915,4889,1899,789170,1299,1033,1302,1081,1245,1251,1437,1466,1341,2771,2888,3989,3212,1737,1562,750,805,103700,157200,222800,17194,28364,6030,24118,685,331,682,936,1385,375,252,1891,106,5483,5187,1923,2530,2756,1714,870,891,119,1520,2337,2087,2125,2286,3322,2880,2815,911,1289,818,1142,1473,1148,452,327,2169,2207,2783,1592,977,579,916,1355,1982,2194,2458,2384,2940,3015,2676,1110,1623,691,1058,1564,884,1044,803,71760,1682,84,1107,2633,1315,753,1050,519,7751,35,38329,36260,2069,22861,61225,38364,,,,,,,5363,4911,,12914,17674,3007,286,32739,2553,0,30186,,,1315,2062,1261,9762,2260,1072,4366,2177,3308,3576,2717,1679,705,116,2627,0.418,,759,,2634,4408,4351,4073,21291,4769,,1431,1579,1342,50,508,3602,2705,11217,0,13920,499,932,1225,13920,3079,4769,8795,5697,7534,11750,5521,40434,76004,,74206,8310,8795,,715,1630,35639,6608,9825,13349,4355,3230,7596,51838,,,,,,,,,,62371,17452,35572,838,3040,5397,2013
22079,17995,30079,1976,1358,5006,1369,837,1674,1551,1492,1777,1268,1021,132723,64228,68495,36.8,,,,,,,,,1302,48074,39331,22498,56569,8495,1220,140,522,32.7,30721,393,15856,10328,4882,3456,992,38,396,5446,1066,788,9954,11392,7548,3703,6183,2277,1214860,5430,3026,3217,3610,2707,3734,2628,2563,1710,3535,4413,3791,2863,1924,1519,1404,733,70800,128700,197800,19901,48074,17353,38994,805,1905,2764,1813,846,912,410,8064,1169,6943,2550,4539,5382,4307,2966,1961,1015,543,3410,4039,4378,2808,4552,3963,4372,3791,1644,2462,1040,1324,2440,1362,1258,672,4214,4173,5161,2820,1583,1221,1147,2087,4206,4370,4577,3660,4696,4770,5515,1310,2035,1723,1428,2759,2348,1308,1384,85077,42925,742,2090,4391,1059,698,636,1678,10240,230,59115,53350,5765,44644,103989,59345,,,2428,2170,,,5654,5344,,13383,33562,11340,,,,,,,,1429,3962,3587,15538,2791,465,4792,3396,3506,7294,3598,2020,972,120,2203,0.4899,,3939,,8851,7609,7543,8131,34454,6596,,458,2122,1325,544,1582,6076,4125,16232,133,16931,1801,4098,2195,16931,4524,6392,14658,10845,18597,17378,5798,67148,129489,,126394,24770,14658,,,,,4144,11677,24553,4786,3259,16568,86194,,,,,,,,,,104947,36108,43014,3503,8290,13718,2013
