geo_id,geoidsl,geoidsc,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,pop_15_and_over,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,do_date
41059,41059,41059,8585,18710,1974,464,2156,1108,518,947,1270,1118,1322,1181,360,76079,39902,36177,35.6,52643,618,722,18141,811,108,2782,57938,,27295,44107,20101,29688,2393,,,521,29,16851,138,10508,6700,4406,2376,1812,218,0,2294,550,538,6975,4979,2923,1866,1951,710,489380,2023,2307,1744,1222,1784,2015,1465,1401,1059,2315,3136,3319,1523,770,868,344,619,96800,150700,220100,12930,27295,10444,20222,790,415,1397,726,1829,130,486,3525,1479,1813,3597,2690,2833,2944,1641,1239,683,767,1063,2835,2604,2558,2880,2850,2483,2491,667,1933,563,864,1453,618,722,521,2797,2343,3204,1632,1196,533,624,815,2208,2560,2173,1860,2502,2405,2330,915,1155,755,794,962,1270,433,711,68326,618,811,722,6084,173,923,772,112,5950,,,,,830,518,4049,4058,3485,5320,20084,5558,,,,,,,,3409,3697,972,5994,567,617,3271,1148,2363,5021,1962,1796,681,13,3146,0.436,2960,4162,14008,6480,4310,4985,4559,20321,3478,8792,1351,1028,778,893,880,3095,2399,10424,104,9180,384,1153,5999,9180,4262,4551,6491,7014,7743,9737,5516,39409,71874,,72969,10269,6491,19830,,,,5337,3485,10842,5167,2324,9326,49075,,,,,,,,,,59268,16734,28887,960,3296,8490,2010
36045,36045,36045,15747,29416,1960,2506,3109,1422,1040,1780,2957,3032,2284,966,668,116582,59414,57168,33.1,99923,4974,1834,6222,510,108,2216,110360,,45163,43557,22514,57979,12816,482,860,664,27.8,25399,87,15049,11311,7805,4052,3141,612,0,3506,735,735,9461,8750,8340,3223,4021,1343,948500,3681,2625,1994,2887,3097,2817,3387,2733,2386,4054,4920,4832,2957,874,1164,755,831,81100,128200,198600,23054,45163,19764,31408,1324,5631,4811,3474,396,1537,1860,7538,3668,2046,21196,5273,4451,3222,2286,1613,666,1210,3785,5313,4125,3979,4784,3850,3520,2796,1547,1392,1150,991,1147,828,865,621,4479,4227,3376,2259,1170,618,828,2877,5122,3884,3773,3705,3937,3681,3061,1120,1601,1292,982,1376,1016,1540,1244,101988,5201,547,1938,7886,1308,1232,954,671,8113,,,,,,,6951,5625,10143,13934,29573,6720,,,,,,22687,1310,317,4332,4278,10668,1538,666,2893,2604,5400,6245,3617,2778,718,215,1372,0.427,6141,3043,25415,8011,6524,5535,6689,28458,5299,9898,1944,1721,899,598,1134,4196,2613,13105,110,13694,3663,5326,3467,13694,6068,5570,12088,8634,15438,18049,4978,61190,113767,114808,109948,14508,12088,22645,,,,8734,10143,20540,5636,4645,8275,74242,,,,,,,,,,91554,25466,49202,4020,4284,7893,2010
19153,19153,19153,60252,110803,1974,1937,9926,4482,2781,5782,6653,6276,6717,4788,2442,432260,213216,219044,34.8,348893,25322,15514,32928,856,112,8470,399332,3476,171055,53866,27466,182623,11568,2624,2851,643,28.5,119271,599,91201,37892,25559,19150,5922,338,149,12333,2670,2670,38892,46615,48178,16531,20401,4800,4102035,8921,7712,7762,10126,8624,9532,8622,8627,8891,14643,18866,23682,14936,7276,7747,5088,731,107200,150800,209400,83344,171055,51784,119280,15097,3074,3912,6462,8973,12762,8069,4994,15462,15135,33634,17040,13707,17417,9015,5841,1274,2407,10423,17254,16027,13915,16629,15188,14494,11491,4963,7027,2195,4126,4845,3089,2921,1928,15852,16349,12890,7730,5781,2586,2942,9456,17580,16190,14516,15580,14810,15089,12917,4826,6978,2953,4317,5846,5032,3692,5132,367629,25548,1692,15837,27015,1920,3196,1957,2320,24069,958,729,1467,1196,1220,655,25775,20549,62338,79738,110000,28283,3476,207285,23432,0,183853,38939,35610,3327,20628,13158,47110,41267,5450,17356,9692,10122,24135,21388,9194,6695,605,8604,0.419,27266,8999,79151,21747,23969,25163,22968,113478,22101,25006,4707,10913,5511,1358,2557,16816,11301,53163,332,86033,5931,10407,22876,86033,17271,25503,60320,40395,54862,73532,23650,235474,422500,426759,413477,44760,60320,87789,3589,9352,225655,26569,62338,66104,19286,18948,41934,281550,,,,,,,,,,339005,100896,176963,6699,15670,36644,2010
18127,18127,18127,17961,42898,1978,920,4501,1722,403,231,1739,1726,1418,872,448,164592,80972,83620,38,141530,4904,2154,14046,550,112,1296,150546,,60859,55186,25012,66209,5350,1278,520,692,36.2,46879,408,32978,13390,8788,5289,2856,375,268,4602,1323,1323,9802,9806,9930,4999,8423,6899,1830265,3573,3720,2417,3146,3228,3073,2709,2993,2817,5847,5619,9637,6254,2783,2014,1029,803,121800,168300,240700,32980,60859,13980,50251,2431,1696,3214,2567,2146,999,208,2697,4352,6490,5003,5714,6326,5086,3386,2427,714,810,3829,5170,4781,5129,5868,5603,6358,6210,2025,2357,1308,1859,2556,1877,1167,412,4706,5576,5932,3334,2468,1605,845,2400,5317,5755,5701,5118,6297,6526,5074,2186,3245,1835,1679,2597,2007,1790,1627,152730,5607,668,2249,7873,2317,2695,4390,1462,11587,,,,,662,276,11094,9930,18879,25976,40060,9075,,,,,,15544,3174,449,6670,5418,17394,3884,1336,13102,3890,2341,9194,5698,2958,1660,161,3652,0.409,11123,2581,35757,4919,9041,9043,8765,45654,10368,9610,2142,3762,2254,300,1606,8267,4222,22553,147,25454,788,1699,3213,25454,9012,10294,16688,12546,21023,24448,10037,88720,161697,163164,158638,18854,16688,34065,,,,10755,18879,31893,6267,7706,17043,109434,,,,,,,,,,131252,38279,69932,2505,6896,13184,2010
15009,15009,15009,17377,34516,1983,2374,4485,2817,1489,1810,2612,2487,1767,1153,90,155170,78232,76938,39.2,49070,553,37907,15804,434,116,36871,139366,1096,51893,60617,27767,70510,18617,7140,1178,1158,33.4,30809,3833,22576,11211,6836,4069,2499,268,0,4375,1254,431,12075,9971,10364,2506,6682,3918,1323030,2370,2140,2161,2277,2530,2631,2492,2641,2168,4238,5590,7401,5119,3118,2406,2611,1287,412100,597100,826500,26826,51893,21084,39504,3580,4733,3234,5304,3830,4568,5757,0,4605,7354,2347,4439,6141,4678,3537,1614,663,1128,2385,5333,4731,6595,5072,5602,6116,6266,1993,3004,1268,2630,1539,1495,1143,860,5274,3931,5693,2371,1163,619,966,3465,4636,5008,4708,5393,6203,6033,5867,1923,2900,1240,2002,2605,1454,1666,1818,54002,553,490,39045,12540,1309,1752,1499,967,8708,2947,2711,,,918,500,4810,5464,19186,22092,36064,7088,788,61448,8469,0,52979,17973,7992,2164,18053,6182,10743,5675,813,1759,3521,3577,8056,7600,4328,1434,268,4862,0.441,7524,2742,34012,6417,7878,8462,7888,36716,6660,11490,1706,3663,2351,441,2335,6925,5560,22981,18,19887,1614,3511,11797,19887,7426,5596,19657,21339,14629,20865,8026,87383,152313,153128,149601,16994,19657,34891,2303,5561,72067,7945,19186,30854,6859,4710,20087,107103,,,,,,,,,,125014,41541,60419,2105,4551,12441,2010
12033,12033,12033,41682,68624,1981,3940,10344,3484,1745,3666,3678,4845,2193,2085,367,298043,147550,150493,37.9,197208,67637,7229,14195,1276,136,9781,283848,,110306,41483,22068,136773,26467,3241,1693,623,34.1,73959,852,45928,20780,9867,5714,4002,151,0,10913,1211,1148,22263,23556,18664,6271,11266,4414,2429810,12314,7677,6538,7725,5356,6890,6734,6315,5562,8885,9660,11715,6174,4064,2180,2517,793,88300,139300,213300,46182,110306,36347,87695,5433,3880,5687,5980,4946,3848,7897,11129,7054,13246,5461,9360,9518,8337,5541,7116,3352,2907,7692,10696,8531,8393,8608,10680,10695,8756,3440,5073,3806,3363,4048,3634,2292,1712,9371,8798,8128,5026,5480,3138,2964,7020,9816,7905,8253,8991,10740,10951,10758,2926,5700,3380,3138,6163,3821,4119,3907,206942,68492,1469,7603,12930,1997,2393,3489,2112,27142,461,268,4527,3032,1226,226,15008,13354,27801,35405,64079,24673,793,104824,11549,0,93275,47716,7442,414,12098,7084,30485,7757,1758,5616,6465,6688,14435,12828,5886,2562,242,3670,0.466,17215,21391,54623,14827,14048,12569,13684,72969,21425,26433,3372,5344,5057,1455,2953,10779,9684,38644,503,38464,2444,10005,9646,38464,10999,8913,31316,24384,41187,42581,12863,150912,275450,294741,286798,53286,31316,68223,4444,12072,124004,18957,27801,46915,14772,12769,34494,194295,,,,,,,,,,244531,86382,103692,5758,15868,29150,2010
16001,16001,16001,50551,98800,1991,2480,11900,4621,3368,4842,4505,6946,6281,3463,693,393531,197211,196320,35,340612,4216,10363,28124,1727,136,8034,365407,895,149351,50612,25449,159779,10428,2503,3661,658,31.5,100252,1243,78200,32708,24389,13138,10211,911,129,8319,2233,2152,30291,33029,32929,12263,24708,3805,3370200,9311,7875,7211,8506,9071,8277,8439,8880,6060,12874,17073,18505,10885,5649,6281,4454,751,145200,192900,276800,77901,149351,49099,115744,7431,3832,7208,3046,2656,4368,8734,6639,19202,24625,8182,14220,15369,15025,8554,4539,2521,1970,9367,14576,14227,11493,17280,14354,13838,10971,4661,5786,2693,3388,4762,2784,2589,2244,13388,15098,14150,8098,4944,2464,2942,6669,14852,14024,13241,15209,13381,12959,10866,5040,5514,3111,4368,4798,4445,2632,4127,364208,4251,1966,10425,18581,1435,3028,2477,2055,25292,993,172,,,1282,562,24896,20228,59528,76858,103902,18284,838,158666,14525,0,144141,39481,25646,2671,18693,10568,40100,12829,4368,17914,6920,12044,22354,24442,7739,5201,326,8904,0.443,28493,9852,57639,13922,24292,23259,20896,116710,28306,18693,4652,12469,6741,940,2471,10859,11478,49610,241,77745,2881,7279,11355,77745,14086,15194,47479,31339,43944,65294,23930,212272,384414,389601,376975,52919,47479,89860,3948,13690,184058,19835,59528,46366,19846,19092,50179,254213,,,,,,,,,,306281,84201,166729,4495,13328,35640,2010
06023,06023,06023,22791,32189,1970,1317,6953,2751,1739,2763,2318,2012,1814,1279,474,134794,67528,67266,36.3,104419,1531,2662,13336,8488,152,3487,121458,654,54980,38492,23202,61555,6575,,,721,36.1,31560,718,19980,9064,4812,2311,2463,0,38,4252,1261,1098,12274,8566,9279,3029,3265,929,943810,5541,3849,3994,4318,2700,4222,4055,2757,1883,4290,5444,4840,3310,1799,944,1034,810,210600,294100,423500,22441,54980,23420,42923,1260,4563,3923,1779,1244,504,725,4326,2326,2663,10225,4129,3997,3556,2503,2239,842,1968,3576,5221,5639,3910,3501,4104,5015,5458,1829,2504,1535,836,1960,1084,897,1225,3678,3756,3526,2220,3091,1315,1731,2063,5117,4840,3585,3109,4334,5016,5570,2112,2351,1593,1960,1647,1392,1528,1732,111423,1531,8726,2662,11141,514,1015,2016,162,9114,,,,,483,333,7701,8579,16304,20053,27365,9073,654,49534,5516,0,44018,,,2228,9096,5013,13483,2724,1346,3629,3179,3376,8744,4496,2607,1458,306,2886,0.471,6499,3253,23668,4939,5832,6215,5930,35558,12475,8322,1256,3724,1778,480,1473,4953,5246,18910,58,18812,2089,3580,4651,18812,7798,4897,16855,13017,18691,22022,7801,73215,131312,,130912,23237,16855,35811,3899,3183,59666,7049,16304,21456,7201,4157,21561,90604,,,,,,,,,,112152,40892,48125,2590,6142,13457,2010
13245,13245,13245,27100,45193,1977,3876,7214,3914,949,2085,2879,4362,2606,2470,610,201005,96826,104179,33.9,76314,107348,3122,8376,830,240,4771,192629,,72293,39152,20234,86407,14114,3796,1967,547,31.5,41328,343,27174,16315,7182,2940,4047,195,0,9133,2108,2039,13512,21994,18837,3923,9136,3167,1680515,8878,6175,5686,4005,4336,3985,3769,3526,4329,6066,7758,6313,3139,1632,1550,1146,710,69100,95500,147800,25879,72293,30965,53894,3867,1428,5173,8779,2823,1412,1767,7264,6524,5619,6724,7710,6994,6050,4188,3636,1799,1653,5697,8312,6420,4825,7146,6143,6783,5199,2215,2819,920,2024,2686,1596,969,1042,7768,6429,6390,3814,2913,1963,2204,5009,8307,6485,4942,7179,7167,7545,6752,2700,3189,1767,2430,2710,2786,1955,1775,80319,109281,830,3122,6320,654,1434,1644,603,14869,,,7016,5224,,,5378,4894,17520,23343,49343,22587,1622,77472,9536,129,67936,18762,23026,347,9464,5023,20232,2425,1930,8537,3558,5561,9219,5542,4919,1584,88,3837,0.457,9915,12062,37792,12674,10464,10335,10832,54792,13809,19113,2063,2434,1870,1547,2802,7670,4773,23159,0,23410,2905,6974,2930,23410,6546,11719,19272,17394,28643,24545,8294,104128,191549,198293,191396,48505,19272,42448,2601,1824,84828,11810,17520,31728,6923,6273,23715,126788,,,,,,,,,,159664,62577,60241,5998,8847,20152,2010
04021,04021,04021,34602,84147,2001,3061,6699,1975,1600,2862,2004,3095,3257,706,575,383842,202509,181333,35.3,225044,16809,6003,109647,18436,304,5625,274195,490,118749,50110,19419,159608,40859,6820,7657,677,33.1,92915,188,62957,35386,23338,11334,11642,362,0,12048,4220,3948,13597,9910,10811,4808,17613,17467,3814895,7801,6222,4851,7040,6858,6012,7223,6904,6306,11929,16401,16994,6764,3479,2464,1501,852,82500,123500,176700,64584,118749,25834,114083,2014,1989,2720,2249,1853,763,451,32260,41415,44215,1711,16525,15183,13891,7434,5494,2002,2690,7911,14709,16668,14902,14540,12487,10848,10732,4269,6409,3196,5881,7894,4552,2306,1986,14283,14612,12710,7238,3212,2654,1029,5929,12349,12883,13140,9234,10732,10809,10888,4437,7854,5826,4994,6761,4368,3125,2266,289329,17564,20286,6521,14373,4092,8896,12461,3916,25342,,,730,906,5922,3577,14513,15673,27119,29989,101876,23950,490,116161,14508,0,101653,47236,17105,2521,10872,12261,26202,8077,2628,9604,6350,11898,19050,13423,7142,2841,226,4695,0.384,14240,28394,72985,13786,22022,21922,18754,92451,15718,41477,4294,4630,1883,3069,5369,13119,12381,44745,135,39068,2271,4799,26101,39068,18758,13816,33537,27690,45610,48633,15012,197890,355101,379301,367066,48498,33537,95224,1621,8562,130103,23829,27119,57993,24069,10713,47326,251045,,,,,,,,,,296638,86913,146039,7038,15422,36424,2010
42045,42045,42045,69625,136891,1955,4830,15477,6373,3637,3748,6205,7589,6579,4101,2561,559276,268493,290783,38.9,397353,109496,25375,16649,127,320,9956,542627,22051,206516,59125,30232,222923,16407,5216,1958,805,31.5,145416,2227,102279,41333,27099,17450,8857,660,132,14234,2466,2305,28195,32120,34797,17464,38549,29218,6915510,10365,9981,8695,8867,11997,10687,9998,9677,8500,15930,20140,25810,18788,11870,13374,11837,930,152500,243400,359200,95916,206516,61100,100909,61988,11893,10125,7428,9868,8647,11321,744,6097,6566,52999,17233,18403,17900,13295,9754,3909,4624,11552,16552,15856,14535,18960,20043,21009,17805,6502,8194,3809,6119,6715,5716,4542,5466,16901,18258,16578,11645,9452,5103,4000,10896,17120,16923,16765,19137,22113,22691,19260,7606,8945,5460,5594,9435,8752,8549,9600,408816,110512,127,25479,21063,10275,13310,14556,4677,38163,1775,909,6441,4109,679,403,31857,26397,75299,110035,130213,33100,11245,216968,17497,2748,199471,52203,6470,932,21599,14480,80923,22735,6174,22333,13044,8592,26050,29857,13653,5459,233,8761,0.452,53181,21328,120380,20106,27617,26877,33111,156965,39324,31724,4635,15167,12598,1340,3010,23838,12965,73553,358,112927,11352,23085,27234,112927,19764,23625,66812,42703,75784,76120,22766,290016,539763,553498,539595,52446,66812,89189,10009,9184,260379,26464,75299,110220,22533,33799,40192,369773,23585,19233,28034,251195,,525142,463703,14018,4294,454003,164611,204867,11209,29423,37747,2010
48041,48041,48041,31302,38648,1986,3303,16365,2144,1810,1510,1636,2968,3611,2101,1086,195693,99401,96292,24.3,115352,21141,9382,45882,590,320,2914,149811,2937,69950,35407,19611,77883,7933,3166,861,632,48.8,33416,103,20125,14458,9079,3873,4725,140,341,5379,1380,1242,22360,22073,11258,2628,4179,1998,1552500,14257,3487,4806,5262,3965,2900,3149,3007,2214,4544,5795,7032,3361,1783,2484,1904,809,82700,138800,196900,26700,69950,36534,38760,3721,3154,7419,4453,8768,1879,3274,6376,8926,9344,3021,6421,5455,5329,3527,8258,8009,4898,9753,9915,5705,5042,4581,5011,4692,3427,1526,1778,812,1235,1416,1206,620,785,6167,5542,4996,2474,9294,5352,7696,7205,7628,5727,4848,5292,4631,4227,3524,1585,2108,1074,1283,1863,1569,1548,659,148648,21506,731,9459,12748,947,808,1413,1798,7415,,,1235,853,1851,995,5488,4651,17827,31106,39911,11577,2937,76464,11074,0,65390,35398,30586,2456,9677,6098,30807,4365,724,5826,4811,2394,8656,9716,2318,1678,136,4918,0.53,17061,14617,22468,8570,8662,8587,7492,87236,48202,14173,752,2909,4251,1088,1155,3965,2314,16434,69,35747,4122,5310,20437,35747,9404,6919,22759,14697,23384,25482,10856,81247,180769,192683,187694,58748,22759,23788,3876,2386,88054,6120,17827,18605,4917,10149,12751,95317,,,,,,,,,,161783,83265,58708,3607,5459,10232,2010
48303,48303,48303,39541,65269,1978,3061,12987,4405,3838,2541,4727,4042,4520,3181,869,280237,139311,140926,30.3,160483,19193,6061,89865,750,368,3301,190372,1451,104810,42241,21619,115293,10483,2987,1263,620,35.9,60639,87,37331,23648,12966,8051,4182,466,267,10682,3696,3318,31792,36018,16464,3706,7129,1932,2048925,9664,7534,8172,7349,6074,5987,5016,5383,5239,8155,11306,10232,5964,3738,2117,2880,762,69800,109300,168400,45709,104810,44171,76946,3243,5614,4114,4339,4639,5398,5581,5097,10840,9887,2900,10368,9447,9423,5699,9313,3604,3852,7811,12151,9060,8162,7183,8273,8350,7314,2742,3317,2164,2174,3365,2701,1875,963,9929,8799,9409,4910,6915,3151,2959,9689,11120,8624,8202,7311,9017,8774,7734,2556,4087,2850,2479,3583,3857,2217,2754,218880,20517,1164,6433,17893,826,960,942,1989,14690,,,1024,1060,4912,3050,10201,8994,30676,38640,67984,21101,1382,120115,14789,0,105326,30010,35740,3609,14636,9055,38403,6449,1977,7409,7053,4783,18185,12506,4376,4492,201,5318,0.467,16259,14190,43406,13891,13339,15618,14349,97210,35436,24028,1975,4278,3015,1662,2624,9415,7027,29996,146,43321,2410,4919,10082,43321,13541,12082,38298,25691,38188,42841,13544,133977,266295,276905,268198,56741,38298,50590,1779,5214,129651,10315,30676,35475,11890,10349,28385,164959,,,,,,,,,,222862,82624,98996,4207,12018,23341,2010
