,RegionName,SizeRank,MsaName,year,rent_price,asian_pop,median_income,income_per_capita,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,median_rent,million_dollar_housing_units,masters_degree,bachelors_degree_or_higher_25_64,graduate_professional_degree,male_45_64_graduate_degree,employed_information,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,one_parent_families_with_young_children
3672,44134,1435,"Cleveland, OH",2015,838.2,799,50367.0,24695.0,325.0,119.0,771.0,87500.0,109500.0,138700.0,661.0,0,1403,4445.0,1682.0,286,319.0,1022.0,819.0,746.0,907.0,384.0
3673,30813,1436,"Augusta, GA",2015,1118.4166666666667,891,64481.0,24000.0,480.0,208.0,1096.0,119300.0,159800.0,206200.0,947.0,0,1358,6245.0,1913.0,387,581.0,203.0,365.0,392.0,559.0,751.0
3674,44120,1437,"Cleveland, OH",2015,713.0833333333334,1311,30828.0,29020.0,452.0,823.0,708.0,61500.0,96400.0,194200.0,575.0,31,2320,6610.0,4804.0,929,202.0,1035.0,874.0,638.0,788.0,1357.0
3675,92504,1439,"Riverside, CA",2015,1471.1666666666667,2075,57483.0,22419.0,754.0,581.0,1127.0,173200.0,240800.0,344900.0,991.0,12,1656,4836.0,2231.0,404,391.0,708.0,650.0,605.0,776.0,1454.0
3676,85208,1440,"Phoenix, AZ",2015,1135.9166666666667,269,44519.0,23187.0,321.0,128.0,1053.0,48200.0,104200.0,156700.0,864.0,36,1093,3312.0,1493.0,298,198.0,737.0,862.0,1030.0,764.0,482.0
3677,93010,1441,"Ventura, CA",2015,1852.090909090909,3476,86973.0,38889.0,1728.0,1643.0,1562.0,388400.0,492600.0,688500.0,1454.0,590,2817,8205.0,4211.0,858,658.0,419.0,514.0,560.0,479.0,1071.0
3678,32073,1442,"Jacksonville, FL",2015,1022.5833333333334,1489,53904.0,27258.0,414.0,504.0,914.0,105100.0,145800.0,195800.0,749.0,0,1369,4255.0,1837.0,373,222.0,892.0,740.0,890.0,1052.0,918.0
3679,1801,1445,"Boston, MA",2015,1781.8181818181818,2424,80266.0,35563.0,1628.0,733.0,1346.0,310500.0,365600.0,442300.0,1225.0,24,3377,9654.0,4142.0,371,701.0,468.0,683.0,446.0,399.0,616.0
3680,95037,1446,"San Jose, CA",2015,2573.375,4154,93736.0,44096.0,1590.0,2856.0,1665.0,450600.0,656300.0,881300.0,1520.0,895,3420,9710.0,4673.0,1350,564.0,519.0,399.0,390.0,335.0,730.0
3681,85021,1447,"Phoenix, AZ",2015,821.5833333333334,1496,36190.0,25225.0,424.0,789.0,715.0,98500.0,197100.0,386300.0,615.0,26,2102,5852.0,3092.0,617,293.0,996.0,746.0,921.0,899.0,2024.0
3682,8817,1448,"New York, NY",2015,1578.8333333333333,17836,82500.0,34533.0,1592.0,1031.0,1419.0,237900.0,303100.0,376200.0,1295.0,0,4781,14291.0,5943.0,1067,687.0,560.0,634.0,524.0,566.0,576.0
3683,90703,1449,"Los Angeles-Long Beach-Anaheim, CA",2015,2399.75,30125,89720.0,34302.0,1911.0,1650.0,2092.0,503900.0,604300.0,704600.0,2009.0,185,4196,13664.0,6165.0,1584,524.0,485.0,445.0,480.0,524.0,390.0
3684,23228,1450,"Richmond, VA",2015,1101.0833333333333,1160,46293.0,25110.0,346.0,210.0,989.0,132800.0,166300.0,203800.0,853.0,0,1754,6102.0,1997.0,384,550.0,833.0,854.0,1135.0,1175.0,1215.0
3685,49504,1450,"Grand Rapids, MI",2015,839.1666666666666,300,41103.0,22578.0,298.0,272.0,735.0,78100.0,107200.0,144900.0,588.0,15,1542,5670.0,2085.0,447,267.0,930.0,886.0,945.0,736.0,1579.0
3686,75165,1451,"Dallas-Fort Worth, TX",2015,1128.1666666666667,330,57717.0,25730.0,505.0,565.0,938.0,91900.0,139400.0,191100.0,765.0,6,1311,4809.0,1924.0,464,480.0,667.0,822.0,617.0,571.0,1077.0
3687,19121,1454,"Philadelphia, PA",2015,1373.9166666666667,950,17969.0,12265.0,80.0,27.0,694.0,46100.0,82800.0,162800.0,550.0,11,696,2057.0,839.0,94,189.0,771.0,933.0,680.0,347.0,1659.0
3688,97030,1458,"Portland, OR",2015,1024.4166666666667,1242,42207.0,22262.0,292.0,189.0,914.0,154100.0,197900.0,246000.0,811.0,10,1097,3650.0,1463.0,285,313.0,1216.0,904.0,695.0,708.0,1368.0
3689,10040,1459,"New York, NY",2015,1781.3333333333333,1279,46200.0,23847.0,491.0,477.0,1228.0,220600.0,351400.0,534800.0,1088.0,60,3403,10027.0,4527.0,644,904.0,786.0,927.0,733.0,757.0,1123.0
3690,2127,1461,"Boston, MA",2015,2433.9166666666665,1806,77633.0,47815.0,1713.0,1870.0,1279.0,341500.0,435800.0,543400.0,1138.0,135,3808,15673.0,4998.0,385,713.0,494.0,528.0,291.0,494.0,636.0
3691,32712,1462,"Orlando, FL",2015,1373.0833333333333,1503,62272.0,28172.0,1021.0,753.0,1121.0,113700.0,172300.0,253700.0,860.0,13,2707,6890.0,3342.0,611,737.0,787.0,901.0,655.0,652.0,682.0
3692,30120,1463,"Atlanta, GA",2015,1031.9166666666667,241,47432.0,23068.0,321.0,291.0,799.0,92200.0,134800.0,195100.0,603.0,15,1262,4593.0,1820.0,332,231.0,700.0,869.0,821.0,907.0,1691.0
3693,97219,1465,"Portland, OR",2015,1233.4166666666667,1473,77829.0,42892.0,1456.0,1617.0,1051.0,272000.0,352500.0,461100.0,902.0,192,4901,14943.0,7683.0,1637,418.0,673.0,657.0,446.0,784.0,305.0
3694,33417,1466,"Miami-Fort Lauderdale, FL",2015,1219.9166666666667,757,31159.0,18864.0,107.0,54.0,964.0,27600.0,62300.0,119400.0,835.0,0,1197,2856.0,1548.0,244,158.0,1049.0,854.0,583.0,1146.0,1276.0
3695,10001,1467,"New York, NY",2015,3987.4166666666665,4503,86801.0,80990.0,1168.0,2578.0,1989.0,91200.0,575900.0,1279600.0,1898.0,373,3619,9975.0,5509.0,790,722.0,324.0,274.0,358.0,372.0,196.0
3696,77004,1470,"Houston, TX",2015,1715.9166666666667,3189,47523.0,30732.0,955.0,1101.0,877.0,122500.0,215800.0,308200.0,709.0,51,2744,8334.0,4807.0,735,386.0,435.0,456.0,405.0,509.0,839.0
3697,34231,1471,"North Port-Sarasota-Bradenton, FL",2015,1344.75,510,47127.0,35143.0,486.0,545.0,1000.0,105800.0,162500.0,257600.0,884.0,150,1973,3826.0,2706.0,347,255.0,878.0,769.0,603.0,741.0,645.0
3698,33134,1475,"Miami-Fort Lauderdale, FL",2015,1939.5833333333333,566,57911.0,39504.0,1198.0,1880.0,1149.0,242400.0,371000.0,619300.0,1063.0,548,3323,11148.0,6605.0,1132,398.0,714.0,794.0,685.0,893.0,429.0
3699,80022,1479,"Denver, CO",2015,1581.5833333333333,618,57318.0,20710.0,367.0,334.0,929.0,119500.0,174000.0,247200.0,780.0,0,1100,4296.0,1514.0,182,449.0,693.0,579.0,803.0,696.0,1660.0
3700,40291,1480,"Louisville-Jefferson County, KY",2015,803.8333333333334,443,67453.0,30095.0,975.0,349.0,861.0,130200.0,166400.0,239700.0,734.0,32,2278,6548.0,2614.0,377,492.0,496.0,555.0,822.0,705.0,715.0
3701,77064,1481,"Houston, TX",2015,1169.1666666666667,8232,63594.0,27872.0,989.0,601.0,1070.0,97300.0,131200.0,172500.0,908.0,0,1577,9060.0,2402.0,397,264.0,691.0,1062.0,655.0,497.0,1139.0
3702,92009,1483,"San Diego, CA",2015,2462.1666666666665,3897,103792.0,50175.0,1730.0,3556.0,1867.0,515400.0,691500.0,890600.0,1750.0,1194,4847,14510.0,7383.0,1866,531.0,265.0,510.0,473.0,414.0,294.0
3703,48188,1484,"Detroit, MI",2015,1534.3636363636363,7367,90342.0,36475.0,1724.0,1343.0,1165.0,145000.0,201300.0,291000.0,978.0,58,4202,11861.0,5573.0,1366,409.0,336.0,517.0,358.0,344.0,667.0
3704,95376,1485,"Stockton, CA",2015,1496.6666666666667,4735,64815.0,24557.0,1005.0,497.0,1309.0,181800.0,247400.0,339300.0,1173.0,30,851,4375.0,1173.0,317,563.0,594.0,516.0,746.0,517.0,1404.0
3705,78227,1487,"San Antonio, TX",2015,986.5,530,36654.0,14276.0,122.0,53.0,776.0,63300.0,78200.0,96000.0,630.0,0,485,1505.0,540.0,53,111.0,1087.0,989.0,984.0,999.0,2855.0
3706,85202,1488,"Phoenix, AZ",2015,785.3333333333334,1529,42463.0,23605.0,505.0,164.0,847.0,100900.0,155400.0,221200.0,713.0,11,1919,5527.0,2445.0,385,371.0,960.0,1073.0,1017.0,836.0,1357.0
3707,92672,1490,"Los Angeles-Long Beach-Anaheim, CA",2015,2131.6666666666665,1095,77829.0,44587.0,1164.0,2012.0,1651.0,519500.0,732200.0,992500.0,1577.0,1124,2479,8594.0,3655.0,668,200.0,561.0,639.0,432.0,560.0,443.0
3708,78744,1492,"Austin, TX",2015,1155.3333333333333,272,42440.0,16744.0,204.0,108.0,1012.0,75100.0,106000.0,141400.0,804.0,0,794,3915.0,957.0,139,329.0,908.0,953.0,919.0,692.0,2700.0
3709,85712,1493,"Tucson, AZ",2015,674.9166666666666,1024,32240.0,22709.0,221.0,239.0,755.0,93100.0,135600.0,186100.0,635.0,10,2490,5604.0,3374.0,678,304.0,1368.0,1316.0,782.0,782.0,1281.0
3710,55117,1494,"Minneapolis-St Paul, MN",2015,1152.1666666666667,10415,46240.0,23558.0,650.0,408.0,823.0,112200.0,171000.0,237300.0,748.0,0,1901,6630.0,2956.0,540,412.0,802.0,1059.0,955.0,766.0,1519.0
3711,91745,1494,"Los Angeles-Long Beach-Anaheim, CA",2015,1672.25,21652,78000.0,29569.0,1506.0,1280.0,1640.0,353600.0,489900.0,646800.0,1543.0,231,3123,11088.0,4157.0,1024,546.0,572.0,484.0,660.0,672.0,786.0
3712,21701,1495,"Washington, DC",2015,1339.75,1374,71393.0,37581.0,1182.0,1055.0,1169.0,207200.0,275100.0,390400.0,1061.0,40,3555,9340.0,4823.0,833,548.0,585.0,681.0,460.0,680.0,528.0
3713,30039,1496,"Atlanta, GA",2015,1165.0,1000,55770.0,22691.0,516.0,362.0,1229.0,95500.0,136400.0,181500.0,984.0,0,2686,7315.0,3233.0,685,919.0,648.0,943.0,504.0,833.0,1268.0
3714,85296,1497,"Phoenix, AZ",2015,1293.3333333333333,2702,82376.0,31111.0,1105.0,858.0,1406.0,177800.0,232200.0,311800.0,1186.0,19,2498,9223.0,3406.0,698,447.0,303.0,361.0,399.0,444.0,666.0
3715,94601,1498,"San Francisco, CA",2015,1430.4444444444443,9370,39184.0,16672.0,356.0,181.0,1043.0,191000.0,274700.0,386500.0,937.0,11,1385,5353.0,1855.0,381,509.0,762.0,845.0,1062.0,794.0,2171.0
3716,60645,1499,"Chicago, IL",2015,1078.8333333333333,7571,47633.0,26033.0,738.0,594.0,983.0,123400.0,245200.0,355000.0,890.0,0,3306,10059.0,4707.0,931,338.0,743.0,867.0,838.0,894.0,975.0
3717,92054,1500,"San Diego, CA",2015,1655.75,1488,51139.0,26833.0,500.0,656.0,1224.0,301300.0,422000.0,632900.0,1172.0,217,1497,5110.0,2261.0,355,386.0,945.0,887.0,846.0,821.0,1322.0
3718,60654,1501,"Chicago, IL",2015,2572.0,1790,90520.0,95767.0,970.0,2308.0,1890.0,297400.0,383500.0,499800.0,1869.0,118,3054,11268.0,5378.0,628,346.0,80.0,267.0,238.0,195.0,79.0
3719,30680,1502,"Atlanta, GA",2015,1009.1666666666666,1791,49939.0,20430.0,248.0,134.0,892.0,92100.0,122400.0,168100.0,681.0,7,798,3343.0,1168.0,265,257.0,476.0,838.0,684.0,1057.0,731.0
3720,33196,1503,"Miami-Fort Lauderdale, FL",2015,1518.25,1452,65576.0,23582.0,702.0,558.0,1480.0,170700.0,239500.0,295300.0,1331.0,0,1705,8918.0,2724.0,561,543.0,416.0,574.0,616.0,508.0,702.0
3721,20747,1504,"Washington, DC",2015,1189.0833333333333,224,60421.0,28613.0,681.0,176.0,1162.0,155400.0,198200.0,248700.0,1066.0,0,1348,3890.0,1566.0,307,373.0,717.0,715.0,678.0,860.0,2007.0
3722,33461,1505,"Miami-Fort Lauderdale, FL",2015,1147.4166666666667,414,32689.0,16058.0,143.0,115.0,1010.0,50800.0,89700.0,148900.0,853.0,20,961,3175.0,1266.0,162,144.0,1095.0,1211.0,764.0,889.0,2529.0
3723,94610,1510,"San Francisco, CA",2015,2183.375,4614,75477.0,58891.0,1278.0,2192.0,1316.0,382900.0,718100.0,1030600.0,1260.0,1034,5500,14982.0,8578.0,1211,920.0,341.0,941.0,519.0,359.0,220.0
3724,1902,1511,"Boston, MA",2015,1217.75,4336,38045.0,20461.0,533.0,421.0,1004.0,181300.0,238900.0,298300.0,863.0,21,1240,4365.0,1655.0,409,227.0,800.0,961.0,1090.0,881.0,2610.0
3725,60067,1511,"Chicago, IL",2015,1406.9166666666667,5527,88647.0,48604.0,1833.0,2274.0,1159.0,235800.0,343200.0,486900.0,1068.0,79,5356,13514.0,6590.0,1633,413.0,442.0,420.0,531.0,724.0,478.0
3726,19130,1512,"Philadelphia, PA",2015,1644.3333333333333,1583,71173.0,49215.0,949.0,1165.0,1296.0,237400.0,339500.0,464500.0,1169.0,25,3866,12325.0,6253.0,781,619.0,463.0,390.0,370.0,447.0,642.0
3727,50266,1513,"Des Moines, IA",2015,1247.25,2018,73610.0,46545.0,761.0,1092.0,943.0,142400.0,213000.0,293100.0,860.0,23,2306,9491.0,3414.0,517,392.0,357.0,561.0,304.0,532.0,195.0
3728,19808,1517,"Philadelphia, PA",2015,1325.5,2517,68098.0,34511.0,1275.0,830.0,1055.0,190500.0,244000.0,312500.0,897.0,16,3012,8855.0,4193.0,690,239.0,687.0,520.0,592.0,673.0,716.0
3729,94025,1518,"San Francisco, CA",2015,3733.9166666666665,4792,127236.0,72065.0,1627.0,4841.0,1877.0,848000.0,1313100.0,2000001.0,1817.0,2144,6888,16602.0,11421.0,2363,1479.0,374.0,326.0,354.0,276.0,617.0
3730,76107,1522,"Dallas-Fort Worth, TX",2015,1246.0,450,54803.0,44148.0,739.0,1084.0,954.0,101100.0,227000.0,395700.0,766.0,169,2357,7858.0,3519.0,668,249.0,680.0,585.0,519.0,604.0,608.0
3731,92688,1525,"Los Angeles-Long Beach-Anaheim, CA",2015,1894.8333333333333,5444,100793.0,41794.0,2284.0,1943.0,1709.0,369600.0,516000.0,676400.0,1590.0,65,3366,12954.0,4768.0,1315,697.0,419.0,409.0,348.0,365.0,518.0
3732,18042,1527,"Allentown, PA",2015,970.0,1151,47582.0,23485.0,645.0,372.0,936.0,98800.0,143600.0,230000.0,778.0,131,1427,4491.0,1950.0,304,359.0,828.0,807.0,728.0,969.0,1562.0
3733,28054,1532,"Charlotte, NC",2015,1023.8333333333334,766,38420.0,21244.0,254.0,181.0,760.0,86700.0,124900.0,166200.0,586.0,14,1185,4411.0,1495.0,234,379.0,1059.0,980.0,877.0,898.0,1507.0
3734,27127,1533,"Winston-Salem, NC",2015,1042.0,409,47122.0,24262.0,323.0,189.0,795.0,97400.0,130400.0,164600.0,625.0,58,2006,6437.0,2863.0,341,297.0,876.0,1056.0,923.0,829.0,1005.0
3735,53214,1539,"Milwaukee, WI",2015,979.2222222222222,686,42029.0,23514.0,187.0,70.0,803.0,104800.0,132100.0,159300.0,674.0,0,890,4835.0,1110.0,164,423.0,835.0,961.0,925.0,1007.0,1253.0
3736,85249,1541,"Phoenix, AZ",2015,1461.75,3435,102532.0,39117.0,1862.0,1474.0,1671.0,214500.0,311100.0,413100.0,1354.0,26,3656,10468.0,4887.0,912,366.0,234.0,369.0,466.0,497.0,349.0
3737,55379,1546,"Minneapolis-St Paul, MN",2015,1334.4166666666667,4327,78361.0,32704.0,1534.0,975.0,1061.0,148300.0,215500.0,295000.0,971.0,41,2273,9293.0,2838.0,499,572.0,551.0,549.0,411.0,389.0,977.0
3738,28212,1547,"Charlotte, NC",2015,954.5,2760,33697.0,17621.0,292.0,96.0,800.0,92600.0,114200.0,143200.0,653.0,0,958,4513.0,1166.0,178,508.0,1319.0,1327.0,931.0,944.0,3070.0
3739,30115,1549,"Atlanta, GA",2015,1277.0,305,74713.0,30542.0,1241.0,758.0,1087.0,154100.0,227300.0,334000.0,881.0,16,2101,7523.0,2906.0,532,777.0,456.0,440.0,556.0,461.0,192.0
3740,32955,1550,"Melbourne, FL",2015,1202.9166666666667,1107,60995.0,31154.0,690.0,680.0,1020.0,99500.0,165400.0,247800.0,857.0,18,2851,7324.0,3727.0,755,122.0,651.0,831.0,695.0,668.0,552.0
3741,63368,1551,"St. Louis, MO",2015,1271.4166666666667,2436,85802.0,35486.0,1725.0,1305.0,1153.0,162000.0,210600.0,273400.0,1044.0,0,3736,11512.0,4513.0,820,580.0,502.0,406.0,396.0,490.0,793.0
3742,60651,1552,"Chicago, IL",2015,1116.6666666666667,253,32006.0,15691.0,366.0,228.0,912.0,110600.0,158700.0,218700.0,733.0,0,1099,4030.0,1240.0,162,455.0,1428.0,1336.0,960.0,686.0,3333.0
3743,44122,1555,"Cleveland, OH",2015,1864.0833333333333,2205,75216.0,48124.0,966.0,2140.0,1100.0,120100.0,221300.0,355700.0,970.0,49,3883,10315.0,7613.0,1496,352.0,493.0,473.0,536.0,511.0,346.0
3744,60193,1556,"Chicago, IL",2015,1381.9166666666667,6327,77069.0,35377.0,1112.0,938.0,1212.0,163500.0,246700.0,332000.0,1100.0,16,3212,10114.0,4011.0,612,607.0,329.0,400.0,571.0,679.0,378.0
3745,33410,1559,"Miami-Fort Lauderdale, FL",2015,1537.5,1237,61828.0,42654.0,810.0,1376.0,1350.0,152200.0,258700.0,413600.0,1232.0,299,2305,7699.0,3705.0,685,296.0,728.0,777.0,697.0,642.0,548.0
3746,46037,1561,"Indianapolis, IN",2015,1344.75,2386,102424.0,41534.0,2201.0,1671.0,1188.0,185000.0,263300.0,354000.0,997.0,187,3728,14799.0,5529.0,971,332.0,237.0,98.0,348.0,232.0,524.0
3747,21236,1562,"Baltimore, MD",2015,1370.6,3600,71817.0,35093.0,1253.0,693.0,1178.0,189800.0,237300.0,294900.0,994.0,12,2970,9076.0,3770.0,609,349.0,507.0,645.0,432.0,778.0,1000.0
3748,34207,1563,"North Port-Sarasota-Bradenton, FL",2015,830.1818181818181,716,34713.0,19279.0,156.0,83.0,795.0,30100.0,58600.0,98700.0,684.0,58,1035,1665.0,1437.0,152,156.0,945.0,1009.0,1041.0,1018.0,1629.0
3749,92833,1563,"Los Angeles-Long Beach-Anaheim, CA",2015,2089.5,18474,66885.0,27520.0,1311.0,1145.0,1417.0,357000.0,487700.0,681000.0,1312.0,207,2657,10892.0,4087.0,801,699.0,502.0,564.0,649.0,648.0,1152.0
3750,92064,1564,"San Diego, CA",2015,2183.8333333333335,5516,95917.0,40504.0,1954.0,2241.0,1447.0,390300.0,545900.0,763800.0,1394.0,981,3779,12251.0,5498.0,1464,753.0,445.0,522.0,453.0,319.0,511.0
3751,43017,1568,"Columbus, OH",2015,1118.5555555555557,4596,98023.0,48608.0,1591.0,2528.0,1111.0,195400.0,310000.0,421900.0,902.0,51,4389,15283.0,6858.0,1990,697.0,265.0,373.0,262.0,320.0,392.0
3752,78006,1569,"San Antonio, TX",2015,1207.5555555555557,149,69592.0,38866.0,928.0,1203.0,1015.0,182800.0,278100.0,445400.0,884.0,299,1935,6612.0,2871.0,725,188.0,494.0,576.0,395.0,500.0,450.0
3753,28115,1570,"Charlotte, NC",2015,1195.5,661,57868.0,26529.0,653.0,358.0,795.0,115800.0,171200.0,244400.0,623.0,85,1160,5143.0,1505.0,420,153.0,633.0,509.0,601.0,652.0,753.0
3754,92127,1571,"San Diego, CA",2015,2227.75,13683,123324.0,50812.0,2168.0,3399.0,1861.0,460300.0,659100.0,896600.0,1730.0,1194,5259,16894.0,8434.0,1859,1139.0,151.0,168.0,273.0,487.0,162.0
3755,95825,1571,"Sacramento, CA",2015,1008.0,2859,37291.0,25547.0,477.0,250.0,862.0,129800.0,217000.0,313600.0,775.0,0,1490,5238.0,2262.0,263,326.0,794.0,1006.0,916.0,783.0,976.0
3756,33445,1574,"Miami-Fort Lauderdale, FL",2015,1566.25,1010,50246.0,33151.0,605.0,608.0,1344.0,70200.0,133100.0,276800.0,1205.0,40,2611,5668.0,3566.0,576,473.0,745.0,975.0,510.0,768.0,872.0
3757,55406,1576,"Minneapolis-St Paul, MN",2015,1121.5454545454545,794,60752.0,33184.0,827.0,430.0,852.0,153800.0,191500.0,241600.0,791.0,23,3745,11465.0,5471.0,820,673.0,667.0,673.0,598.0,820.0,915.0
3758,11435,1579,"New York, NY",2015,1638.6666666666667,12223,52686.0,23672.0,1079.0,393.0,1327.0,208700.0,336700.0,475100.0,1224.0,22,3092,9711.0,3890.0,707,422.0,1066.0,676.0,921.0,900.0,1509.0
3759,19805,1579,"Philadelphia, PA",2015,894.5,349,44018.0,22618.0,367.0,270.0,945.0,123000.0,172800.0,218100.0,760.0,10,1279,4661.0,1863.0,263,402.0,947.0,1212.0,750.0,765.0,2146.0
3760,64055,1580,"Kansas City, MO",2015,917.8181818181819,523,49091.0,28064.0,362.0,239.0,842.0,86300.0,110100.0,143400.0,663.0,18,1552,3894.0,1909.0,257,424.0,759.0,1032.0,1072.0,1006.0,764.0
3761,21093,1586,"Baltimore, MD",2015,1754.1,3833,87110.0,48916.0,1574.0,1750.0,1202.0,270200.0,349900.0,458800.0,1101.0,195,4469,11773.0,7309.0,1345,480.0,475.0,601.0,520.0,488.0,445.0
3762,33881,1586,"Lakeland, FL",2015,923.375,205,36037.0,20066.0,117.0,197.0,757.0,47100.0,79500.0,139800.0,592.0,23,671,2077.0,1035.0,198,117.0,993.0,670.0,754.0,848.0,1539.0
3763,30126,1587,"Atlanta, GA",2015,1300.9166666666667,1054,66417.0,33830.0,1146.0,1269.0,977.0,109000.0,177200.0,273100.0,765.0,27,3138,10343.0,4319.0,654,646.0,815.0,726.0,568.0,504.0,1225.0
3764,85286,1589,"Phoenix, AZ",2015,1325.5833333333333,6112,88600.0,35126.0,1452.0,1315.0,1295.0,218400.0,299400.0,383800.0,1121.0,50,3790,12402.0,4898.0,873,534.0,364.0,388.0,332.0,432.0,697.0
3765,91765,1591,"Los Angeles-Long Beach-Anaheim, CA",2015,2044.1666666666667,24438,90522.0,35540.0,1598.0,1701.0,1808.0,430700.0,568100.0,713600.0,1738.0,538,3850,15091.0,5886.0,1542,648.0,694.0,551.0,507.0,443.0,340.0
3766,98058,1594,"Seattle, WA",2015,1849.0833333333333,8459,82134.0,34946.0,1589.0,1198.0,1256.0,232600.0,304300.0,385900.0,1106.0,0,2547,10153.0,3142.0,753,589.0,578.0,515.0,457.0,729.0,576.0
3767,85027,1595,"Phoenix, AZ",2015,875.25,2455,51332.0,26253.0,470.0,226.0,986.0,87600.0,130100.0,177100.0,827.0,15,1899,6285.0,2318.0,360,630.0,775.0,823.0,683.0,1171.0,641.0
3768,35216,1596,"Birmingham, AL",2015,1194.3333333333333,1762,52930.0,36208.0,839.0,1139.0,928.0,164700.0,265600.0,382400.0,753.0,5,2877,10365.0,4829.0,908,505.0,1046.0,964.0,829.0,762.0,866.0
3769,29203,1598,"Columbia, SC",2015,740.8333333333334,273,29767.0,17355.0,203.0,110.0,762.0,64900.0,87900.0,132600.0,547.0,9,1643,3876.0,1881.0,237,319.0,1264.0,1066.0,822.0,638.0,2737.0
3770,34761,1601,"Orlando, FL",2015,1448.3333333333333,1933,56855.0,25379.0,592.0,477.0,1105.0,108300.0,168500.0,234500.0,890.0,0,2188,6917.0,2797.0,549,602.0,718.0,682.0,647.0,833.0,1202.0
3771,98223,1604,"Seattle, WA",2015,1341.25,568,70297.0,29743.0,1053.0,416.0,1132.0,192800.0,258400.0,360700.0,965.0,6,862,3838.0,1139.0,254,208.0,448.0,689.0,523.0,484.0,544.0
3772,19401,1605,"Philadelphia, PA",2015,1090.4444444444443,1462,46255.0,24014.0,610.0,352.0,1063.0,128000.0,170400.0,239700.0,913.0,0,1692,6011.0,2154.0,220,400.0,670.0,1140.0,767.0,714.0,1609.0
3773,32714,1608,"Orlando, FL",2015,1013.75,931,46938.0,25978.0,364.0,492.0,1040.0,96900.0,144400.0,212700.0,895.0,27,1639,6431.0,2190.0,520,649.0,863.0,892.0,695.0,946.0,523.0
3774,15221,1610,"Pittsburgh, PA",2015,830.5833333333334,452,39135.0,27362.0,565.0,298.0,728.0,61700.0,94700.0,155900.0,572.0,8,2714,7113.0,3766.0,668,214.0,946.0,1131.0,795.0,751.0,1280.0
3775,60188,1611,"Chicago, IL",2015,1413.1818181818182,6356,75036.0,31871.0,1300.0,709.0,1035.0,171400.0,234200.0,294700.0,923.0,0,2640,9730.0,3399.0,685,584.0,696.0,588.0,479.0,810.0,295.0
3776,28273,1614,"Charlotte, NC",2015,1213.1666666666667,2539,56372.0,26828.0,396.0,237.0,989.0,121700.0,150000.0,183100.0,877.0,0,1900,7631.0,2201.0,251,869.0,881.0,364.0,567.0,720.0,1045.0
3777,85716,1615,"Tucson, AZ",2015,810.1666666666666,1404,33075.0,24953.0,354.0,332.0,727.0,116200.0,172600.0,265600.0,628.0,13,2614,7278.0,4069.0,802,246.0,1258.0,807.0,893.0,881.0,901.0
3778,33610,1616,"Tampa, FL",2015,1027.6666666666667,1393,29240.0,14890.0,126.0,74.0,881.0,52900.0,82900.0,121900.0,735.0,0,1163,3241.0,1370.0,184,347.0,1115.0,1131.0,1024.0,633.0,3175.0
3779,98036,1617,"Seattle, WA",2015,1361.0833333333333,5742,63204.0,29969.0,1222.0,617.0,1067.0,245600.0,317100.0,379800.0,940.0,0,1978,7309.0,2576.0,614,395.0,659.0,487.0,527.0,629.0,729.0
3780,45342,1620,"Dayton, OH",2015,872.2222222222222,1696,52539.0,29075.0,524.0,406.0,829.0,92500.0,136600.0,177400.0,683.0,0,2237,6232.0,2693.0,516,585.0,797.0,972.0,637.0,958.0,725.0
3781,33131,1621,"Miami-Fort Lauderdale, FL",2015,2305.6666666666665,295,80297.0,60010.0,798.0,1075.0,1987.0,301500.0,426000.0,666700.0,1919.0,214,2643,8990.0,4402.0,368,357.0,244.0,329.0,217.0,80.0,493.0
3782,2130,1623,"Boston, MA",2015,2133.75,2285,77480.0,42650.0,1408.0,1497.0,1375.0,318100.0,430100.0,628200.0,1269.0,222,6266,17210.0,10298.0,1426,828.0,407.0,479.0,425.0,451.0,857.0
3783,92660,1625,"Los Angeles-Long Beach-Anaheim, CA",2015,3192.6666666666665,3130,116996.0,74356.0,1751.0,4271.0,2148.0,933600.0,1362700.0,2000001.0,2051.0,2019,3933,12512.0,6418.0,1658,471.0,317.0,266.0,379.0,481.0,267.0
3784,92040,1626,"San Diego, CA",2015,1812.0833333333333,883,65360.0,28378.0,947.0,731.0,1190.0,236200.0,356800.0,451300.0,1085.0,0,1506,4806.0,1922.0,493,255.0,490.0,815.0,557.0,779.0,824.0
3785,85704,1628,"Tucson, AZ",2015,919.4166666666666,1117,51971.0,32382.0,643.0,478.0,875.0,160700.0,235200.0,321100.0,752.0,12,3086,6607.0,4514.0,872,271.0,724.0,971.0,617.0,765.0,511.0
3786,60707,1636,"Chicago, IL",2015,1178.6,1570,54669.0,25455.0,617.0,536.0,922.0,155600.0,215500.0,286900.0,815.0,0,2304,6982.0,2905.0,449,379.0,814.0,779.0,763.0,640.0,925.0
3787,90275,1637,"Los Angeles-Long Beach-Anaheim, CA",2015,3451.75,11723,118790.0,56254.0,2403.0,3842.0,2244.0,731200.0,968800.0,1222900.0,2148.0,3958,5782,13533.0,9690.0,2184,388.0,394.0,356.0,317.0,262.0,218.0
