,zip,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021,6/1/2021,,,,,,,,,,,,,,,,,
481,28203,1615.298054,1648.636562,1655.974049,1662.311537,1668.649024,1674.986511,1681.323998,1686.661485,1690.998972,1696.33646,1695.673947,1694.011434,1727.646975,1762.322971,1770.997945,1778.672919,1786.347893,1794.022868,,,,,,,,,,,,,,,,,
482,28204,1415.272348,1454.843455,1460.896105,1465.948755,1469.001405,1471.054055,1473.106705,1473.159355,1473.212005,1473.264656,1469.317306,1466.369956,1503.694953,1544.318711,1551.424011,1557.529311,1561.634611,1564.739911,,,,,,,,,,,,,,,,,
483,28205,1397.244315,1428.954053,1436.473972,1443.99389,1451.513809,1458.033728,1465.553646,1472.073565,1478.593483,1486.113402,1490.63332,1495.153239,1524.917472,1558.147129,1567.186966,1576.226803,1585.26664,1593.306478,,,,,,,,,,,,,,,,,
484,28206,1320.725858,1350.964855,1358.526017,1366.087179,1374.648342,1383.209504,1391.770667,1399.331829,1405.892991,1412.454154,1417.015316,1421.576479,1451.863499,1483.663658,1492.785983,1501.908307,1512.030632,1522.152957,,,,,,,,,,,,,,,,,
485,28207,1790.274089,1823.8611,1831.448238,1839.035377,1845.622515,1852.209653,1857.796792,1864.38393,1870.971068,1877.558207,1883.145345,1888.732483,1923.593711,1958.76786,1967.942137,1977.116413,1985.29069,1993.464967,,,,,,,,,,,,,,,,,
486,28208,1174.226252,1198.34309,1205.758749,1214.174408,1221.590067,1229.005725,1236.421384,1242.837043,1249.252702,1255.66836,1262.084019,1268.499678,1293.141589,1318.674086,1327.505403,1337.336721,1346.168038,1354.999356,,,,,,,,,,,,,,,,,
487,28209,1495.417455,1514.945954,1522.027405,1530.108857,1538.190308,1546.271759,1554.353211,1559.434662,1563.516114,1568.597565,1569.679017,1569.760468,1586.259374,1606.869325,1615.032228,1624.19513,1633.358033,1642.520936,,,,,,,,,,,,,,,,,
488,28210,1569.944238,1586.715844,1592.821541,1599.927237,1607.032934,1614.13863,1621.244327,1626.350023,1632.45572,1638.561416,1641.667112,1645.772809,1662.822744,1680.700046,1687.911439,1696.122832,1704.334225,1712.545618,,,,,,,,,,,,,,,,,
489,28211,1726.482276,1756.227743,1763.75141,1772.275078,1780.798746,1790.322414,1798.846081,1806.369749,1812.893417,1819.417084,1819.940752,1821.46442,1854.470364,1885.739498,1894.786833,1904.834169,1914.881504,1925.92884,,,,,,,,,,,,,,,,,
490,28212,1284.849717,1307.422949,1316.8534,1326.283852,1335.714303,1344.144754,1352.575206,1360.005657,1366.436109,1372.86656,1378.297011,1383.727463,1405.007631,1429.011314,1439.872217,1450.73312,1461.594023,1471.454925,,,,,,,,,,,,,,,,,
491,28213,1438.553161,1453.525712,1461.902776,1471.279841,1480.656906,1491.03397,1500.411035,1508.788099,1517.165164,1525.542228,1532.919293,1539.296357,1554.226583,1570.576198,1580.330327,1591.084457,1601.838586,1613.592715,,,,,,,,,,,,,,,,,
492,28214,1432.059483,1458.528807,1463.851119,1469.173431,1474.495744,1479.818056,1485.140369,1490.462681,1496.784993,1502.107306,1510.429618,1517.751931,1543.133726,1570.925362,1577.569987,1584.214612,1590.859237,1597.503861,,,,,,,,,,,,,,,,,
493,28215,1429.233755,1449.253824,1455.695657,1463.137491,1471.579324,1479.021157,1486.46299,1494.904823,1502.346657,1510.78849,1519.230323,1527.672156,1550.347744,1571.809647,1579.693313,1588.57698,1598.460646,1607.344313,,,,,,,,,,,,,,,,,
494,28216,1373.344239,1397.1283,1405.486222,1412.844144,1419.202066,1425.559988,1430.91791,1437.275832,1443.633754,1449.991675,1455.349597,1461.707519,1487.40968,1512.551663,1522.267507,1530.983351,1538.699195,1546.415039,,,,,,,,,,,,,,,,,
495,28217,1295.021402,1309.605378,1314.654767,1320.704155,1326.753544,1331.802933,1336.852322,1342.90171,1347.951099,1354.000488,1360.049876,1366.099265,1383.170056,1398.80342,1404.902198,1412.000975,1419.099753,1425.19853,,,,,,,,,,,,,,,,,
496,28226,1517.192091,1540.390412,1546.477952,1552.565492,1557.653031,1562.740571,1567.828111,1570.915651,1574.003191,1577.090731,1582.178271,1587.265811,1608.545442,1632.831302,1640.006382,1647.181462,1653.356541,1659.531621,,,,,,,,,,,,,,,,,
497,28227,1436.688381,1449.75546,1455.998685,1462.24191,1469.485136,1476.728361,1482.971587,1491.214812,1499.458038,1507.701263,1515.944489,1524.187714,1541.11932,1555.429625,1562.916076,1570.402527,1578.888978,1587.375429,,,,,,,,,,,,,,,,,
498,28262,1358.342865,1376.065267,1384.299038,1393.532808,1400.766579,1409.00035,1417.234121,1423.467892,1428.701662,1434.935433,1439.169204,1443.402975,1461.979611,1480.935783,1490.403325,1500.870866,1509.338408,1518.805949,,,,,,,,,,,,,,,,,
499,28269,1492.834804,1510.798842,1516.96047,1523.122098,1529.283726,1535.445354,1542.606982,1547.76861,1553.930238,1560.091866,1567.253494,1574.415122,1590.411554,1609.53722,1616.860476,1624.183732,1631.506988,1638.830244,,,,,,,,,,,,,,,,,
500,28270,1419.962036,1435.998925,1440.916719,1445.834512,1451.752306,1457.670099,1463.587893,1468.505686,1473.42348,1477.341273,1480.259067,1482.17686,1497.05669,1514.011372,1519.846959,1525.682546,1532.518133,1539.35372,,,,,,,,,,,,,,,,,
501,28273,1482.68154,1508.487958,1514.672725,1520.857491,1527.042258,1532.227025,1537.411791,1542.596558,1547.781324,1551.966091,1555.150857,1558.335624,1582.20193,1609.193115,1616.562649,1623.932182,1631.301715,1637.671248,,,,,,,,,,,,,,,,,
502,28277,1638.063864,1656.300246,1663.290661,1669.281075,1677.271489,1684.261904,1691.252318,1696.242732,1701.233147,1705.223561,1706.213975,1707.20439,1721.258668,1740.485465,1748.466293,1755.447122,1764.427951,1772.408779,,,,,,,,,,,,,,,,,
503,28278,1561.009675,1569.187665,1574.108044,1580.028423,1586.948802,1593.869181,1600.78956,1606.709939,1613.630318,1619.550697,1624.471076,1630.391455,1638.321508,1647.419878,1653.260636,1660.101394,1667.942152,1675.782909,,,,,,,,,,,,,,,,,
504,29045,1323.301487,1322.434496,1329.947298,1336.460099,1343.9729,1349.485702,1355.998503,1362.511304,1366.024105,1370.536907,1374.049708,1374.562509,1366.376797,1366.022608,1374.048211,1381.073814,1389.099416,1395.125019,,,,,,,,,,,,,,,,,
505,29063,1212.486309,1224.224879,1227.817,1232.409122,1235.001244,1237.593365,1241.185487,1242.777609,1244.36973,1246.961852,1248.553973,1250.146095,1262.224525,1274.555217,1278.73946,1283.923704,1287.107947,1290.29219,,,,,,,,,,,,,,,,,
506,29072,1198.87446,1232.972689,1235.31478,1237.656872,1242.998964,1248.341055,1254.683147,1259.025239,1263.36733,1268.709422,1271.051514,1274.393605,1311.610157,1347.050477,1350.734661,1354.418844,1361.103027,1367.78721,,,,,,,,,,,,,,,,,
507,29073,1214.699585,1214.031449,1219.538729,1224.046009,1227.553289,1231.060569,1234.567849,1239.075129,1244.58241,1249.08969,1255.59697,1261.10425,1257.311115,1257.150259,1263.164819,1268.179379,1272.19394,1276.2085,,,,,,,,,,,,,,,,,
508,29169,,2020-02-01,964.711962,,2020-04-01,978.51229,,2020-06-01,992.312618,,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,1072.427202,Freq:,"MS,",Name:,"predicted_mean,",dtype:,float64,,,,,,,,,,
509,29201,1180.26252,1195.055118,1200.932585,1206.810053,1211.68752,1215.564987,1220.442455,1224.319922,1228.197389,1233.074857,1236.952324,1240.829792,1253.969779,1269.639844,1276.394779,1283.149714,1288.904648,1293.659583,,,,,,,,,,,,,,,,,
510,29203,895.209677,901.357327,905.964962,910.572597,914.180231,917.787866,921.395501,925.003135,928.61077,932.218404,936.826039,941.433674,946.250986,953.00627,958.22154,963.436809,967.652078,971.867347,,,,,,,,,,,,,,,,,
511,29205,1086.722108,1090.071431,1095.908025,1102.74462,1108.581215,1115.41781,1123.254405,1130.091,1136.927595,1142.76419,1149.600785,1154.43738,1156.996083,1161.182,1167.85519,1175.52838,1182.20157,1189.87476,,,,,,,,,,,,,,,,,
512,29206,,2020-02-01,977.352157,,2020-04-01,983.704271,,2020-06-01,988.056385,,2020-08-01,993.408499,,2020-10-01,999.760613,1003.43667,1008.112727,1020.772724,2021-05-01,1045.873339,2021-06-01,1048.225453,Freq:,"MS,",Name:,"predicted_mean,",dtype:,float64,,,,,,,
513,29209,1143.254233,1149.373016,1154.117852,1157.862688,1162.607523,1168.352359,1173.097195,1177.842031,1183.586867,1188.331703,1193.076538,1198.821374,1205.820443,1212.684062,1218.173733,1222.663405,1228.153077,1234.642748,,,,,,,,,,,,,,,,,
514,29210,1021.166326,1029.838613,1033.384347,1036.930082,1039.475816,1043.021551,1045.567285,1048.113019,1050.658754,1052.204488,1054.750223,1057.295957,1067.008018,1076.226039,1080.317508,1084.408977,1087.500445,1091.591914,,,,,,,,,,,,,,,,,
515,29212,1157.762903,1162.497743,1168.038808,1173.579873,1178.120938,1182.662003,1187.203068,1190.744133,1193.285198,1195.826263,1198.367328,1199.908393,1203.212361,1208.488267,1214.570397,1220.652527,1225.734656,1230.816786,,,,,,,,,,,,,,,,,
516,29229,1273.035414,1286.558406,1288.114001,1290.669595,1291.22519,1292.780785,1294.336379,1295.891974,1298.447568,1300.003163,1303.558758,1306.114352,1319.705361,1333.783947,1335.895137,1339.006326,1340.117515,1342.228704,,,,,,,,,,,,,,,,,
517,29401,2417.368824,2430.603812,2437.05044,2444.497067,2453.943695,2464.390322,2473.83695,2485.283577,2495.730205,2506.176833,2514.62346,2523.070088,2538.88554,2553.567155,2561.46041,2570.353665,2581.24692,2593.140175,,,,,,,,,,,,,,,,,
518,29403,2110.884205,2147.801127,2152.277855,2157.754582,2164.23131,2170.708038,2176.184766,2181.661493,2186.138221,2191.614949,2194.091677,2196.568404,2234.929337,2273.322987,2279.276442,2286.229898,2294.183353,2302.136809,,,,,,,,,,,,,,,,,
519,29405,1248.625077,1287.496764,1289.750144,1293.003524,1295.256905,1298.510285,1301.763665,1305.017046,1307.270426,1310.523806,1312.777187,1314.030567,1353.909025,1394.034091,1397.540852,1402.047613,1405.554373,1410.061134,,,,,,,,,,,,,,,,,
520,29412,1525.416634,1546.254999,1548.943424,1551.631848,1555.320273,1559.008698,1561.697122,1563.385547,1565.073972,1565.762396,1564.450821,1564.139245,1583.244304,1604.771094,1608.147943,1611.524792,1615.901642,1620.278491,,,,,,,,,,,,,,,,,
521,29414,1376.776707,1399.716116,1403.57524,1407.434365,1411.29349,1415.152615,1419.01174,1420.870865,1423.72999,1426.589115,1427.448239,1428.307364,1448.943196,1472.74173,1477.459979,1482.178229,1486.896479,1491.614729,,,,,,,,,,,,,,,,,
522,29418,1298.044168,1317.389356,1323.504279,1329.619202,1335.734124,1341.849047,1346.96397,1353.078892,1358.193815,1363.308738,1367.423661,1371.538583,1391.697674,1412.157785,1419.38763,1426.617476,1433.847321,1441.077167,,,,,,,,,,,,,,,,,
523,29420,1346.345468,1358.058175,1363.990479,1369.922783,1376.855087,1383.78739,1390.719694,1395.651998,1401.584302,1407.516605,1411.448909,1415.381213,1424.658985,1437.303996,1444.168603,1451.033211,1458.897818,1466.762426,,,,,,,,,,,,,,,,,
524,29445,1557.735853,1576.69929,1582.928047,1590.156804,1596.385562,1602.614319,1607.843076,1614.071834,1619.300591,1625.529349,1630.758106,1636.986863,1660.951474,1681.143668,1688.601182,1697.058697,1704.516212,1711.973727,,,,,,,,,,,,,,,,,
525,29455,1427.224006,1409.659793,1414.435954,1418.212116,1431.988278,1445.764439,1459.540601,1473.316762,1487.092924,1500.869085,1506.645247,1512.421408,1492.421576,1475.633524,1481.185847,1485.73817,1500.290494,1514.842817,,,,,,,,,,,,,,,,,
526,29456,1251.521203,1267.563762,1273.749567,1279.935372,1288.121177,1295.306982,1302.492787,1310.678592,1317.864397,1325.050202,1330.236007,1335.421812,1351.12882,1368.357184,1375.728794,1383.100404,1392.472014,1400.843624,,,,,,,,,,,,,,,,,
527,29461,1638.794353,1632.468867,1642.941043,1653.41322,1666.885396,1680.357572,1693.829748,1710.301925,1726.774101,1743.246277,1754.718453,1765.19063,1762.457159,1757.603849,1769.548202,1781.492554,1796.436907,1811.381259,,,,,,,,,,,,,,,,,
528,29464,1729.42082,1751.67473,1754.656576,1757.638421,1762.620267,1766.602113,1771.583958,1776.565804,1781.547649,1786.529495,1788.511341,1790.493186,1811.895852,1835.131608,1839.095299,1843.05899,1849.022681,1853.986372,,,,,,,,,,,,,,,,,
529,29466,1700.585118,1713.093442,1716.944037,1719.794632,1724.645227,1729.495822,1735.346417,1740.197012,1746.047607,1751.898202,1756.748797,1761.599392,1772.035105,1785.394024,1790.095214,1793.796405,1799.497595,1805.198785,,,,,,,,,,,,,,,,,
530,29492,1554.285177,1562.303054,1563.75926,1564.215466,1568.671673,1572.127879,1575.584085,1579.040291,1581.496498,1584.952704,1586.40891,1586.865116,1592.6065,1601.080583,1602.992995,1603.905408,1608.81782,1612.730232,,,,,,,,,,,,,,,,,
531,29601,1413.33994,1434.949758,1437.853179,1440.7566,1444.660022,1449.563443,1454.466864,1459.370286,1463.273707,1468.177128,1472.08055,1469.983971,1489.227333,1511.740572,1515.547414,1519.354257,1524.1611,1529.967942,,,,,,,,,,,,,,,,,
532,29605,1158.642418,1173.254449,1180.216839,1186.179229,1192.141619,1198.104008,1205.066398,1210.028788,1215.991178,1220.953567,1225.915957,1229.878347,1239.483154,1255.057576,1262.982355,1269.907134,1276.831914,1283.756693,,,,,,,,,,,,,,,,,
533,29607,1176.980226,1192.342909,1197.11473,1200.88655,1205.658371,1210.430192,1215.202012,1219.973833,1222.745654,1226.517474,1229.289295,1230.061116,1241.813162,1257.947666,1263.491308,1268.034949,1273.57859,1279.122232,,,,,,,,,,,,,,,,,
534,29609,1204.0892,1223.995337,1226.885684,1230.776031,1233.666378,1235.556725,1238.447073,1242.33742,1246.227767,1250.118114,1254.008461,1257.898808,1278.878355,1299.674839,1303.455533,1308.236228,1312.016922,1314.797616,,,,,,,,,,,,,,,,,
535,29611,1334.03854,1366.063777,1372.475609,1377.887442,1382.299274,1386.711107,1390.12294,1395.534772,1401.946605,1407.358437,1413.77027,1419.182102,1452.632475,1486.069544,1493.893209,1500.716874,1506.540539,1512.364205,,,,,,,,,,,,,,,,,
536,29615,1006.445364,1017.080972,1020.657424,1024.233876,1027.810327,1031.386779,1033.963231,1036.539682,1038.116134,1040.692586,1042.269037,1043.845489,1054.867305,1066.079364,1070.232268,1074.385171,1078.538075,1082.690978,,,,,,,,,,,,,,,,,
537,29650,1397.033458,1401.141687,1402.951847,1405.762007,1410.572167,1415.382327,1420.192487,1428.002647,1434.812807,1442.622967,1449.433127,1456.243288,1465.086906,1470.005294,1472.625615,1476.245935,1481.866255,1487.486575,,,,,,,,,,,,,,,,,
538,29651,1296.787899,1291.927008,1304.487652,1316.548296,1329.60894,1342.669584,1353.063561,1363.457539,1373.851516,1382.91216,1386.972804,1392.033448,1385.881991,1382.081744,1395.703032,1408.82432,1422.945607,1437.066895,,,,,,,,,,,,,,,,,
539,29662,1208.870325,1217.989266,1220.495969,1223.002671,1225.509373,1227.016075,1228.522778,1231.02948,1234.536182,1237.042885,1240.549587,1244.056289,1251.433317,1261.05896,1264.072365,1267.085769,1270.099174,1272.112578,,,,,,,,,,,,,,,,,
540,29680,1406.870081,1425.854698,1432.647228,1438.439759,1442.232289,1446.024819,1449.817349,1451.609879,1453.402409,1455.194939,1456.987469,1457.779999,1473.44261,1493.219758,1500.804818,1507.389878,1511.974939,1516.559999,,,,,,,,,,,,,,,,,
541,29681,1454.015974,1464.778748,1467.433251,1470.087755,1473.742258,1476.396761,1480.051265,1483.705768,1487.360272,1491.014775,1495.669278,1500.323782,1508.994259,1520.411536,1523.720543,1527.02955,1531.338557,1534.647564,,,,,,,,,,,,,,,,,
542,29707,1451.111684,1466.113531,1471.101388,1477.089244,1482.077101,1488.064957,1493.052814,1499.040671,1504.028527,1509.016384,1513.00424,1516.992097,1534.091637,1550.081341,1556.057054,1563.032767,1569.008481,1575.984194,,,,,,,,,,,,,,,,,
543,29708,1700.175389,1731.465506,1732.978732,1734.491959,1730.005185,1726.518411,1722.031637,1718.544863,1716.058089,1712.571315,1711.084541,1709.597767,1743.286383,1775.089726,1777.116178,1779.14263,1775.169083,1772.195535,,,,,,,,,,,,,,,,,
544,29732,1111.257056,1125.689711,1130.726556,1135.763402,1141.800247,1146.837092,1151.873938,1158.910783,1164.947628,1171.984474,1176.021319,1181.058164,1198.352066,1213.821566,1219.895257,1225.968948,1233.042638,1239.116329,,,,,,,,,,,,,,,,,
545,30004,1751.688382,1783.87623,1791.134809,1797.393387,1802.651966,1807.910544,1812.169123,1815.427701,1817.68628,1820.944858,1823.203437,1825.462015,1857.408976,1890.855403,1899.37256,1906.889717,1913.406874,1919.924031,,,,,,,,,,,,,,,,,
546,30005,1874.927532,1907.412696,1914.569034,1921.725373,1926.881711,1933.038049,1939.194387,1941.350726,1943.507064,1945.663402,1944.819741,1942.976079,1972.05995,2005.701452,2014.014128,2022.326805,2028.639481,2035.952158,,,,,,,,,,,,,,,,,
547,30009,2147.049224,2193.336824,2200.081165,2206.825505,2213.569845,2220.314185,2227.058525,2232.802865,2238.547205,2244.291545,2246.035885,2247.780225,2293.573789,2341.60573,2350.09441,2358.58309,2367.07177,2375.56045,,,,,,,,,,,,,,,,,
548,30012,1284.941217,1297.616547,1306.898965,1317.181384,1326.463802,1334.746221,1344.028639,1351.311057,1358.593476,1366.875894,1373.158313,1380.440731,1392.664367,1406.622115,1417.186952,1428.751789,1439.316626,1448.881463,,,,,,,,,,,,,,,,,
549,30014,1308.948412,1322.803228,1330.129299,1338.455371,1345.781442,1353.107514,1361.433586,1369.759657,1377.085729,1385.4118,1394.737872,1404.063944,1420.338428,1435.519315,1444.171458,1453.823601,1462.475744,1471.127887,,,,,,,,,,,,,,,,,
550,30016,1362.021097,1379.297579,1387.685217,1395.072855,1403.460494,1411.848132,1419.23577,1427.623408,1435.011046,1442.398684,1452.786322,1462.17396,1478.582695,1497.246816,1507.022092,1515.797368,1525.572644,1535.34792,,,,,,,,,,,,,,,,,
551,30017,1500.405823,1524.94195,1531.009648,1536.077346,1541.145044,1546.212742,1551.28044,1554.348138,1556.415835,1559.483533,1562.551231,1566.618929,1590.09245,1615.696275,1622.831671,1628.967067,1635.102463,1641.237859,,,,,,,,,,,,,,,,,
552,30019,1649.311436,1668.761611,1675.046016,1681.330422,1687.614828,1693.899233,1700.183639,1706.468045,1713.75245,1721.036856,1729.321262,1737.605667,1757.201509,1777.936089,1785.504901,1793.073712,1800.642523,1808.211334,,,,,,,,,,,,,,,,,
553,30022,1846.484227,1876.004186,1881.113832,1886.223478,1890.333125,1894.442771,1898.552417,1901.662064,1904.77171,1907.881357,1910.991003,1913.100649,1939.694523,1970.324128,1976.54342,1982.762713,1987.982006,1993.201299,,,,,,,,,,,,,,,,,
554,30024,1638.702764,1667.337885,1675.493198,1682.648512,1689.803825,1695.959139,1703.114452,1706.269766,1709.425079,1712.580393,1712.735706,1712.89102,1735.749097,1765.539532,1774.850159,1783.160785,1791.471412,1798.782039,,,,,,,,,,,,,,,,,
555,30030,1652.473562,1691.571972,1698.100356,1705.628739,1711.157122,1717.685505,1724.213888,1728.742272,1734.270655,1738.799038,1741.327421,1742.855804,1780.85775,1821.484543,1829.541309,1838.598076,1845.654842,1853.711608,,,,,,,,,,,,,,,,,
556,30032,1280.226559,1300.713674,1312.62756,1324.541446,1335.455332,1347.369218,1359.283104,1371.19699,1383.110876,1395.024762,1406.938648,1418.852534,1440.992979,1463.39398,1477.221751,1491.049523,1503.877295,1517.705067,,,,,,,,,,,,,,,,,
557,30033,1749.323257,1783.277932,1783.994068,1784.710204,1784.42634,1784.142476,1783.858612,1781.574748,1780.290884,1779.00702,1776.723156,1774.439292,1809.478685,1844.149497,1845.581769,1847.014041,1847.446313,1847.878585,,,,,,,,,,,,,,,,,
558,30038,1216.548519,1233.688996,1240.945009,1247.201023,1254.457037,1261.71305,1268.969064,1275.225078,1282.481091,1289.737105,1297.993119,1305.249132,1322.053665,1340.450155,1348.962183,1356.47421,1364.986237,1373.498264,,,,,,,,,,,,,,,,,
559,30039,1513.730168,1540.596617,1549.084242,1558.571867,1566.059492,1573.547117,1581.034742,1586.522367,1592.009992,1597.497616,1604.985241,1612.472866,1638.690659,1667.044733,1677.019983,1687.995233,1696.970483,1705.945732,,,,,,,,,,,,,,,,,
560,30040,1740.180754,1759.361907,1766.449057,1772.536206,1777.623356,1783.710505,1789.797654,1793.884804,1797.971953,1803.059103,1807.146252,1812.233401,1831.501304,1851.769608,1859.943906,1867.118205,1873.292504,1880.466803,,,,,,,,,,,,,,,,,
561,30041,1839.183703,1859.63226,1865.819004,1872.005747,1878.19249,1885.379233,1892.565977,1897.75272,1902.939463,1908.126207,1913.31295,1918.499693,1938.870139,1960.50544,1967.878927,1975.252413,1982.6259,1990.999386,,,,,,,,,,,,,,,,,
562,30043,1499.825539,1532.751032,1540.076388,1548.401745,1553.727101,1558.052458,1563.377815,1567.703171,1571.028528,1574.353884,1577.679241,1580.004598,1611.155493,1645.406343,1654.057056,1663.707769,1670.358482,1676.009195,,,,,,,,,,,,,,,,,
563,30044,1356.207352,1380.705131,1387.01616,1393.32719,1399.638219,1406.949248,1413.260277,1418.571306,1424.882336,1431.193365,1435.504394,1439.815423,1466.333804,1492.142613,1499.764671,1507.38673,1515.008788,1523.630846,,,,,,,,,,,,,,,,,
564,30045,1634.546338,1662.09976,1669.429893,1675.760027,1681.090161,1686.420294,1691.750428,1697.080562,1701.410695,1706.740829,1713.070963,1719.401097,1746.277568,1775.161124,1783.821391,1791.481658,1798.141926,1804.802193,,,,,,,,,,,,,,,,,
565,30046,1376.543183,1394.888379,1400.133425,1406.378471,1412.623518,1418.868564,1425.11361,1432.358656,1438.603703,1445.848749,1453.093795,1460.338842,1481.127071,1500.717313,1507.207405,1514.697498,1522.187591,1529.677683,,,,,,,,,,,,,,,,,
566,30047,1583.269929,1618.15898,1627.599514,1638.040047,1643.480581,1648.921115,1654.361649,1656.802183,1659.242717,1661.683251,1666.123785,1670.564319,1704.274782,1740.604367,1751.485435,1763.366503,1770.247571,1777.128638,,,,,,,,,,,,,,,,,
567,30052,1579.808222,1607.518177,1614.908837,1621.299497,1628.690157,1635.080817,1641.471477,1646.862137,1653.252797,1658.643457,1665.034117,1671.424777,1696.623659,1725.724274,1734.505594,1742.286914,1751.068234,1758.849554,,,,,,,,,,,,,,,,,
568,30058,1308.458461,1319.136143,1327.466775,1336.797407,1345.128039,1353.458671,1361.789304,1371.119936,1379.450568,1387.7812,1398.111832,1407.442464,1420.231557,1432.239871,1441.901135,1452.5624,1462.223664,1471.884928,,,,,,,,,,,,,,,,,
569,30060,1445.295471,1465.506643,1476.212214,1486.917784,1497.623355,1508.328925,1519.034495,1528.740066,1538.445636,1548.151207,1557.856777,1568.562348,1588.563389,1610.480132,1622.891273,1635.302414,1647.713554,1660.124695,,,,,,,,,,,,,,,,,
570,30062,1650.050557,1670.244836,1678.535862,1686.826887,1693.117912,1699.408937,1704.699962,1710.990987,1717.282013,1723.573038,1730.864063,1738.155088,1758.49667,1779.981975,1789.564025,1799.146075,1806.728126,1814.310176,,,,,,,,,,,,,,,,,
571,30064,1342.797725,1354.104887,1360.161118,1365.217349,1372.273581,1379.329812,1386.386043,1394.442275,1402.498506,1409.554737,1416.610969,1422.6672,1431.521157,1443.884549,1450.997012,1457.109475,1465.221937,1473.3344,,,,,,,,,,,,,,,,,
572,30066,1606.964213,1629.210858,1635.446623,1641.682388,1648.918153,1655.153918,1661.389684,1666.625449,1671.861214,1678.096979,1682.332744,1687.568509,1710.768488,1734.250897,1741.722428,1749.193958,1757.665489,1765.137019,,,,,,,,,,,,,,,,,
573,30067,1273.291516,1295.889696,1302.148459,1308.407222,1315.665985,1322.924748,1331.183511,1337.442274,1343.701037,1349.9598,1354.218563,1357.477326,1379.027605,1402.884548,1410.402074,1417.9196,1426.437126,1434.954651,,,,,,,,,,,,,,,,,
574,30068,2268.953402,2330.087002,2337.047098,2344.007194,2350.967289,2356.927385,2363.887481,2366.847577,2369.807673,2372.767769,2374.727865,2375.687961,2433.601458,2496.695154,2505.615346,2514.535538,2523.45573,2531.375922,,,,,,,,,,,,,,,,,
575,30075,2122.35733,2158.072808,2164.662847,2171.252885,2176.842924,2183.432962,2189.023,2194.613039,2201.203077,2206.793116,2213.383154,2219.973193,2255.920562,2293.226078,2301.406155,2309.586232,2316.766309,2324.946386,,,,,,,,,,,,,,,,,
576,30076,1722.862201,1739.772145,1744.864914,1748.957683,1754.050452,1760.143221,1765.23599,1772.32876,1778.421529,1785.514298,1789.607067,1793.699836,1814.654806,1832.657519,1838.843057,1844.028596,1850.214134,1857.399672,,,,,,,,,,,,,,,,,
577,30078,1439.639611,1458.465369,1464.773114,1472.080858,1478.388603,1484.696348,1491.004093,1497.311838,1504.619582,1511.927327,1519.235072,1527.542817,1549.490173,1569.623675,1577.239165,1585.854654,1593.470144,1601.085633,,,,,,,,,,,,,,,,,
578,30080,1501.970249,1544.380199,1551.796366,1559.212533,1563.6287,1569.044867,1574.461034,1576.877201,1579.293369,1581.709536,1580.125703,1579.54187,1620.928286,1664.754403,1673.586737,1682.419071,1688.251406,1695.08374,,,,,,,,,,,,,,,,,
579,30082,1635.702284,1670.887782,1677.283505,1683.679228,1688.074951,1692.470674,1697.866397,1701.26212,1705.657843,1710.053566,1714.449289,1718.845012,1752.943019,1789.52424,1797.315686,1805.107132,1810.898578,1816.690024,,,,,,,,,,,,,,,,,
580,30083,1168.74543,1177.558491,1186.812717,1196.066943,1204.321169,1213.575395,1222.82962,1231.083846,1239.338072,1247.592298,1255.846524,1264.10075,1274.100406,1284.167693,1294.676144,1305.184596,1314.693048,1325.2015,,,,,,,,,,,,,,,,,
581,30084,1559.639184,1586.111792,1593.455789,1600.799786,1607.143783,1612.487781,1617.831778,1623.175775,1629.519772,1634.863769,1641.207766,1647.551763,1672.534944,1700.35155,1709.039544,1717.727538,1725.415533,1732.103527,,,,,,,,,,,,,,,,,
582,30087,1466.164807,1488.549729,1499.036712,1509.523695,1519.010677,1527.49766,1536.984642,1544.471625,1550.958608,1558.44559,1563.932573,1569.419555,1591.071345,1614.94325,1626.917215,1638.89118,1649.865146,1659.839111,,,,,,,,,,,,,,,,,
583,30092,1411.330342,1432.581472,1438.808615,1445.035759,1450.262902,1456.490046,1461.717189,1467.944333,1473.171476,1478.39862,1483.625763,1488.852906,1514.410392,1536.888665,1544.342952,1551.797239,1558.251526,1565.705813,,,,,,,,,,,,,,,,,
584,30093,1260.493123,1304.438469,1310.814338,1318.190208,1322.566077,1325.941947,1330.317816,1331.693686,1334.069555,1335.445424,1335.821294,1336.197163,1376.066156,1421.387371,1429.13911,1437.890849,1443.642588,1448.394327,,,,,,,,,,,,,,,,,
585,30096,1448.749559,1478.095346,1482.206241,1487.317137,1491.428032,1494.538927,1498.649822,1501.760717,1505.871612,1508.982508,1513.093403,1516.204298,1542.064752,1572.521434,1577.743225,1583.965015,1589.186805,1593.408596,,,,,,,,,,,,,,,,,
586,30097,1498.456505,1513.765153,1519.734538,1526.703924,1532.67331,1538.642695,1545.612081,1550.581467,1555.550852,1560.520238,1563.489623,1566.459009,1579.8849,1596.162933,1603.101704,1611.040476,1617.979247,1624.918018,,,,,,,,,,,,,,,,,
